player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Mo Bamba,bambamo01,2026,1,365.0,34.0,2025-12-29,,,ORL,"W, 107-106",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.1,-9.0
Mo Bamba,bambamo01,2026,2,366.0,36.0,2026-01-03,,,ATL,"W, 134-117",,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0
Mo Bamba,bambamo01,2026,3,367.0,62.0,2026-03-04,,,PHI,"L, 102-106",,,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,0.0,0.0,3.0,5.0,8.0,1.0,0.0,2.0,2.0,1.0,4.0,6.0,-7.0
Mo Bamba,bambamo01,2026,4,368.0,63.0,2026-03-05,,,WAS,"W, 122-112",,,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,3.0,6.0,7.8,3.0
