player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Darius Brown II,brownda01,2026,1,1.0,59.0,2026-02-24,,,NYK,"W, 109-94",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-4.0
