player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Jalen Duren,durenja01,2026,1,207.0,1.0,2025-10-22,,,CHI,"L, 111-115",*,,7.0,12.0,0.583,0.0,0.0,7.0,12.0,0.583,0.583,1.0,2.0,0.5,4.0,2.0,6.0,1.0,1.0,2.0,1.0,4.0,15.0,12.9,-9.0
Jalen Duren,durenja01,2026,2,208.0,2.0,2025-10-24,,,HOU,"W, 115-111",*,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,,3.0,3.0,6.0,0.0,1.0,1.0,1.0,2.0,6.0,7.3,5.0
Jalen Duren,durenja01,2026,3,209.0,3.0,2025-10-26,,,BOS,"W, 119-113",*,,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,12.0,13.0,0.923,8.0,10.0,18.0,1.0,0.0,2.0,4.0,4.0,24.0,22.7,2.0
Jalen Duren,durenja01,2026,4,210.0,4.0,2025-10-27,,,CLE,"L, 95-116",*,,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.6,2.0,4.0,0.5,1.0,6.0,7.0,2.0,1.0,2.0,4.0,4.0,8.0,5.6,-9.0
Jalen Duren,durenja01,2026,5,211.0,5.0,2025-10-29,,,ORL,"W, 135-116",*,,5.0,9.0,0.556,0.0,0.0,5.0,9.0,0.556,0.556,11.0,12.0,0.917,6.0,7.0,13.0,2.0,0.0,1.0,5.0,3.0,21.0,18.5,18.0
Jalen Duren,durenja01,2026,6,212.0,6.0,2025-11-01,,,DAL,"W, 122-110",*,,13.0,16.0,0.813,0.0,0.0,13.0,16.0,0.813,0.813,7.0,8.0,0.875,5.0,5.0,10.0,2.0,1.0,1.0,0.0,5.0,33.0,32.7,28.0
Jalen Duren,durenja01,2026,7,213.0,7.0,2025-11-03,,,MEM,"W, 114-106",*,,5.0,11.0,0.455,0.0,0.0,5.0,11.0,0.455,0.455,4.0,4.0,1.0,3.0,6.0,9.0,3.0,1.0,1.0,2.0,2.0,14.0,13.2,13.0
Jalen Duren,durenja01,2026,8,214.0,8.0,2025-11-05,,,UTA,"W, 114-103",*,,10.0,15.0,0.667,0.0,0.0,10.0,15.0,0.667,0.667,2.0,4.0,0.5,7.0,15.0,22.0,3.0,0.0,1.0,1.0,2.0,22.0,25.1,18.0
Jalen Duren,durenja01,2026,9,215.0,9.0,2025-11-07,,,BRK,"W, 125-107",*,,11.0,14.0,0.786,0.0,0.0,11.0,14.0,0.786,0.786,8.0,8.0,1.0,2.0,9.0,11.0,0.0,3.0,0.0,1.0,4.0,30.0,29.1,8.0
Jalen Duren,durenja01,2026,10,216.0,10.0,2025-11-09,,,PHI,"W, 111-108",*,,8.0,11.0,0.727,0.0,0.0,8.0,11.0,0.727,0.727,5.0,7.0,0.714,4.0,12.0,16.0,1.0,2.0,2.0,3.0,5.0,21.0,21.2,6.0
Jalen Duren,durenja01,2026,11,217.0,11.0,2025-11-10,,,WAS,"W, 137-135 (OT)",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,7.0,11.0,0.636,7.0,7.0,14.0,3.0,2.0,0.0,5.0,2.0,19.0,18.1,-6.0
Jalen Duren,durenja01,2026,12,218.0,14.0,2025-11-17,,,IND,"W, 127-112",*,,12.0,13.0,0.923,0.0,0.0,12.0,13.0,0.923,0.923,7.0,11.0,0.636,5.0,10.0,15.0,3.0,0.0,0.0,1.0,3.0,31.0,31.5,20.0
Jalen Duren,durenja01,2026,13,219.0,15.0,2025-11-18,,,ATL,"W, 120-112",*,,8.0,12.0,0.667,0.0,0.0,8.0,12.0,0.667,0.667,8.0,11.0,0.727,4.0,4.0,8.0,3.0,2.0,1.0,2.0,4.0,24.0,22.8,4.0
Jalen Duren,durenja01,2026,14,220.0,16.0,2025-11-22,,,MIL,"W, 129-116",*,,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,5.0,8.0,0.625,0.0,6.0,6.0,5.0,0.0,0.0,3.0,1.0,19.0,15.5,15.0
Jalen Duren,durenja01,2026,15,221.0,17.0,2025-11-24,,,IND,"W, 122-117",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,5.0,8.0,0.625,5.0,7.0,12.0,2.0,0.0,0.0,3.0,5.0,17.0,13.2,7.0
Jalen Duren,durenja01,2026,16,222.0,18.0,2025-11-26,,,BOS,"L, 114-117",*,,4.0,10.0,0.4,0.0,0.0,4.0,10.0,0.4,0.4,4.0,6.0,0.667,6.0,10.0,16.0,1.0,0.0,0.0,3.0,3.0,12.0,9.5,6.0
Jalen Duren,durenja01,2026,17,223.0,19.0,2025-11-28,,,ORL,"L, 109-112",*,,5.0,8.0,0.625,0.0,0.0,5.0,8.0,0.625,0.625,6.0,6.0,1.0,2.0,10.0,12.0,2.0,1.0,4.0,5.0,3.0,16.0,15.8,22.0
Jalen Duren,durenja01,2026,18,224.0,21.0,2025-12-01,,,ATL,"W, 99-98",*,,9.0,12.0,0.75,0.0,0.0,9.0,12.0,0.75,0.75,3.0,4.0,0.75,6.0,5.0,11.0,0.0,0.0,0.0,3.0,1.0,21.0,18.1,3.0
Jalen Duren,durenja01,2026,19,225.0,22.0,2025-12-03,,,MIL,"L, 109-113",*,,4.0,7.0,0.571,0.0,0.0,4.0,7.0,0.571,0.571,0.0,1.0,0.0,5.0,1.0,6.0,3.0,1.0,0.0,1.0,6.0,8.0,7.8,18.0
Jalen Duren,durenja01,2026,20,226.0,23.0,2025-12-05,,,POR,"W, 122-116",*,,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,6.0,9.0,0.667,2.0,6.0,8.0,0.0,0.0,1.0,6.0,5.0,18.0,7.4,-1.0
Jalen Duren,durenja01,2026,21,227.0,24.0,2025-12-06,,,MIL,"W, 124-112",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,4.0,5.0,0.8,4.0,12.0,16.0,1.0,0.0,1.0,1.0,2.0,16.0,18.4,27.0
Jalen Duren,durenja01,2026,22,228.0,25.0,2025-12-12,,,ATL,"W, 142-115",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,2.0,4.0,0.5,2.0,5.0,7.0,2.0,1.0,1.0,0.0,2.0,14.0,13.8,8.0
Jalen Duren,durenja01,2026,23,229.0,26.0,2025-12-15,,,BOS,"W, 112-105",*,,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,6.0,4.7,-1.0
Jalen Duren,durenja01,2026,24,230.0,27.0,2025-12-18,,,DAL,"L, 114-116 (OT)",*,,8.0,20.0,0.4,0.0,0.0,8.0,20.0,0.4,0.4,1.0,2.0,0.5,10.0,3.0,13.0,1.0,2.0,0.0,1.0,2.0,17.0,14.6,-21.0
Jalen Duren,durenja01,2026,25,231.0,28.0,2025-12-20,,,CHO,"W, 112-86",*,,9.0,16.0,0.563,0.0,0.0,9.0,16.0,0.563,0.563,1.0,2.0,0.5,5.0,6.0,11.0,2.0,1.0,0.0,1.0,3.0,19.0,16.5,13.0
Jalen Duren,durenja01,2026,26,232.0,29.0,2025-12-22,,,POR,"W, 110-102",*,,11.0,15.0,0.733,0.0,0.0,11.0,15.0,0.733,0.733,4.0,6.0,0.667,6.0,4.0,10.0,2.0,1.0,2.0,0.0,4.0,26.0,26.7,16.0
Jalen Duren,durenja01,2026,27,233.0,30.0,2025-12-23,,,SAC,"W, 136-127",*,,10.0,15.0,0.667,0.0,0.0,10.0,15.0,0.667,0.667,3.0,7.0,0.429,7.0,6.0,13.0,4.0,0.0,2.0,1.0,3.0,23.0,23.6,-2.0
Jalen Duren,durenja01,2026,28,234.0,31.0,2025-12-26,,,UTA,"L, 129-131",*,,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,5.0,11.0,4.1,-3.0
Jalen Duren,durenja01,2026,29,235.0,32.0,2025-12-28,,,LAC,"L, 99-112",*,,8.0,12.0,0.667,0.0,0.0,8.0,12.0,0.667,0.667,2.0,2.0,1.0,5.0,9.0,14.0,2.0,0.0,1.0,1.0,0.0,18.0,20.1,-17.0
Jalen Duren,durenja01,2026,30,236.0,33.0,2025-12-30,,,LAL,"W, 128-106",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,2.0,4.0,0.5,1.0,7.0,8.0,2.0,5.0,0.0,5.0,4.0,14.0,12.6,1.0
Jalen Duren,durenja01,2026,31,237.0,34.0,2026-01-01,,,MIA,"L, 112-118",*,,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,0.0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,12.0,7.1,-17.0
Jalen Duren,durenja01,2026,32,238.0,39.0,2026-01-15,,,PHO,"W, 108-105",*,,8.0,13.0,0.615,0.0,0.0,8.0,13.0,0.615,0.615,0.0,1.0,0.0,4.0,14.0,18.0,2.0,0.0,2.0,1.0,1.0,16.0,18.1,23.0
Jalen Duren,durenja01,2026,33,239.0,40.0,2026-01-17,,,IND,"W, 121-78",*,,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,3.0,5.0,0.6,1.0,7.0,8.0,4.0,1.0,0.0,1.0,3.0,15.0,12.6,30.0
Jalen Duren,durenja01,2026,34,240.0,41.0,2026-01-19,,,BOS,"W, 104-103",*,,8.0,12.0,0.667,0.0,0.0,8.0,12.0,0.667,0.667,2.0,5.0,0.4,3.0,6.0,9.0,1.0,1.0,0.0,1.0,5.0,18.0,14.2,-4.0
Jalen Duren,durenja01,2026,35,241.0,42.0,2026-01-21,,,NOP,"W, 112-104",*,,7.0,11.0,0.636,0.0,0.0,7.0,11.0,0.636,0.636,6.0,6.0,1.0,5.0,10.0,15.0,3.0,1.0,2.0,2.0,3.0,20.0,22.9,13.0
Jalen Duren,durenja01,2026,36,242.0,43.0,2026-01-23,,,HOU,"L, 104-111",*,,7.0,13.0,0.538,0.0,0.0,7.0,13.0,0.538,0.538,4.0,4.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,2.0,0.0,18.0,12.2,-15.0
Jalen Duren,durenja01,2026,37,243.0,44.0,2026-01-25,,,SAC,"W, 139-116",*,,7.0,8.0,0.875,0.0,0.0,7.0,8.0,0.875,0.875,4.0,5.0,0.8,2.0,4.0,6.0,1.0,2.0,1.0,0.0,1.0,18.0,20.4,7.0
Jalen Duren,durenja01,2026,38,244.0,45.0,2026-01-27,,,DEN,"W, 109-107",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,2.0,4.0,0.5,1.0,7.0,8.0,0.0,1.0,0.0,0.0,3.0,14.0,11.2,5.0
Jalen Duren,durenja01,2026,39,245.0,46.0,2026-01-29,,,PHO,"L, 96-114",*,,10.0,11.0,0.909,0.0,0.0,10.0,11.0,0.909,0.909,3.0,3.0,1.0,4.0,9.0,13.0,4.0,0.0,1.0,1.0,0.0,23.0,27.3,-1.0
Jalen Duren,durenja01,2026,40,246.0,47.0,2026-01-30,,,GSW,"W, 131-124",*,,7.0,14.0,0.5,0.0,0.0,7.0,14.0,0.5,0.5,7.0,10.0,0.7,6.0,7.0,13.0,3.0,1.0,0.0,1.0,5.0,21.0,19.2,9.0
Jalen Duren,durenja01,2026,41,247.0,48.0,2026-02-01,,,BRK,"W, 130-77",*,,8.0,12.0,0.667,0.0,0.0,8.0,12.0,0.667,0.667,5.0,6.0,0.833,2.0,8.0,10.0,3.0,2.0,0.0,0.0,2.0,21.0,22.5,42.0
Jalen Duren,durenja01,2026,42,248.0,49.0,2026-02-03,,,DEN,"W, 124-121",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,7.0,8.0,0.875,4.0,9.0,13.0,1.0,1.0,0.0,1.0,1.0,19.0,19.8,0.0
Jalen Duren,durenja01,2026,43,249.0,50.0,2026-02-05,,,WAS,"L, 117-126",*,,2.0,6.0,0.333,0.0,0.0,2.0,6.0,0.333,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,-0.9,-15.0
Jalen Duren,durenja01,2026,44,250.0,52.0,2026-02-09,,,CHO,"W, 110-104",*,,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,5.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,2.0,15.0,15.0,15.0
Jalen Duren,durenja01,2026,45,251.0,55.0,2026-02-21,,,CHI,"W, 126-110",*,,12.0,20.0,0.6,0.0,0.0,12.0,20.0,0.6,0.6,2.0,5.0,0.4,6.0,7.0,13.0,2.0,1.0,0.0,0.0,2.0,26.0,23.5,22.0
