player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Jacob Toppin,toppija01,2026,1,27.0,3.0,2025-10-25,,,OKC,"L, 100-117",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,6.0
Jacob Toppin,toppija01,2026,2,28.0,6.0,2025-10-31,,,IND,"W, 128-108",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Toppin,toppija01,2026,3,29.0,10.0,2025-11-08,,,LAL,"W, 122-102",,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,1.0
Jacob Toppin,toppija01,2026,4,30.0,17.0,2025-11-22,,,NOP,"W, 115-98",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4,-1.0
Jacob Toppin,toppija01,2026,5,31.0,19.0,2025-11-25,,,WAS,"L, 113-132",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0
