player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Jahmyl Telfort,telfoja01,2026,1,1.0,4.0,2025-10-28,,,GSW,"L, 79-98",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jahmyl Telfort,telfoja01,2026,2,2.0,7.0,2025-11-04,,,OKC,"L, 107-126",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,3.0
Jahmyl Telfort,telfoja01,2026,3,3.0,8.0,2025-11-06,,,PHO,"L, 102-115",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-1.7,7.0
Jahmyl Telfort,telfoja01,2026,4,4.0,15.0,2025-11-20,,,ORL,"L, 101-129",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-10.0
Jahmyl Telfort,telfoja01,2026,5,5.0,16.0,2025-11-22,,,CHO,"W, 131-116",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6,-9.0
Jahmyl Telfort,telfoja01,2026,6,6.0,17.0,2025-11-23,,,CLE,"L, 105-120",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0
Jahmyl Telfort,telfoja01,2026,7,7.0,18.0,2025-11-25,,,LAL,"L, 118-135",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
Jahmyl Telfort,telfoja01,2026,8,8.0,22.0,2025-12-03,,,ATL,"W, 115-92",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,2.0
