player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Alondes Williams,willial06,2026,1.0,10.0,54.0,2026-02-19,,,IND,"W, 112-105",,2,5,0.4,1,4,0.25,1,1,1.0,0.5,1,2,0.5,0,5,5,5,0,1,1,1,6,7.2,12
Alondes Williams,willial06,2026,2.0,11.0,55.0,2026-02-20,,,IND,"W, 131-118",,9,11,0.818,2,4,0.5,7,7,1.0,0.909,5,5,1.0,3,7,10,4,1,2,1,1,25,28.9,4
Alondes Williams,willial06,2026,3.0,12.0,56.0,2026-02-22,,,CHO,"L, 112-129",,3,5,0.6,2,3,0.667,1,2,0.5,0.8,0,0,,2,5,7,3,1,0,2,2,8,8.9,4
Alondes Williams,willial06,2026,4.0,13.0,57.0,2026-02-24,,,ATL,"L, 98-119",,2,5,0.4,0,3,0.0,2,2,1.0,0.4,1,1,1.0,0,3,3,0,1,0,1,0,5,3.2,15
