player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Ivica Zubac,zubaciv01,2026,1,585.0,1.0,2025-10-22,,,UTA,"L, 108-129",*,,9.0,13.0,0.692,0.0,0.0,9.0,13.0,0.692,0.692,1.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,1.0,2.0,0.0,19.0,17.6,-21.0
Ivica Zubac,zubaciv01,2026,2,586.0,2.0,2025-10-24,,,PHO,"W, 129-102",*,,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.6,2.0,3.0,0.667,0.0,5.0,5.0,4.0,0.0,0.0,3.0,2.0,8.0,5.8,15.0
Ivica Zubac,zubaciv01,2026,3,587.0,3.0,2025-10-26,,,POR,"W, 114-107",*,,9.0,14.0,0.643,0.0,0.0,9.0,14.0,0.643,0.643,3.0,3.0,1.0,2.0,6.0,8.0,3.0,0.0,2.0,1.0,3.0,21.0,19.3,8.0
Ivica Zubac,zubaciv01,2026,4,588.0,4.0,2025-10-28,,,GSW,"L, 79-98",*,,7.0,12.0,0.583,0.0,0.0,7.0,12.0,0.583,0.583,0.0,0.0,,5.0,7.0,12.0,1.0,0.0,1.0,3.0,0.0,14.0,12.4,-14.0
Ivica Zubac,zubaciv01,2026,5,589.0,5.0,2025-10-31,,,NOP,"W, 126-124",*,,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,4.0,4.0,1.0,1.0,10.0,11.0,1.0,0.0,3.0,0.0,5.0,14.0,15.6,2.0
Ivica Zubac,zubaciv01,2026,6,590.0,6.0,2025-11-03,,,MIA,"L, 119-120",*,,4.0,9.0,0.444,0.0,0.0,4.0,9.0,0.444,0.444,1.0,2.0,0.5,5.0,13.0,18.0,3.0,1.0,1.0,3.0,5.0,9.0,10.1,-6.0
Ivica Zubac,zubaciv01,2026,7,591.0,7.0,2025-11-04,,,OKC,"L, 107-126",*,,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,1.0,2.0,0.5,4.0,3.0,7.0,2.0,2.0,0.0,2.0,2.0,7.0,6.5,7.0
Ivica Zubac,zubaciv01,2026,8,592.0,8.0,2025-11-06,,,PHO,"L, 102-115",*,,8.0,14.0,0.571,0.0,0.0,8.0,14.0,0.571,0.571,7.0,8.0,0.875,5.0,6.0,11.0,2.0,2.0,0.0,2.0,2.0,23.0,21.9,-11.0
Ivica Zubac,zubaciv01,2026,9,593.0,9.0,2025-11-08,,,PHO,"L, 103-114",*,,10.0,12.0,0.833,0.0,0.0,10.0,12.0,0.833,0.833,1.0,2.0,0.5,2.0,13.0,15.0,4.0,0.0,0.0,3.0,3.0,21.0,20.1,-10.0
Ivica Zubac,zubaciv01,2026,10,594.0,10.0,2025-11-10,,,ATL,"L, 102-105",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,1.0,4.0,0.25,3.0,9.0,12.0,1.0,0.0,2.0,2.0,3.0,13.0,10.9,1.0
Ivica Zubac,zubaciv01,2026,11,595.0,11.0,2025-11-12,,,DEN,"L, 116-130",*,,9.0,14.0,0.643,0.0,0.0,9.0,14.0,0.643,0.643,0.0,0.0,,6.0,3.0,9.0,1.0,0.0,2.0,2.0,2.0,18.0,16.2,-10.0
Ivica Zubac,zubaciv01,2026,12,596.0,12.0,2025-11-14,,,DAL,"W, 133-127 (2OT)",*,,11.0,15.0,0.733,0.0,0.0,11.0,15.0,0.733,0.733,5.0,7.0,0.714,4.0,7.0,11.0,2.0,1.0,1.0,5.0,4.0,27.0,21.5,25.0
Ivica Zubac,zubaciv01,2026,13,597.0,13.0,2025-11-16,,,BOS,"L, 118-121",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,4.0,4.0,1.0,2.0,10.0,12.0,2.0,1.0,1.0,1.0,4.0,16.0,16.3,-15.0
Ivica Zubac,zubaciv01,2026,14,598.0,14.0,2025-11-17,,,PHI,"L, 108-110",*,,7.0,13.0,0.538,0.0,0.0,7.0,13.0,0.538,0.538,0.0,0.0,,5.0,8.0,13.0,1.0,1.0,0.0,0.0,1.0,14.0,14.9,-7.0
Ivica Zubac,zubaciv01,2026,15,599.0,15.0,2025-11-20,,,ORL,"L, 101-129",*,,7.0,16.0,0.438,0.0,0.0,7.0,16.0,0.438,0.438,0.0,0.0,,5.0,14.0,19.0,0.0,0.0,0.0,1.0,2.0,14.0,11.5,-8.0
Ivica Zubac,zubaciv01,2026,16,600.0,16.0,2025-11-22,,,CHO,"W, 131-116",*,,9.0,12.0,0.75,0.0,0.0,9.0,12.0,0.75,0.75,0.0,0.0,,2.0,7.0,9.0,6.0,0.0,1.0,1.0,1.0,18.0,20.2,17.0
Ivica Zubac,zubaciv01,2026,17,601.0,17.0,2025-11-23,,,CLE,"L, 105-120",*,,15.0,22.0,0.682,0.0,0.0,15.0,22.0,0.682,0.682,3.0,3.0,1.0,7.0,11.0,18.0,4.0,0.0,0.0,2.0,3.0,33.0,31.4,6.0
Ivica Zubac,zubaciv01,2026,18,602.0,18.0,2025-11-25,,,LAL,"L, 118-135",*,,5.0,12.0,0.417,0.0,0.0,5.0,12.0,0.417,0.417,0.0,2.0,0.0,6.0,4.0,10.0,4.0,1.0,2.0,1.0,5.0,10.0,10.4,-11.0
Ivica Zubac,zubaciv01,2026,19,603.0,19.0,2025-11-28,,,MEM,"L, 107-112",*,,4.0,11.0,0.364,0.0,0.0,4.0,11.0,0.364,0.364,1.0,1.0,1.0,3.0,9.0,12.0,5.0,0.0,2.0,2.0,3.0,9.0,9.4,-8.0
Ivica Zubac,zubaciv01,2026,20,604.0,20.0,2025-11-29,,,DAL,"L, 110-114",*,,8.0,12.0,0.667,0.0,0.0,8.0,12.0,0.667,0.667,3.0,3.0,1.0,2.0,9.0,11.0,4.0,1.0,1.0,2.0,5.0,19.0,18.4,4.0
Ivica Zubac,zubaciv01,2026,21,605.0,21.0,2025-12-01,,,MIA,"L, 123-140",*,,7.0,13.0,0.538,0.0,0.0,7.0,13.0,0.538,0.538,2.0,3.0,0.667,3.0,10.0,13.0,2.0,0.0,1.0,1.0,1.0,16.0,15.1,4.0
Ivica Zubac,zubaciv01,2026,22,606.0,22.0,2025-12-03,,,ATL,"W, 115-92",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,2.0,3.0,0.667,3.0,14.0,17.0,5.0,0.0,0.0,3.0,1.0,14.0,16.8,18.0
Ivica Zubac,zubaciv01,2026,23,607.0,23.0,2025-12-05,,,MEM,"L, 98-107",*,,4.0,6.0,0.667,0.0,0.0,4.0,6.0,0.667,0.667,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,2.0,3.0,10.0,8.1,-12.0
Ivica Zubac,zubaciv01,2026,24,608.0,24.0,2025-12-06,,,MIN,"L, 106-109",*,,7.0,14.0,0.5,0.0,0.0,7.0,14.0,0.5,0.5,1.0,5.0,0.2,6.0,7.0,13.0,2.0,0.0,1.0,3.0,4.0,15.0,10.2,4.0
Ivica Zubac,zubaciv01,2026,25,609.0,25.0,2025-12-11,,,HOU,"L, 113-115",*,,13.0,14.0,0.929,0.0,0.0,13.0,14.0,0.929,0.929,7.0,11.0,0.636,4.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,33.0,31.8,9.0
Ivica Zubac,zubaciv01,2026,26,610.0,26.0,2025-12-15,,,MEM,"L, 103-121",*,,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,0.0,0.0,,3.0,10.0,13.0,2.0,0.0,1.0,4.0,3.0,6.0,5.0,-12.0
