player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Hunter Tyson,tysonhu01,2024,1,1.0,3.0,2023-10-29,,,OKC,"W, 128-95",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,0.0
Hunter Tyson,tysonhu01,2024,2,2.0,5.0,2023-11-01,,,MIN,"L, 89-110",,,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,-2.0
Hunter Tyson,tysonhu01,2024,3,3.0,7.0,2023-11-04,,,CHI,"W, 123-101",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,-1.0
Hunter Tyson,tysonhu01,2024,4,4.0,8.0,2023-11-06,,,NOP,"W, 134-116",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hunter Tyson,tysonhu01,2024,5,5.0,13.0,2023-11-19,,,CLE,"L, 109-121",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Hunter Tyson,tysonhu01,2024,6,6.0,17.0,2023-11-26,,,SAS,"W, 132-120",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-1.0
Hunter Tyson,tysonhu01,2024,7,7.0,19.0,2023-11-29,,,HOU,"W, 134-124",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-9.0
Hunter Tyson,tysonhu01,2024,8,8.0,26.0,2023-12-14,,,BRK,"W, 124-101",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0
Hunter Tyson,tysonhu01,2024,9,9.0,46.0,2024-01-25,,,NYK,"L, 84-122",,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-4.2,-1.0
Hunter Tyson,tysonhu01,2024,10,10.0,59.0,2024-02-28,,,SAC,"W, 117-96",,,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-1.0
Hunter Tyson,tysonhu01,2024,11,11.0,64.0,2024-03-09,,,UTA,"W, 142-121",,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.6,2.0
Hunter Tyson,tysonhu01,2024,12,12.0,72.0,2024-03-25,,,MEM,"W, 128-103",,,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.9,-2.0
Hunter Tyson,tysonhu01,2024,13,13.0,74.0,2024-03-29,,,MIN,"L, 98-111",,,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,2.0
Hunter Tyson,tysonhu01,2024,14,14.0,75.0,2024-03-31,,,CLE,"W, 130-101",,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3,4.0
Hunter Tyson,tysonhu01,2024,15,15.0,78.0,2024-04-06,,,ATL,"W, 142-110",,,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0
Hunter Tyson,tysonhu01,2024,16,16.0,79.0,2024-04-09,,,UTA,"W, 111-95",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2.0
Hunter Tyson,tysonhu01,2024,17,17.0,80.0,2024-04-10,,,MIN,"W, 116-107",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
Hunter Tyson,tysonhu01,2024,18,18.0,82.0,2024-04-14,,,MEM,"W, 126-111",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
