player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Neemias Queta,quetane01,2024,1,21.0,13.0,2023-11-19,,,MEM,"W, 102-100",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-3.0
Neemias Queta,quetane01,2024,2,22.0,17.0,2023-11-26,,,ATL,"W, 113-103",,,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,1.0,1.0,1.0,6.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,9.0,5.0
Neemias Queta,quetane01,2024,3,23.0,19.0,2023-12-01,,,PHI,"W, 125-119",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,0.75,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,4.2,3.0
Neemias Queta,quetane01,2024,4,24.0,24.0,2023-12-15,,,ORL,"W, 128-111",,,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,0.0,0.0,,2.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,4.0,4.8,13.0
Neemias Queta,quetane01,2024,5,25.0,25.0,2023-12-17,,,ORL,"W, 114-97",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,8.0
Neemias Queta,quetane01,2024,6,26.0,26.0,2023-12-19,,,GSW,"L, 126-132 (OT)",,,5.0,8.0,0.625,0.0,0.0,5.0,8.0,0.625,0.625,0.0,0.0,,6.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,10.0,13.5,10.0
Neemias Queta,quetane01,2024,7,27.0,27.0,2023-12-20,,,SAC,"W, 144-119",,,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,0.0,0.0,,4.0,4.0,8.0,0.0,1.0,0.0,1.0,5.0,6.0,3.6,3.0
Neemias Queta,quetane01,2024,8,28.0,28.0,2023-12-23,,,LAC,"W, 145-108",,,4.0,7.0,0.571,0.0,0.0,4.0,7.0,0.571,0.571,6.0,8.0,0.75,6.0,6.0,12.0,3.0,0.0,0.0,1.0,5.0,14.0,15.0,14.0
Neemias Queta,quetane01,2024,9,29.0,29.0,2023-12-25,,,LAL,"W, 126-115",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,-10.0
Neemias Queta,quetane01,2024,10,30.0,30.0,2023-12-28,,,DET,"W, 128-122 (OT)",,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,4.0,-3.0
