player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Moses Brown,brownmo01,2025,1,151.0,15.0,2024-11-20,,,HOU,"L, 113-130",,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,5.2,5.0
Moses Brown,brownmo01,2025,2,152.0,16.0,2024-11-22,,,MIL,"L, 117-129",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Moses Brown,brownmo01,2025,3,153.0,17.0,2024-11-24,,,WAS,"W, 115-103",,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,3.0,5.0,0.6,1.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,15.0,12.5,5.0
Moses Brown,brownmo01,2025,4,154.0,18.0,2024-11-25,,,NOP,"W, 114-110",,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,6.0,2.6,-1.0
Moses Brown,brownmo01,2025,5,155.0,19.0,2024-11-27,,,POR,"W, 121-114",,,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,-7.0
Moses Brown,brownmo01,2025,6,156.0,20.0,2024-11-29,,,DET,"L, 106-130",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-0.7,-7.0
Moses Brown,brownmo01,2025,7,157.0,21.0,2024-12-01,,,MEM,"L, 121-136",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Brown,brownmo01,2025,8,158.0,22.0,2024-12-03,,,TOR,"L, 111-122",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-7.0
Moses Brown,brownmo01,2025,9,159.0,23.0,2024-12-04,,,BRK,"L, 90-99",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Brown,brownmo01,2025,10,160.0,57.0,2025-02-21,,,NOP,"W, 111-103",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.9,3.0
Moses Brown,brownmo01,2025,11,161.0,58.0,2025-02-23,,,GSW,"L, 102-126",,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,1.0,1.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,7.0,5.3,-2.0
Moses Brown,brownmo01,2025,12,162.0,60.0,2025-02-27,,,CHO,"W, 103-96",*,,9.0,14.0,0.643,0.0,0.0,9.0,14.0,0.643,0.643,2.0,3.0,0.667,2.0,9.0,11.0,0.0,3.0,2.0,0.0,4.0,20.0,20.3,14.0
Moses Brown,brownmo01,2025,13,163.0,61.0,2025-03-01,,,MIL,"L, 117-132",*,,8.0,9.0,0.889,0.0,0.0,8.0,9.0,0.889,0.889,2.0,2.0,1.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,18.0,16.8,-18.0
