player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Daishen Nix,nixda01,2025,1,97.0,20.0,2024-12-02,,,LAL,"W, 109-80",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
Daishen Nix,nixda01,2025,2,98.0,21.0,2024-12-04,,,LAC,"W, 108-80",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2,5.0
Daishen Nix,nixda01,2025,3,99.0,22.0,2024-12-06,,,GSW,"W, 107-90",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-4.0
