player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Yuri Collins,colliyu01,2025,1,1.0,57.0,2025-02-23,,,DAL,"W, 126-102",,,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.8,-4.0
Yuri Collins,colliyu01,2025,2,2.0,58.0,2025-02-25,,,CHO,"W, 128-92",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,-1.0
