player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Dereck Lively II,livelde01,2025,1,56.0,1.0,2024-10-24,,,SAS,"W, 120-109",,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,3.0,5.0,0.6,4.0,7.0,11.0,6.0,1.0,0.0,2.0,4.0,15.0,17.5,5.0
Dereck Lively II,livelde01,2025,2,57.0,2.0,2024-10-26,,,PHO,"L, 102-114",,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,4.0,7.0,11.0,3.0,0.0,0.0,1.0,3.0,5.0,8.8,-16.0
Dereck Lively II,livelde01,2025,3,58.0,3.0,2024-10-28,,,UTA,"W, 110-102",,,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,0.0,0.0,,3.0,1.0,4.0,2.0,1.0,3.0,0.0,3.0,14.0,15.5,14.0
Dereck Lively II,livelde01,2025,4,59.0,4.0,2024-10-29,,,MIN,"W, 120-114",,,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,1.0,2.0,0.5,4.0,5.0,9.0,1.0,3.0,1.0,1.0,4.0,5.0,9.4,3.0
Dereck Lively II,livelde01,2025,5,60.0,5.0,2024-10-31,,,HOU,"L, 102-108",,,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,5.0,6.0,4.4,-2.0
Dereck Lively II,livelde01,2025,6,61.0,6.0,2024-11-03,,,ORL,"W, 108-85",,,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,1.0,3.0,0.333,4.0,7.0,11.0,1.0,0.0,0.0,2.0,3.0,11.0,9.7,25.0
Dereck Lively II,livelde01,2025,7,62.0,11.0,2024-11-12,,,GSW,"L, 117-120",,,4.0,6.0,0.667,0.0,0.0,4.0,6.0,0.667,0.667,4.0,7.0,0.571,2.0,6.0,8.0,2.0,0.0,1.0,1.0,3.0,12.0,11.3,-5.0
Dereck Lively II,livelde01,2025,8,63.0,12.0,2024-11-14,,,UTA,"L, 113-115",*,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,1.0,4.0,1.0,5.0,5.0,5.8,11.0
Dereck Lively II,livelde01,2025,9,64.0,13.0,2024-11-16,,,SAS,"W, 110-93",*,,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,4.0,2.0,0.0,4.0,2.0,1.0,7.0,7.4,11.0
Dereck Lively II,livelde01,2025,10,65.0,14.0,2024-11-17,,,OKC,"W, 121-119",*,,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.6,0.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,2.0,1.0,3.0,6.0,6.5,12.0
