player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Justin Minaya,minayju01,2023,1.0,1.0,79.0,2023-04-04,,,MEM,"L, 109-119",,3,6,0.5,2,5,0.4,1,1,1.0,0.667,0,0,,2,2,4,2,0,0,1,3,8,6.2,4
Justin Minaya,minayju01,2023,2.0,2.0,80.0,2023-04-06,,,SAS,"L, 127-129",,3,8,0.375,1,3,0.333,2,5,0.4,0.438,0,0,,1,2,3,1,1,3,1,2,7,5.9,9
Justin Minaya,minayju01,2023,3.0,3.0,81.0,2023-04-08,,,LAC,"L, 125-136",,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,4,4,0,1,1,1,3,0,0.0,-2
Justin Minaya,minayju01,2023,4.0,4.0,82.0,2023-04-09,,,GSW,"L, 101-157",,1,8,0.125,0,3,0.0,1,5,0.2,0.125,0,1,0.0,0,4,4,1,0,1,1,1,2,-2.4,-31
