player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Trevor Keels,keelstr01,2023,1,1.0,2.0,2022-10-21,,,DET,"W, 130-106",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-2.0
Trevor Keels,keelstr01,2023,2,2.0,64.0,2023-03-01,,,BRK,"W, 142-118",,,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-5.0
Trevor Keels,keelstr01,2023,3,3.0,76.0,2023-03-27,,,HOU,"W, 137-115",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-11.0
