player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
PJ Dozier,doziepj01,2023,1,106.0,39.0,2023-01-09,,,ORL,"W, 136-111",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-4.0
PJ Dozier,doziepj01,2023,2,107.0,40.0,2023-01-11,,,HOU,"W, 135-115",,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.7,3.0
PJ Dozier,doziepj01,2023,3,108.0,41.0,2023-01-13,,,HOU,"W, 139-114",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Dozier,doziepj01,2023,4,109.0,46.0,2023-01-23,,,MEM,"W, 133-100",,,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0
PJ Dozier,doziepj01,2023,5,110.0,61.0,2023-02-28,,,OKC,"W, 123-117",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2.0
PJ Dozier,doziepj01,2023,6,111.0,62.0,2023-03-03,,,LAC,"W, 128-127",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Dozier,doziepj01,2023,7,112.0,63.0,2023-03-04,,,MIN,"L, 134-138",,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-1.0
PJ Dozier,doziepj01,2023,8,113.0,64.0,2023-03-06,,,NOP,"W, 123-108",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
PJ Dozier,doziepj01,2023,9,114.0,70.0,2023-03-18,,,WAS,"W, 132-118",,,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.2,-8.0
PJ Dozier,doziepj01,2023,10,115.0,72.0,2023-03-21,,,BOS,"L, 109-132",,,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4,-2.0
PJ Dozier,doziepj01,2023,11,116.0,76.0,2023-03-29,,,POR,"W, 120-80",,,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6,5.0
PJ Dozier,doziepj01,2023,12,117.0,77.0,2023-03-31,,,POR,"W, 138-114",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PJ Dozier,doziepj01,2023,13,118.0,78.0,2023-04-02,,,SAS,"L, 134-142 (OT)",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Dozier,doziepj01,2023,14,119.0,79.0,2023-04-04,,,NOP,"W, 121-103",,,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0
PJ Dozier,doziepj01,2023,15,120.0,81.0,2023-04-07,,,GSW,"L, 97-119",,,3.0,10.0,0.3,1.0,6.0,0.167,2.0,4.0,0.5,0.35,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,7.0,1.7,10.0
PJ Dozier,doziepj01,2023,16,121.0,82.0,2023-04-09,,,DEN,"L, 95-109",,,2.0,8.0,0.25,0.0,3.0,0.0,2.0,5.0,0.4,0.25,0.0,0.0,1.0,3.0,4.0,6.0,3.0,0.0,2.0,2.0,4.0,5.2,-25.0
