player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Emoni Bates,batesem01,2025,1,16.0,42.0,2025-01-20,,,PHO,"W, 118-92",,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-4.0
Emoni Bates,batesem01,2025,2,17.0,46.0,2025-01-27,,,DET,"W, 110-91",,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emoni Bates,batesem01,2025,3,18.0,47.0,2025-01-29,,,MIA,"W, 126-106",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0
Emoni Bates,batesem01,2025,4,19.0,48.0,2025-01-30,,,ATL,"W, 137-115",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Emoni Bates,batesem01,2025,5,20.0,52.0,2025-02-07,,,WAS,"W, 134-124",,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-0.8,-8.0
Emoni Bates,batesem01,2025,6,21.0,53.0,2025-02-10,,,MIN,"W, 128-107",,,1.0,5.0,0.2,1.0,4.0,0.25,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.1,-5.0
Emoni Bates,batesem01,2025,7,22.0,54.0,2025-02-12,,,TOR,"W, 131-108",,,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,-1.0
Emoni Bates,batesem01,2025,8,23.0,76.0,2025-04-02,,,NYK,"W, 124-105",,,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.0
Emoni Bates,batesem01,2025,9,24.0,79.0,2025-04-08,,,CHI,"W, 135-113",,,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.4,4.0
Emoni Bates,batesem01,2025,10,25.0,82.0,2025-04-13,,,IND,"L, 118-126 (2OT)",,,9.0,19.0,0.474,7.0,15.0,0.467,2.0,4.0,0.5,0.658,0.0,0.0,0.0,6.0,6.0,2.0,0.0,1.0,2.0,2.0,25.0,16.4,-22.0
