player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Jaylen Sims,simsja01,2025,1.0,1.0,77.0,2025-04-04,,,SAC,"L, 102-125",,1,3,0.333,1,2,0.5,0,1,0.0,0.5,4,4,1.0,0,1,1,4,0,0,3,2,7,4.6,-14
Jaylen Sims,simsja01,2025,2.0,2.0,78.0,2025-04-06,,,CHI,"L, 117-131",,2,2,1.0,2,2,1.0,0,0,,1.5,0,0,,1,0,1,1,0,0,1,0,6,5.8,4
Jaylen Sims,simsja01,2025,3.0,3.0,79.0,2025-04-08,,,MEM,"L, 100-124",,3,5,0.6,0,1,0.0,3,4,0.75,0.6,3,4,0.75,0,0,0,3,1,0,1,1,9,8.0,-1
Jaylen Sims,simsja01,2025,4.0,4.0,80.0,2025-04-09,,,TOR,"L, 96-126",,1,6,0.167,0,3,0.0,1,3,0.333,0.167,2,2,1.0,1,2,3,1,1,1,1,0,4,2.9,-21
Jaylen Sims,simsja01,2025,5.0,5.0,81.0,2025-04-11,,,BOS,"L, 94-130",,1,3,0.333,1,2,0.5,0,1,0.0,0.5,1,2,0.5,0,0,0,1,0,0,1,4,4,0.0,-10
Jaylen Sims,simsja01,2025,6.0,6.0,82.0,2025-04-13,,,BOS,"L, 86-93",,4,9,0.444,2,5,0.4,2,4,0.5,0.556,2,3,0.667,1,0,1,2,1,0,1,3,12,7.8,-5
