player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Terry Taylor,taylote01,2025,1,96.0,71.0,2025-03-24,,,BOS,"L, 95-113",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0
Terry Taylor,taylote01,2025,2,97.0,72.0,2025-03-25,,,OKC,"L, 105-121",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,9.0
Terry Taylor,taylote01,2025,3,98.0,73.0,2025-03-27,,,POR,"W, 128-107",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
