player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Rudy Gobert,goberru01,2025,1,758.0,1.0,2024-10-22,,,LAL,"L, 103-110",*,,5.0,8.0,0.625,0.0,0.0,5.0,8.0,0.625,0.625,3.0,4.0,0.75,3.0,11.0,14.0,2.0,0.0,1.0,1.0,4.0,13.0,13.9,-10.0
Rudy Gobert,goberru01,2025,2,759.0,2.0,2024-10-24,,,SAC,"W, 117-115",*,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,10.0,11.0,1.0,2.0,0.0,3.0,4.0,3.0,3.4,-6.0
Rudy Gobert,goberru01,2025,3,760.0,3.0,2024-10-26,,,TOR,"W, 112-101",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,3.0,4.0,0.75,2.0,10.0,12.0,1.0,1.0,4.0,1.0,3.0,15.0,18.1,20.0
Rudy Gobert,goberru01,2025,4,761.0,4.0,2024-10-29,,,DAL,"L, 114-120",*,,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,3.0,5.0,0.6,4.0,4.0,8.0,1.0,0.0,0.0,2.0,3.0,7.0,5.0,-8.0
Rudy Gobert,goberru01,2025,5,762.0,5.0,2024-11-01,,,DEN,"W, 119-116",*,,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,3.0,4.0,0.75,4.0,10.0,14.0,3.0,1.0,2.0,2.0,3.0,17.0,19.5,7.0
Rudy Gobert,goberru01,2025,6,763.0,6.0,2024-11-02,,,SAS,"L, 103-113",*,,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,10.0,6.8,-8.0
Rudy Gobert,goberru01,2025,7,764.0,7.0,2024-11-04,,,CHO,"W, 114-93",*,,4.0,5.0,0.8,0.0,0.0,4.0,5.0,0.8,0.8,0.0,0.0,,2.0,6.0,8.0,4.0,0.0,1.0,1.0,2.0,8.0,11.0,15.0
Rudy Gobert,goberru01,2025,8,765.0,8.0,2024-11-07,,,CHI,"W, 135-119",*,,9.0,11.0,0.818,0.0,0.0,9.0,11.0,0.818,0.818,3.0,3.0,1.0,3.0,6.0,9.0,3.0,0.0,1.0,2.0,4.0,21.0,20.0,23.0
Rudy Gobert,goberru01,2025,9,766.0,9.0,2024-11-08,,,POR,"W, 127-102",*,,4.0,5.0,0.8,0.0,0.0,4.0,5.0,0.8,0.8,0.0,0.0,,4.0,11.0,15.0,2.0,0.0,3.0,2.0,5.0,8.0,11.7,18.0
Rudy Gobert,goberru01,2025,10,767.0,10.0,2024-11-10,,,MIA,"L, 94-95",*,,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,3.0,3.0,1.0,6.0,7.0,13.0,1.0,1.0,2.0,2.0,1.0,7.0,12.0,-4.0
