player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Adama Sanogo,sanogad01,2025,1,10.0,5.0,2024-10-30,,,ORL,"W, 102-99",,,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,-6.0
Adama Sanogo,sanogad01,2025,2,11.0,6.0,2024-11-01,,,BRK,"L, 112-120",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama Sanogo,sanogad01,2025,3,12.0,11.0,2024-11-11,,,CLE,"L, 113-119",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.4,-1.0
Adama Sanogo,sanogad01,2025,4,13.0,26.0,2024-12-13,,,CHO,"W, 109-95",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4,2.0
