player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Mouhamadou Gueye,gueyemo01,2026,1.0,12.0,81.0,2026-04-10,,,ORL,"L, 103-127",,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,3,3,2,0,0,1,2,5,4.2,-2
Mouhamadou Gueye,gueyemo01,2026,2.0,13.0,82.0,2026-04-12,,,DAL,"L, 128-149",,4,8,0.5,0,3,0.0,4,5,0.8,0.5,3,4,0.75,2,1,3,4,2,1,2,2,11,11.0,-14
