player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
CJ Huntley,huntlcj01,2026,1,1.0,72.0,2026-03-22,,,TOR,"W, 120-98",,,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-4.0
CJ Huntley,huntlcj01,2026,2,2.0,75.0,2026-03-30,,,MEM,"W, 131-105",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,7.0
CJ Huntley,huntlcj01,2026,3,3.0,81.0,2026-04-10,,,LAL,"L, 73-101",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
CJ Huntley,huntlcj01,2026,4,4.0,82.0,2026-04-12,,,OKC,"W, 135-103",,,5.0,8.0,0.625,0.0,2.0,0.0,5.0,6.0,0.833,0.625,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,10.0,9.3,16.0
