player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Joan Beringer,berinjo01,2026,1,1.0,2.0,2025-10-24,,,LAL,"L, 110-128",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3,5.0
Joan Beringer,berinjo01,2026,2,2.0,4.0,2025-10-27,,,DEN,"L, 114-127",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0.0
Joan Beringer,berinjo01,2026,3,3.0,6.0,2025-11-01,,,CHO,"W, 122-105",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joan Beringer,berinjo01,2026,4,4.0,7.0,2025-11-03,,,BRK,"W, 125-109",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,-4.0
Joan Beringer,berinjo01,2026,5,5.0,8.0,2025-11-05,,,NYK,"L, 114-137",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-1.0
Joan Beringer,berinjo01,2026,6,6.0,9.0,2025-11-07,,,UTA,"W, 137-97",,,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,6.0,3.5,4.0
Joan Beringer,berinjo01,2026,7,7.0,10.0,2025-11-09,,,SAC,"W, 144-117",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.5,2.0
Joan Beringer,berinjo01,2026,8,8.0,12.0,2025-11-14,,,SAC,"W, 124-110",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
Joan Beringer,berinjo01,2026,9,9.0,14.0,2025-11-17,,,DAL,"W, 120-96",,,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,6.0,5.5,-5.0
Joan Beringer,berinjo01,2026,10,10.0,32.0,2025-12-27,,,BRK,"L, 107-123",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Joan Beringer,berinjo01,2026,11,11.0,33.0,2025-12-29,,,CHI,"W, 136-101",,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.3,2.0
Joan Beringer,berinjo01,2026,12,12.0,34.0,2025-12-31,,,ATL,"L, 102-126",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,5.0
Joan Beringer,berinjo01,2026,13,13.0,37.0,2026-01-06,,,MIA,"W, 122-94",,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.8,0.0
Joan Beringer,berinjo01,2026,14,14.0,39.0,2026-01-10,,,CLE,"L, 134-146",,,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,7.1,4.0
Joan Beringer,berinjo01,2026,15,15.0,41.0,2026-01-13,,,MIL,"W, 139-106",,,6.0,7.0,0.857,0.0,0.0,6.0,7.0,0.857,0.857,1.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,13.0,13.4,30.0
Joan Beringer,berinjo01,2026,16,16.0,42.0,2026-01-16,,,HOU,"L, 105-110",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,0.0
Joan Beringer,berinjo01,2026,17,17.0,43.0,2026-01-17,,,SAS,"L, 123-126",,,5.0,6.0,0.833,0.0,0.0,5.0,6.0,0.833,0.833,0.0,0.0,,5.0,3.0,8.0,3.0,0.0,2.0,1.0,5.0,10.0,12.7,9.0
Joan Beringer,berinjo01,2026,18,18.0,44.0,2026-01-20,,,UTA,"L, 122-127",,,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-2.0
Joan Beringer,berinjo01,2026,19,19.0,45.0,2026-01-22,,,CHI,"L, 115-120",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
Joan Beringer,berinjo01,2026,20,20.0,46.0,2026-01-25,,,GSW,"L, 85-111",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.8,-4.0
Joan Beringer,berinjo01,2026,21,21.0,47.0,2026-01-26,,,GSW,"W, 108-83",,,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,2.8,-2.0
Joan Beringer,berinjo01,2026,22,22.0,48.0,2026-01-28,,,DAL,"W, 118-105",,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,3.0,4.0,0.75,4.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,9.0,10.4,11.0
Joan Beringer,berinjo01,2026,23,23.0,49.0,2026-01-29,,,OKC,"W, 123-111",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7,-10.0
Joan Beringer,berinjo01,2026,24,24.0,50.0,2026-01-31,,,MEM,"W, 131-114",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,6.0
Joan Beringer,berinjo01,2026,25,25.0,53.0,2026-02-06,,,NOP,"L, 115-119",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9,-4.0
Joan Beringer,berinjo01,2026,26,26.0,54.0,2026-02-08,,,LAC,"L, 96-115",,,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.4,6.0
Joan Beringer,berinjo01,2026,27,27.0,56.0,2026-02-11,,,POR,"W, 133-109",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
Joan Beringer,berinjo01,2026,28,28.0,57.0,2026-02-20,,,DAL,"W, 122-111",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.7,-4.0
Joan Beringer,berinjo01,2026,29,29.0,58.0,2026-02-22,,,PHI,"L, 108-135",*,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.75,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,4.9,-6.0
Joan Beringer,berinjo01,2026,30,30.0,63.0,2026-03-05,,,TOR,"W, 115-107",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,-8.0
Joan Beringer,berinjo01,2026,31,31.0,65.0,2026-03-10,,,LAL,"L, 106-120",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0
Joan Beringer,berinjo01,2026,32,32.0,70.0,2026-03-18,,,UTA,"W, 147-111",,,1.0,4.0,0.25,0.0,0.0,1.0,4.0,0.25,0.25,0.0,0.0,,3.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,2.8,3.0
Joan Beringer,berinjo01,2026,33,33.0,72.0,2026-03-22,,,BOS,"W, 102-92",,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4.0
Joan Beringer,berinjo01,2026,34,34.0,74.0,2026-03-28,,,DET,"L, 87-109",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.9,-1.0
Joan Beringer,berinjo01,2026,35,35.0,75.0,2026-03-30,,,DAL,"W, 124-94",,,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,6.4,-2.0
Joan Beringer,berinjo01,2026,36,36.0,78.0,2026-04-05,,,CHO,"L, 108-122",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,6.0
Joan Beringer,berinjo01,2026,37,37.0,79.0,2026-04-07,,,IND,"W, 124-104",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.7,-5.0
Joan Beringer,berinjo01,2026,38,38.0,80.0,2026-04-08,,,ORL,"L, 120-132",,,4.0,10.0,0.4,0.0,0.0,4.0,10.0,0.4,0.4,1.0,1.0,1.0,4.0,4.0,8.0,1.0,0.0,2.0,1.0,5.0,9.0,6.7,-5.0
Joan Beringer,berinjo01,2026,39,39.0,81.0,2026-04-10,,,HOU,"W, 136-132",*,,5.0,5.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,14.0,17.1,-3.0
Joan Beringer,berinjo01,2026,40,40.0,82.0,2026-04-12,,,NOP,"W, 132-126",*,,9.0,12.0,0.75,0.0,0.0,9.0,12.0,0.75,0.75,6.0,9.0,0.667,6.0,7.0,13.0,2.0,0.0,7.0,0.0,3.0,24.0,29.4,-1.0
