player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Antonio Reeves,reevean01,2026,1,45.0,12.0,2025-11-14,,,MIL,"L, 134-147 (OT)",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Antonio Reeves,reevean01,2026,2,46.0,13.0,2025-11-15,,,OKC,"L, 96-109",,,3.0,6.0,0.5,3.0,5.0,0.6,0.0,1.0,0.0,0.75,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,6.6,10.0
Antonio Reeves,reevean01,2026,3,47.0,21.0,2025-12-01,,,BRK,"L, 103-116",,,4.0,5.0,0.8,2.0,3.0,0.667,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,9.0,9.0
Antonio Reeves,reevean01,2026,4,48.0,22.0,2025-12-03,,,NYK,"L, 104-119",,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8,-5.0
Antonio Reeves,reevean01,2026,5,49.0,23.0,2025-12-05,,,TOR,"W, 111-86",,,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.3,1.0
Antonio Reeves,reevean01,2026,6,50.0,24.0,2025-12-07,,,DEN,"L, 106-115",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Antonio Reeves,reevean01,2026,7,51.0,45.0,2026-01-22,,,ORL,"W, 124-97",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
Antonio Reeves,reevean01,2026,8,52.0,57.0,2026-02-20,,,CLE,"L, 113-118",,,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.3,-3.0
Antonio Reeves,reevean01,2026,9,53.0,63.0,2026-03-04,,,BOS,"W, 118-89",,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0
Antonio Reeves,reevean01,2026,10,54.0,76.0,2026-03-31,,,BRK,"W, 117-86",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0
