player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Drew Peterson,peterdr01,2024,1,1.0,28.0,2023-12-23,,,LAC,"W, 145-108",,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0
Drew Peterson,peterdr01,2024,2,2.0,81.0,2024-04-12,,,CHO,"W, 131-98",,,3.0,4.0,0.75,2.0,3.0,0.667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.4,15.0
Drew Peterson,peterdr01,2024,3,3.0,82.0,2024-04-14,,,WAS,"W, 132-122",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4,-9.0
