player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Moussa Diabaté,diabamo01,2024,1,23.0,1.0,2023-10-25,,,POR,"W, 123-111",,,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,-10.0
Moussa Diabaté,diabamo01,2024,2,24.0,3.0,2023-10-29,,,SAS,"W, 123-83",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.1,10.0
Moussa Diabaté,diabamo01,2024,3,25.0,4.0,2023-10-31,,,ORL,"W, 118-102",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.1,2.0
Moussa Diabaté,diabamo01,2024,4,26.0,6.0,2023-11-06,,,NYK,"L, 97-111",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,-2.0
Moussa Diabaté,diabamo01,2024,5,27.0,8.0,2023-11-10,,,DAL,"L, 126-144",,,4.0,6.0,0.667,0.0,0.0,4.0,6.0,0.667,0.667,3.0,4.0,0.75,6.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,11.0,11.9,2.0
Moussa Diabaté,diabamo01,2024,6,28.0,9.0,2023-11-12,,,MEM,"L, 101-105",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.9,-6.0
Moussa Diabaté,diabamo01,2024,7,29.0,12.0,2023-11-20,,,SAS,"W, 124-99",,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0
Moussa Diabaté,diabamo01,2024,8,30.0,15.0,2023-11-25,,,DAL,"W, 107-88",,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.6,-1.0
Moussa Diabaté,diabamo01,2024,9,31.0,18.0,2023-11-30,,,GSW,"L, 114-120",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Moussa Diabaté,diabamo01,2024,10,32.0,32.0,2024-01-01,,,MIA,"W, 121-104",,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-3.0
Moussa Diabaté,diabamo01,2024,11,33.0,58.0,2024-03-01,,,WAS,"W, 140-115",,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,4.2,1.0
