player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
DeJon Jarreau,jarrede01,2024,1.0,2.0,65.0,2024-03-10,,,OKC,"L, 93-124",,3,9,0.333,1,2,0.5,2,7,0.286,0.389,0,0,,0,10,10,5,3,0,2,1,7,9.0,-8
DeJon Jarreau,jarrede01,2024,2.0,3.0,66.0,2024-03-12,,,WAS,"W, 109-97",,3,8,0.375,0,1,0.0,3,7,0.429,0.375,2,2,1.0,1,4,5,6,2,0,2,4,8,8.1,21
DeJon Jarreau,jarrede01,2024,3.0,4.0,67.0,2024-03-13,,,CHO,"L, 98-110",,0,3,0.0,0,1,0.0,0,2,0.0,0.0,2,2,1.0,0,5,5,4,0,0,1,0,2,3.2,-13
DeJon Jarreau,jarrede01,2024,4.0,5.0,68.0,2024-03-16,,,OKC,"L, 112-118",,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,4,4,0,0,0,1,1,2,0.8,0
DeJon Jarreau,jarrede01,2024,5.0,6.0,69.0,2024-03-18,,,SAC,"L, 111-121 (OT)",,3,8,0.375,2,3,0.667,1,5,0.2,0.5,0,2,0.0,1,2,3,2,0,0,1,1,8,4.1,-5
DeJon Jarreau,jarrede01,2024,6.0,7.0,70.0,2024-03-20,,,GSW,"L, 116-137",,1,6,0.167,0,1,0.0,1,5,0.2,0.167,0,0,,4,6,10,5,0,0,0,2,2,5.5,-11
DeJon Jarreau,jarrede01,2024,7.0,8.0,71.0,2024-03-22,,,SAS,"W, 99-97",,0,4,0.0,0,0,,0,4,0.0,0.0,1,2,0.5,0,2,2,0,1,1,1,3,1,-2.1,-10
DeJon Jarreau,jarrede01,2024,8.0,9.0,72.0,2024-03-25,,,DEN,"L, 103-128",,2,6,0.333,1,4,0.25,1,2,0.5,0.417,0,3,0.0,2,2,4,3,0,0,1,1,5,3.1,-6
DeJon Jarreau,jarrede01,2024,9.0,10.0,73.0,2024-03-27,,,LAL,"L, 124-136",,4,4,1.0,0,0,,4,4,1.0,1.0,0,0,,0,1,1,1,0,1,0,1,8,8.1,8
