player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,2P,2PA,2P%,eFG%,ftm,fta,FT%,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Jakob Poeltl,poeltja01,2024,1,489.0,1.0,2023-10-25,,,MIN,"W, 97-94",*,,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,0.25,3.0,8.0,11.0,1.0,1.0,1.0,0.0,1.0,7.0,11.4,8.0
Jakob Poeltl,poeltja01,2024,2,490.0,2.0,2023-10-27,,,CHI,"L, 103-104 (OT)",*,,4.0,5.0,0.8,0.0,0.0,4.0,5.0,0.8,0.8,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,3.0,6.0,8.0,2.5,20.0
Jakob Poeltl,poeltja01,2024,3,491.0,3.0,2023-10-28,,,PHI,"L, 107-114",*,,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,2.0,3.0,0.667,1.0,6.0,7.0,3.0,0.0,1.0,2.0,2.0,6.0,5.4,-19.0
Jakob Poeltl,poeltja01,2024,4,492.0,4.0,2023-10-30,,,POR,"L, 91-99",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,2.0,3.0,0.667,5.0,5.0,10.0,1.0,0.0,1.0,2.0,3.0,14.0,13.6,-5.0
Jakob Poeltl,poeltja01,2024,5,493.0,5.0,2023-11-01,,,MIL,"W, 130-111",*,,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,0.0,0.0,,4.0,7.0,11.0,2.0,0.0,3.0,2.0,4.0,14.0,14.6,22.0
Jakob Poeltl,poeltja01,2024,6,494.0,6.0,2023-11-02,,,PHI,"L, 99-114",*,,4.0,8.0,0.5,0.0,0.0,4.0,8.0,0.5,0.5,1.0,1.0,1.0,2.0,7.0,9.0,2.0,0.0,1.0,4.0,2.0,9.0,5.8,-9.0
Jakob Poeltl,poeltja01,2024,7,495.0,7.0,2023-11-05,,,SAS,"W, 123-116 (OT)",*,,8.0,10.0,0.8,0.0,0.0,8.0,10.0,0.8,0.8,0.0,2.0,0.0,3.0,7.0,10.0,0.0,3.0,1.0,1.0,2.0,16.0,17.5,-5.0
Jakob Poeltl,poeltja01,2024,8,496.0,8.0,2023-11-08,,,DAL,"W, 127-116",*,,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,0.0,1.0,0.0,3.0,3.0,6.0,3.0,2.0,0.0,1.0,4.0,4.0,5.4,0.0
Jakob Poeltl,poeltja01,2024,9,497.0,9.0,2023-11-11,,,BOS,"L, 94-117",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,0.0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,12.0,8.3,-9.0
Jakob Poeltl,poeltja01,2024,10,498.0,10.0,2023-11-13,,,WAS,"W, 111-107",*,,6.0,8.0,0.75,0.0,0.0,6.0,8.0,0.75,0.75,1.0,3.0,0.333,3.0,3.0,6.0,5.0,0.0,0.0,1.0,1.0,13.0,14.1,-14.0
Jakob Poeltl,poeltja01,2024,11,499.0,11.0,2023-11-15,,,MIL,"L, 112-128",*,,6.0,10.0,0.6,0.0,0.0,6.0,10.0,0.6,0.6,1.0,2.0,0.5,7.0,4.0,11.0,1.0,4.0,2.0,0.0,4.0,13.0,18.6,-17.0
Jakob Poeltl,poeltja01,2024,12,500.0,12.0,2023-11-17,,,BOS,"L, 105-108",*,,5.0,5.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,0.5,2.0,6.0,8.0,4.0,1.0,0.0,3.0,0.0,11.0,13.1,1.0
Jakob Poeltl,poeltja01,2024,13,501.0,13.0,2023-11-19,,,DET,"W, 142-113",*,,6.0,6.0,1.0,0.0,0.0,6.0,6.0,1.0,1.0,4.0,5.0,0.8,2.0,8.0,10.0,4.0,1.0,3.0,1.0,3.0,16.0,21.3,21.0
Jakob Poeltl,poeltja01,2024,14,502.0,14.0,2023-11-21,,,ORL,"L, 107-126",*,,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,0.0,0.0,,1.0,9.0,10.0,1.0,0.0,1.0,4.0,6.0,10.0,5.5,-13.0
Jakob Poeltl,poeltja01,2024,15,503.0,15.0,2023-11-22,,,IND,"W, 132-131",*,,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,0.0,,1.0,3.0,4.0,6.0,0.0,1.0,3.0,0.0,6.0,7.9,-2.0
Jakob Poeltl,poeltja01,2024,16,504.0,16.0,2023-11-24,,,CHI,"W, 121-108",*,,7.0,8.0,0.875,0.0,0.0,7.0,8.0,0.875,0.875,1.0,5.0,0.2,4.0,6.0,10.0,3.0,2.0,1.0,1.0,1.0,15.0,18.6,15.0
Jakob Poeltl,poeltja01,2024,17,505.0,17.0,2023-11-26,,,CLE,"L, 102-105",*,,8.0,9.0,0.889,0.0,0.0,8.0,9.0,0.889,0.889,2.0,2.0,1.0,4.0,9.0,13.0,2.0,2.0,0.0,1.0,3.0,18.0,21.6,9.0
Jakob Poeltl,poeltja01,2024,18,506.0,18.0,2023-11-28,,,BRK,"L, 103-115",*,,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.6,0.0,0.0,,3.0,6.0,9.0,4.0,1.0,2.0,1.0,2.0,6.0,11.0,0.0
Jakob Poeltl,poeltja01,2024,19,507.0,19.0,2023-11-29,,,PHO,"W, 112-105",*,,8.0,9.0,0.889,0.0,0.0,8.0,9.0,0.889,0.889,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,1.0,2.0,4.0,17.0,13.3,1.0
Jakob Poeltl,poeltja01,2024,20,508.0,20.0,2023-12-01,,,NYK,"L, 106-119",*,,6.0,9.0,0.667,0.0,0.0,6.0,9.0,0.667,0.667,0.0,0.0,,4.0,8.0,12.0,1.0,0.0,2.0,1.0,4.0,12.0,12.8,0.0
Jakob Poeltl,poeltja01,2024,21,509.0,21.0,2023-12-06,,,MIA,"L, 103-112",*,,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,4.0,0.0,2.0,2.0,5.1,-12.0
Jakob Poeltl,poeltja01,2024,22,510.0,22.0,2023-12-08,,,CHO,"L, 116-119",*,,4.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,,4.0,4.0,8.0,1.0,0.0,0.0,0.0,2.0,8.0,10.7,-7.0
Jakob Poeltl,poeltja01,2024,23,511.0,23.0,2023-12-11,,,NYK,"L, 130-136",*,,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,5.0,8.0,0.625,6.0,2.0,8.0,2.0,0.0,0.0,1.0,2.0,11.0,11.2,-6.0
Jakob Poeltl,poeltja01,2024,24,512.0,24.0,2023-12-13,,,ATL,"W, 135-128",*,,5.0,8.0,0.625,0.0,0.0,5.0,8.0,0.625,0.625,5.0,8.0,0.625,4.0,9.0,13.0,6.0,0.0,3.0,1.0,4.0,15.0,19.4,12.0
Jakob Poeltl,poeltja01,2024,25,513.0,25.0,2023-12-15,,,ATL,"L, 104-125",*,,7.0,7.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,2.0,0.5,2.0,6.0,8.0,0.0,2.0,1.0,3.0,4.0,15.0,13.8,-12.0
Jakob Poeltl,poeltja01,2024,26,514.0,26.0,2023-12-18,,,CHO,"W, 114-99",*,,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,-0.1,-12.0
Jakob Poeltl,poeltja01,2024,27,515.0,27.0,2023-12-20,,,DEN,"L, 104-113",*,,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,0.0,0.0,,2.0,3.0,5.0,3.0,0.0,2.0,1.0,2.0,4.0,5.3,-12.0
Jakob Poeltl,poeltja01,2024,28,516.0,28.0,2023-12-22,,,PHI,"L, 111-121",*,,9.0,15.0,0.6,0.0,0.0,9.0,15.0,0.6,0.6,1.0,2.0,0.5,2.0,6.0,8.0,2.0,1.0,0.0,1.0,3.0,19.0,15.1,-14.0
