player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
Ty Jerome,jeromty01,2024,1,158.0,1.0,2023-10-25,,,BRK,"W, 114-113",,,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,-7.0
Ty Jerome,jeromty01,2024,2,159.0,2.0,2023-10-27,,,OKC,"L, 105-108",,,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.7,-7.0
