player_id,source_file_id,ROLE_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,FG3M_mean,FGM_mean,FGA_mean,FTM_mean,FTA_mean,FG%_mean,FT%_mean,games_played_mean,ROLE_ci_lo,ROLE_ci_hi,PTS_ci_lo,PTS_ci_hi,REB_ci_lo,REB_ci_hi,AST_ci_lo,AST_ci_hi,STL_ci_lo,STL_ci_hi,BLK_ci_lo,BLK_ci_hi,TOV_ci_lo,TOV_ci_hi,FG3M_ci_lo,FG3M_ci_hi,FGM_ci_lo,FGM_ci_hi,FGA_ci_lo,FGA_ci_hi,FTM_ci_lo,FTM_ci_hi,FTA_ci_lo,FTA_ci_hi,FG%_ci_lo,FG%_ci_hi,FT%_ci_lo,FT%_ci_hi,games_played_ci_lo,games_played_ci_hi
Malik Beasley,beaslma01,65.04485365853658,51.30965853658537,11.53839024390244,6.039207317073171,3.374,0.3789390243902439,3.7434634146341454,12.512414634146342,17.923756097560975,41.91668292682928,3.170573170731707,5.08140243902439,0.427669833140257,0.6236310810134053,78.994,60.95121951219512,69.35975609756098,45.77530487804879,57.45121951219512,10.073170731707318,13.01829268292683,5.121951219512195,6.959451219512194,2.8149390243902443,3.969512195121952,0.2134146341463415,0.5975609756097562,3.073170731707317,4.441158536585364,10.841463414634148,14.0875,15.745731707317075,20.48780487804878,38.2844512195122,45.58536585365854,2.3902439024390247,4.182926829268293,4.01219512195122,6.189024390243903,0.3858045612923662,0.4685440232813553,0.5207916666666667,0.7357706766917294,76.0,81.0
Bol Bol,bolbo01,23.824670731707315,16.954768292682928,8.597024390243904,1.575939024390244,0.8186585365853659,2.0456219512195126,1.809756097560976,1.993890243902439,6.641719512195123,12.18939024390244,1.4886951219512197,2.19919512195122,0.5442609594506018,0.6783960378559205,47.112,18.347256097560976,29.801219512195114,12.416463414634148,21.98810975609756,6.0182926829268295,11.481707317073171,1.064939024390244,2.176829268292683,0.5121951219512195,1.1951219512195124,1.3658536585365857,2.774390243902439,1.1929878048780491,2.475609756097561,1.3658536585365857,2.689024390243903,4.564939024390244,8.963414634146343,8.75,15.886585365853652,0.8942073170731709,2.1341463414634148,1.451219512195122,2.9878048780487805,0.4472077051926298,0.6335985377916352,0.5126032159930465,0.8333333333333334,40.0,54.04999999999996
Brandon Boston Jr.,bostobr01,29.548024390243903,18.74267073170732,5.388719512195123,3.283,1.926878048780488,0.5194512195121952,2.376841463414635,1.9156951219512195,7.024329268292684,16.27790243902439,2.8932195121951216,4.042841463414634,0.431177753290981,0.7153336484886342,40.074,22.56646341463415,36.579268292682926,13.314939024390243,24.42530487804877,3.841463414634146,7.04481707317073,2.2195121951219514,4.441158536585364,1.3231707317073171,2.5609756097560976,0.2987804878048781,0.7682926829268293,1.579268292682927,3.246036585365852,1.2804878048780488,2.603658536585366,4.778353658536586,9.477743902439023,11.86158536585366,20.66067073170732,1.920731707317073,4.01219512195122,2.859756097560976,5.2926829268292686,0.346589405964406,0.5170185653309021,0.5810393727060393,0.8353102336825141,33.0,47.04999999999996
Miles Bridges,bridgmi01,87.12780487804878,61.96289024390244,12.690146341463414,12.37489024390244,3.566756097560976,2.1151951219512197,6.035024390243902,7.571695121951219,23.698158536585368,49.81063414634146,7.727231707317074,9.910292682926832,0.4758829499180732,0.7799192044014653,79.982,81.26829268292684,92.46189024390245,55.52408536585366,68.60213414634146,10.926829268292684,14.51219512195122,10.628048780487806,14.002134146341463,2.9878048780487805,4.185060975609755,1.707317073170732,2.563109756097559,5.036585365853659,6.916768292682925,6.487804878048781,8.709451219512193,20.914634146341463,26.59146341463415,45.1564024390244,54.550914634146345,6.231707317073171,9.347560975609756,8.15030487804878,11.782621951219513,0.4359155574161321,0.5179906201925536,0.7111507534048102,0.8435097025448196,77.0,82.0
Oshae Brissett,brissos01,19.64865853658537,12.168646341463417,6.3396951219512205,1.4752926829268291,1.096268292682927,0.7741829268292684,1.853378048780488,1.456,4.216731707317074,9.07840243902439,2.398780487804878,4.18659756097561,0.4640619140818048,0.5742619699063177,34.81,14.298780487804878,25.016463414634146,8.022256097560977,16.26219512195122,4.394207317073171,8.621951219512196,0.9795731707317076,2.048780487804878,0.6829268292682927,1.5365853658536586,0.4695121951219512,1.1097560975609757,1.1929878048780491,2.603658536585366,0.9817073170731708,2.00609756097561,2.518292682926829,5.892378048780486,6.314939024390244,11.951219512195122,1.4085365853658538,3.5000000000000004,2.817073170731708,5.719512195121951,0.3533613445378151,0.5697141656158049,0.4299598682856554,0.72458606083943,27.0,42.0
Malcolm Brogdon,brogdma01,35.763256097560976,23.076353658536583,6.538512195121951,7.322768292682928,1.1612317073170737,0.4653292682926829,2.686036585365854,2.343634146341464,7.908207317073171,17.870146341463418,5.016609756097561,6.104170731707318,0.4427625228327407,0.8222426341008227,39.996,28.24756097560976,43.88018292682927,17.2375,28.898475609756098,4.7804878048780495,8.579268292682928,5.375914634146342,9.435060975609757,0.7256097560975611,1.579268292682927,0.2560975609756097,0.6829268292682927,1.91859756097561,3.542682926829269,1.579268292682927,3.158536585365854,5.548780487804878,10.246036585365852,13.44298780487805,22.451219512195124,3.542682926829269,6.703353658536584,4.2682926829268295,8.067073170731708,0.3715692284999147,0.5151893939393939,0.7395738636363637,0.8927284812229976,32.0,47.0
Moses Brown,brownmo01,10.126012195121952,7.093475609756098,5.114609756097561,0.3744146341463414,0.5759634146341464,0.5337926829268294,1.0231951219512196,0.0,2.898768292682928,4.650646341463415,1.0365975609756095,2.0195,0.6237718364809635,0.5102198232181075,25.776,6.445121951219512,13.921036585365847,4.097560975609756,10.5875,3.073170731707317,7.810975609756098,0.1707317073170731,0.6402439024390244,0.2560975609756097,0.9390243902439024,0.2560975609756097,0.853658536585366,0.5548780487804879,1.5365853658536586,0.0,0.0,1.4939024390243902,4.609756097560976,2.603658536585366,6.959451219512194,0.3841463414634146,1.7926829268292683,1.1503048780487808,3.073170731707317,0.4606492989957244,0.7789908256880733,0.2900921658986175,0.7317886178861788,19.0,33.0
Alec Burks,burksal01,28.452097560975613,21.92707317073171,6.429841463414634,3.456463414634147,1.5623658536585368,0.4768536585365854,1.9820243902439023,4.712792682926829,6.664170731707318,16.212085365853657,3.722378048780488,4.956512195121952,0.4111534853996954,0.751380268830829,56.008,23.341158536585368,33.638414634146336,16.770121951219515,27.103658536585368,4.949085365853659,8.195121951219512,2.5609756097560976,4.439024390243903,1.1097560975609757,2.0082317073170715,0.2560975609756097,0.7256097560975611,1.451219512195122,2.5609756097560976,3.414634146341464,5.935060975609755,4.7804878048780495,8.79481707317073,12.503963414634148,20.02042682926829,2.5609756097560976,4.908536585365854,3.5405487804878053,6.402439024390245,0.3371781055019852,0.4855292003698384,0.6338988095238095,0.8614136428083808,49.0,63.0
Jared Butler,butleja02,32.82376829268293,19.62629268292683,3.9296463414634144,7.715792682926831,2.0035365853658536,0.5258536585365853,3.197634146341464,2.623036585365854,7.520817073170733,16.311024390243904,1.995,2.895865853658537,0.4599954914063959,0.688432386293581,47.652,25.43689024390244,40.256402439024384,14.507926829268294,25.52439024390244,2.731707317073171,5.164634146341464,5.672560975609756,9.817073170731708,1.4085365853658538,2.689024390243903,0.2987804878048781,0.8109756097560976,2.302743902439025,4.097560975609756,1.8353658536585369,3.5000000000000004,5.205182926829269,10.07530487804878,11.863719512195123,20.662804878048775,1.2804878048780488,2.819207317073169,2.046646341463415,3.843597560975608,0.3695965407818112,0.5396927317958716,0.5320602556299452,0.820111111111111,40.0,55.0
Vlatko Čančar,cancavl01,8.515926829268293,4.247975609756098,3.932207317073171,1.4062317073170734,0.520219512195122,0.3346341463414635,1.2987560975609755,0.7240731707317074,1.6286951219512196,3.7449146341463417,0.2770975609756098,0.4397195121951219,0.4331816182213772,0.6297248110088264,30.252,5.41859756097561,11.953353658536583,2.2621951219512195,6.487804878048781,2.2195121951219514,5.847560975609756,0.7256097560975611,2.1341463414634148,0.2560975609756097,0.853658536585366,0.1280487804878048,0.5548780487804879,0.6829268292682927,1.920731707317073,0.3841463414634146,1.1097560975609757,0.7256097560975611,2.689024390243903,2.1341463414634148,5.719512195121951,0.0853658536585365,0.5121951219512195,0.1707317073170731,0.7256097560975611,0.2783460331689825,0.5937726449275362,0.2727272727272727,1.0,23.0,38.0
