player_id,durability,PTS_mean,PTS_std,REB_mean,REB_std,AST_mean,AST_std,STL_mean,STL_std,BLK_mean,BLK_std,TOV_mean,TOV_std,FG3M_mean,FG3M_std,FGA_mean,FGA_std,FGP_mean,FGP_std,FTA_mean,FTA_std,FTP_mean,FTP_std
achiupr01,62,7.806451612903226,5.570691770359291,6.086021505376344,3.822142922295546,1.086021505376344,1.2490507875203831,0.6666666666666666,0.9338479919516195,0.7526881720430108,0.9433226380910292,1.0053763440860215,0.9725825849903761,0.34946236559139787,0.6163753956037871,6.451612903225806,3.733026101029531,0.49583333333333335,0.19684336165534713,1.6397849462365592,2.0038686791383356,0.6459016393442623,0.37346654496916737
adamsst01,50,5.86,4.385513341984867,8.12,5.057807246368147,1.63,1.5152757524822358,0.58,0.7410066862659938,0.74,1.0112498517311448,1.33,1.3108328758018042,0.0,0.0,4.3,3.07646655509961,0.5767441860465117,0.23826423181976927,2.22,2.3765691254581274,0.40540540540540543,0.329517708360554
adebaba01,75,19.223214285714285,6.4858726384447944,9.705357142857142,3.4514918925637152,3.8169642857142856,2.1960987992206773,1.1919642857142858,1.1180250358473867,0.8035714285714286,1.0229587414961228,2.2767857142857144,1.5428691543414568,0.42410714285714285,0.7886806301989374,14.482142857142858,3.949188808927552,0.5154130702836005,0.13132492101244558,4.986607142857143,3.283987391915909,0.7761862130707251,0.18664819851266534
agbajoc01,67,7.9054726368159205,6.156786491384731,2.8805970149253732,2.087024590605258,1.2338308457711442,1.232902977222369,0.6019900497512438,0.8606950795145151,0.4427860696517413,0.7469673346304877,0.7910447761194029,0.9930354490072721,1.2139303482587065,1.322499518005348,6.731343283582089,4.276384300617423,0.4501108647450111,0.19175489002859442,0.8606965174129353,1.3930174128264912,0.7341040462427746,0.4418091166247714
aldamsa01,68,10.645320197044335,5.909575655380788,5.610837438423645,2.96368796011457,2.083743842364532,1.8609807308494852,0.6896551724137931,0.8248860583245199,0.645320197044335,0.8397991691416764,0.9852216748768473,0.9722782906037547,1.5763546798029557,1.352603837384106,8.576354679802956,3.9749005233601986,0.46352670878805285,0.17027859879551693,1.6009852216748768,1.7781398152987904,0.6984615384615385,0.36270115947960113
alexani01,74,8.031390134529149,5.5567426248983045,2.390134529147982,1.9207945709060579,2.399103139013453,1.7209360283400283,0.6547085201793722,0.9261286176652846,0.4349775784753363,0.6805111184821991,1.031390134529148,1.0414392956715723,1.493273542600897,1.3249849741012727,6.497757847533633,3.242280422402486,0.4396135265700483,0.1947141818258448,1.0896860986547086,1.4829455075961406,0.757201646090535,0.41075034648475517
allengr01,70,11.582938388625593,6.351339782994065,3.440758293838863,1.8948671000928319,2.4976303317535544,1.98176065919013,0.8767772511848341,0.9123392448896087,0.3696682464454976,0.6293075437761548,1.146919431279621,1.0292056521561428,2.3696682464454977,1.8710397883036807,8.189573459715639,3.6203242827729003,0.4652777777777778,0.17429688695285014,1.8341232227488151,1.965408370017368,0.8682170542635659,0.24976380780808105
allenja01,76,14.726872246696034,6.291258888645487,10.022026431718063,3.8113070411776238,2.118942731277533,1.5850358671795426,0.8105726872246696,0.9189610947080374,1.0484581497797356,1.018559976799675,1.3700440528634361,1.15390123110607,0.004405286343612335,0.06637233115999719,9.185022026431717,3.726388245730679,0.6589928057553956,0.15641629922366138,3.5770925110132157,2.924871134788789,0.7315270935960592,0.2343151416680884
alvarjo01,58,8.820809248554914,5.766505676178801,2.341040462427746,1.6650976169386191,3.2485549132947975,2.264888901644533,1.1560693641618498,1.0858126502485177,0.2254335260115607,0.4953744912123456,1.1965317919075145,1.2087806634362381,1.5722543352601157,1.4353243309222803,7.832369942196531,3.788092365468909,0.40369003690036903,0.1753127298374411,1.1907514450867052,1.6787059009292724,0.7766990291262136,0.38164636314610534
anderky01,70,7.22488038277512,4.4831042977246,4.052631578947368,2.777330148368472,3.8803827751196174,2.5532874448161382,0.9043062200956937,1.0333062236976405,0.6842105263157895,0.8747469269650611,1.105263157894737,1.117354814450861,0.37799043062200954,0.7109675016268502,5.889952153110048,3.1290119627582578,0.48172217709179527,0.20588454630770744,1.6172248803827751,1.8231655564706863,0.7248520710059172,0.35117420594928367
antetgi01,68,30.625615763546797,9.08963799070824,11.729064039408867,3.623423878707754,6.246305418719212,3.185428402001436,0.9704433497536946,1.0479179265027168,1.0246305418719213,1.0504050310054622,3.458128078817734,2.042123347325725,0.46798029556650245,0.7055012680454752,19.536945812807883,5.6333839198245945,0.5892586989409985,0.11130350802786794,11.137931034482758,5.110723501432209,0.6404245908889872,0.14378935287357802
anthoco01,69,11.288461538461538,6.895595565388977,3.860576923076923,2.4126846061072733,3.1826923076923075,2.2404469148582904,0.7019230769230769,0.8091243873765589,0.4807692307692308,0.754769302576279,1.5384615384615385,1.2310246854922697,1.1778846153846154,1.1513870426089456,9.211538461538462,4.340958902333709,0.43789144050104384,0.16346592729135853,2.4086538461538463,2.2589215748960894,0.8483033932135728,0.2311406551126117
anunoog01,64,16.69633507853403,7.369348837389328,4.701570680628272,2.287252464370173,2.1047120418848166,1.4616244732674086,1.6020942408376964,1.360648379312066,0.7905759162303665,0.944855980808478,1.649214659685864,1.3248582490193013,2.1727748691099475,1.5240155222986476,13.031413612565444,4.043065224830633,0.4789071916432302,0.1383845017620275,2.5235602094240837,2.455545795324268,0.8091286307053942,0.2473844192528754
avdijde01,74,13.533632286995516,7.785843516895487,6.946188340807175,3.524275058091902,3.4887892376681613,2.100752731990305,0.8789237668161435,0.9579702211513541,0.4484304932735426,0.7076065184916812,2.1479820627802693,1.7033572995020443,1.2645739910313902,1.1843387453109901,9.98206278026906,4.305835267098851,0.4766397124887691,0.1580830644525985,3.632286995515695,3.040157308068629,0.7580246913580246,0.22471761890316055
aytonde01,54,16.660493827160494,7.378972626436609,10.382716049382717,4.295217335145956,1.6604938271604939,1.352079512927561,0.7654320987654321,0.922750478553842,0.8271604938271605,0.8816997060208596,1.7777777777777777,1.285369173834303,0.08641975308641975,0.303090944849278,12.987654320987655,4.841574168217158,0.5769961977186312,0.13708604618084552,2.0925925925925926,2.264513043387363,0.7581120943952803,0.2960270844349228
baglema01,41,9.94308943089431,6.795973751394385,5.40650406504065,3.8514153208066246,0.8292682926829268,0.9975980749942871,0.3902439024390244,0.6730667073054549,0.5772357723577236,0.8778525407493069,0.9512195121951219,1.1369621483713819,0.25203252032520324,0.6219152851350249,7.284552845528455,4.5349649359774675,0.5535714285714286,0.18418801823519004,2.186991869918699,2.334170943126625,0.7434944237918215,0.29530015771633433
baldwpa01,31,3.6881720430107525,4.48421990361674,2.021505376344086,2.449394311216266,0.46236559139784944,0.903605577009781,0.2903225806451613,0.6003738900503064,0.22580645161290322,0.5542137450256133,0.3763440860215054,0.5499798117761995,0.8172043010752689,1.112637256399913,3.21505376344086,3.1617601810906293,0.40468227424749165,0.27373944229200703,0.40860215053763443,0.9694973948861219,0.6578947368421053,0.4744146415084196
ballla01,35,24.266666666666666,8.175087233910796,5.485714285714286,2.912553352810388,7.866666666666666,3.0193818351885646,1.3333333333333333,1.1902380714238083,0.26666666666666666,0.5926905189743221,3.6095238095238096,1.9039192275168673,3.742857142857143,1.776061824485737,20.447619047619046,5.950082340058821,0.4122030740568235,0.1088548780714806,4.333333333333333,3.4100154146579937,0.8461538461538461,0.17332329604587943
balllo01,35,7.628571428571429,4.201440329260447,3.3714285714285714,1.7836795129848906,3.2857142857142856,1.7247579296719835,1.3428571428571427,1.136114563994762,0.4857142857142857,0.5621088742891557,1.1714285714285715,1.0977440579692168,1.9142857142857144,1.2216533775134075,6.942857142857143,2.689225310960248,0.3662551440329218,0.18284368925938876,0.7714285714285715,1.4967752451366176,0.8148148148148148,0.3884477215445006
bambamo01,46,5.173913043478261,4.58004724337069,4.405797101449275,2.9164463956962488,0.7608695652173914,0.8924202131715652,0.3188405797101449,0.5792709644994044,0.9710144927536232,1.080294829894347,0.644927536231884,0.8087182310251363,0.6376811594202898,0.8955855156526489,3.9927536231884058,2.764467918634969,0.4827586206896552,0.2500779457721357,1.0072463768115942,1.4012318710240779,0.6762589928057554,0.46621637849192804
banchpa01,66,22.383838383838384,7.643991131630657,7.05050505050505,2.9319653926037637,4.641414141414141,2.1487103959555207,0.8434343434343434,0.9016242102336849,0.5757575757575758,0.8072125263891632,2.9444444444444446,1.6095982550261392,1.4696969696969697,1.3277938303553969,17.373737373737374,4.773203244139636,0.4450581395348837,0.11922998541243857,7.4646464646464645,3.635172598875723,0.7300405953991881,0.1624868106331397
banede01,56,21.130177514792898,7.6419643816991245,5.289940828402367,2.633114328681239,5.047337278106509,2.6899518735462404,1.0591715976331362,1.004182574534147,0.4260355029585799,0.6235719102905981,2.408284023668639,1.4695893546264318,2.7633136094674557,1.6229979322132366,16.171597633136095,4.600739891737299,0.47676545920234176,0.12420072511172245,3.337278106508876,2.7055665148437975,0.8829787234042553,0.17595893935882959
