player_id,source_file_id,ROLE_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,FG3M_mean,FGM_mean,FGA_mean,FTM_mean,FTA_mean,FG%_mean,FT%_mean,games_played_mean,ROLE_ci_lo,ROLE_ci_hi,PTS_ci_lo,PTS_ci_hi,REB_ci_lo,REB_ci_hi,AST_ci_lo,AST_ci_hi,STL_ci_lo,STL_ci_hi,BLK_ci_lo,BLK_ci_hi,TOV_ci_lo,TOV_ci_hi,FG3M_ci_lo,FG3M_ci_hi,FGM_ci_lo,FGM_ci_hi,FGA_ci_lo,FGA_ci_hi,FTM_ci_lo,FTM_ci_hi,FTA_ci_lo,FTA_ci_hi,FG%_ci_lo,FG%_ci_hi,FT%_ci_lo,FT%_ci_hi,games_played_ci_lo,games_played_ci_hi
Precious Achiuwa,achiupr01,38.414121951219514,20.270804878048782,16.02308536585366,3.160585365853659,2.278841463414634,2.3299756097560977,2.6679390243902446,0.9784634146341463,8.333670731707318,16.595036585365854,2.6721219512195122,4.512353658536585,0.5021564376702873,0.5915293657031478,61.906,32.56707317073171,44.947256097560974,15.878048780487806,25.225609756097562,12.802743902439026,19.508231707317073,2.3902439024390247,3.9695121951219514,1.6646341463414636,2.9878048780487805,1.7051829268292686,3.030487804878049,2.048780487804878,3.3719512195121952,0.6807926829268295,1.3658536585365855,6.272256097560976,10.670731707317074,13.314939024390245,20.31707317073171,1.790548780487805,3.5853658536585367,3.4125000000000005,5.55091463414634,0.42112830734853485,0.5804229916425039,0.46153846153846156,0.7161292665214233,55.0,68.0
Steven Adams,adamsst01,25.410426829268292,10.958073170731709,14.905304878048783,3.3156951219512196,1.2365243902439025,1.6499512195121955,2.71019512195122,0.0,4.4805975609756095,8.04487804878049,2.140548780487805,4.759146341463415,0.5569614282905764,0.4494587759948763,55.924,20.146341463414636,30.81920731707317,8.056402439024392,14.128048780487806,11.050609756097563,18.910670731707317,2.2621951219512195,4.353658536585366,0.8109756097560976,1.707317073170732,1.0670731707317074,2.264329268292681,1.9634146341463417,3.5426829268292686,0.0,0.0,3.073170731707317,5.935060975609755,5.975609756097561,10.286585365853659,1.3210365853658539,3.0753048780487786,3.4125000000000005,6.189024390243903,0.4430099697546768,0.6601374570446732,0.3162509448223734,0.5748355899419726,50.0,63.0
Bam Adebayo,adebaba01,98.43801219512196,58.63310975609756,30.405097560975612,12.712768292682929,4.157060975609756,2.9300975609756095,7.14930487804878,2.454951219512195,22.594548780487806,44.79206097560976,11.437829268292685,15.338195121951221,0.5044363174304095,0.7458459283353045,73.8,89.41646341463415,106.50030487804878,51.59939024390244,65.44146341463414,27.184756097560978,33.90091463414633,10.668597560975611,14.640243902439025,3.329268292682927,5.036585365853659,2.2621951219512195,3.5426829268292686,5.975609756097561,8.195121951219512,1.9207317073170733,3.0326219512195105,19.760060975609758,25.481707317073173,40.207317073170735,49.175,9.603658536585366,13.404573170731707,13.01829268292683,17.672865853658536,0.46521020802936575,0.5449856776874508,0.6904118404118404,0.8012983776723723,69.0,78.0
Ochai Agbaji,agbajoc01,43.231402439024386,28.076231707317078,10.303573170731708,4.467792682926829,2.5370731707317074,1.8027560975609758,2.9548536585365857,4.509878048780488,10.911463414634147,23.25417073170732,2.124841463414634,3.3348170731707323,0.46912044979612905,0.6376905213543101,66.946,37.4734756097561,49.0,22.920731707317074,33.510365853658534,8.363719512195123,12.121951219512196,3.5853658536585367,5.337499999999999,1.9634146341463417,3.158536585365854,1.3658536585365855,2.304878048780488,2.2621951219512195,3.628048780487805,3.5426829268292686,5.548780487804878,8.792682926829269,13.276524390243901,19.420731707317074,27.36189024390244,1.4512195121951221,2.8170731707317076,2.475609756097561,4.182926829268293,0.4068596170657275,0.526451676607823,0.5160801564027371,0.7656999143835616,61.0,72.0
Santi Aldama,aldamsa01,54.884780487804875,33.33604878048781,17.304682926829273,7.464304878048781,2.413890243902439,2.0924024390243905,3.2672926829268296,5.281414634146342,12.569951219512197,26.732743902439026,3.1859390243902443,5.062195121951221,0.47005470218880835,0.6289376796226852,66.07,47.62987804878049,62.19329268292683,27.743902439024392,39.22774390243902,14.426829268292684,20.404573170731705,6.060975609756098,8.880182926829267,1.91859756097561,2.9878048780487805,1.619817073170732,2.603658536585366,2.5182926829268295,4.054878048780488,4.2682926829268295,6.359756097560976,9.902439024390244,15.197256097560974,22.66036585365854,31.03048780487805,2.302743902439025,4.097560975609756,4.010060975609757,6.191158536585364,0.41520861426828487,0.5260598559057353,0.5196441836279899,0.7339449541284404,59.0,72.0
Nickeil Alexander-Walker,alexani01,48.39680487804879,29.245146341463418,9.223865853658538,8.63048780487805,2.6279878048780487,1.8025853658536584,3.9717317073170735,5.5644024390243905,10.137621951219513,23.01958536585366,3.245268292682927,4.748817073170732,0.4404071405743605,0.683279405187604,75.918,43.15243902439025,53.697256097560974,24.4125,34.0609756097561,7.597560975609756,10.843597560975608,7.213414634146342,10.160670731707317,2.048780487804878,3.2439024390243905,1.3658536585365855,2.304878048780488,3.2012195121951224,4.7804878048780495,4.607621951219513,6.658536585365854,8.276219512195123,12.424999999999997,19.715243902439028,26.463414634146343,2.4307926829268296,4.225609756097561,3.6707317073170733,5.8048780487804885,0.3789365671641791,0.5027135652331747,0.5788461538461539,0.7768626827717736,72.0,79.0
Grayson Allen,allengr01,45.441353658536585,31.731085365853662,9.416621951219513,7.141536585365853,2.667939024390244,1.328719512195122,3.4872804878048784,7.020914634146342,10.425731707317075,22.425439024390247,4.536512195121951,5.8555,0.4647769190315396,0.7749552846692249,67.838,40.03018292682927,51.05518292682927,26.503963414634146,37.390243902439025,7.896341463414634,11.05487804878049,5.802743902439025,8.455487804878045,2.048780487804878,3.329268292682927,0.9390243902439025,1.707317073170732,2.689024390243903,4.2682926829268295,5.67469512195122,8.451219512195122,8.152439024390244,12.634146341463415,18.989634146341466,26.29695121951219,3.414634146341464,5.676829268292683,4.564939024390244,7.087499999999999,0.40222828940459937,0.5302777777777777,0.6778138982102908,0.8571869488536155,62.0,73.0
Jarrett Allen,allenja01,69.51469512195122,45.02971951219512,31.10825609756098,6.897048780487805,3.0476463414634143,3.462439024390244,4.363646341463415,0.0,18.24626829268293,27.393390243902438,8.322573170731706,11.846475609756098,0.6659493903532935,0.7026945008365465,76.118,63.41615853658537,75.64481707317073,38.87987804878049,50.8375,27.14420731707317,35.08963414634146,5.76219512195122,7.981707317073171,2.432926829268293,3.75609756097561,2.774390243902439,4.097560975609756,3.6707317073170733,5.164634146341464,0.0,0.0,15.365853658536587,21.00213414634146,23.857621951219514,31.12225609756097,6.829268292682928,9.947256097560974,9.945121951219512,13.871951219512196,0.6119752883116081,0.7161794831741498,0.633567562149158,0.7722997299729973,72.0,80.0
Jose Alvarado,alvarjo01,48.78846341463415,26.030865853658536,6.933926829268294,10.01819512195122,3.563170731707318,0.888658536585366,3.7384268292682927,5.01840243902439,9.148573170731709,22.8504756097561,2.745878048780488,3.9542317073170734,0.40024315915711106,0.6940817851625821,57.722,41.10152439024391,56.72560975609756,20.9125,31.297256097560968,5.589329268292683,8.53871951219512,8.02439024390244,12.03871951219512,2.774390243902439,4.396341463414634,0.5975609756097562,1.2378048780487805,2.8170731707317076,4.654573170731705,3.92469512195122,6.105792682926828,6.871951219512195,11.227743902439023,18.946951219512197,27.31707317073171,1.878048780487805,3.6707317073170733,2.9878048780487805,5.0387195121951205,0.3340335691940429,0.4609972286083204,0.5714285714285714,0.8077332242225859,51.0,64.0
Kyle Anderson,anderky01,40.91610975609756,18.87439024390244,10.866817073170733,9.258609756097561,2.61569512195122,2.077804878048781,2.757060975609756,1.4188658536585368,7.413341463414635,15.531719512195123,3.0461951219512198,4.6231585365853665,0.477161951186024,0.6590783087598984,67.084,35.12804878048781,46.22560975609756,14.894207317073171,22.583536585365852,8.536585365853659,13.103658536585368,7.382012195121952,11.396341463414634,1.9634146341463417,3.2865853658536586,1.579268292682927,2.6463414634146343,2.0914634146341466,3.3719512195121952,0.9817073170731708,1.878048780487805,5.67469512195122,9.26219512195122,12.676829268292684,18.31310975609756,2.2195121951219514,4.057012195121949,3.5426829268292686,5.8048780487804885,0.4042130077369439,0.5518731325133764,0.540474297827239,0.7593915343915343,62.0,73.0
