player_id,draft_score_balanced,FG%_mean,FT%_mean,FG3M_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,z_FG%,z_FT%,z_FG3M,z_PTS,z_REB,z_AST,z_STL,z_BLK,z_TOV
jokicni01,15.46997567643555,0.5939238230233334,0.8042629368677583,4.263042682926829,83.49830487804877,38.18286585365854,29.99593902439025,4.7765609756097565,2.519786585365853,10.278646341463416,1.530852776598001,0.8130833032584055,0.656422110573562,3.1348319929419763,4.056911060481576,4.678956893844082,2.6415074813693145,1.2005796911789515,-3.2431696338103215
gilgesh01,13.614357445095179,0.5214078459880341,0.8866616649209004,4.685518292682928,97.82500000000002,16.05560975609756,18.81689634146341,5.766591463414634,3.201176829268293,7.75258536585366,0.7024770103689647,1.5351195050225923,0.8224052924593956,3.865252756416843,1.030365298176251,2.572566890017416,3.4739426141155803,1.774195610861772,-2.1619675323436365
wembavi01,12.814295978517052,0.4696845016723384,0.7972316192434126,5.888920731707317,56.02381707317074,26.73154878048781,9.456231707317077,3.227085365853659,9.247,8.729128048780488,0.11162287406482245,0.7514699022893286,1.2952007895385205,1.7340946848818641,2.490610430714845,0.8088013356866607,1.3386810020007027,6.863761317669148,-2.579946358328839
tatumja01,11.777976225336916,0.4636858361049486,0.8271965016573809,10.23630487804878,86.97636585365855,26.58723780487805,16.162317073170733,3.51634756097561,2.115963414634147,8.729981707317075,0.04309798632429936,1.0140434928736208,3.0032109961072995,3.3121546714517316,2.4708717080390583,2.072382805056642,1.5818977683133322,0.8606285375758984,-2.5803117404049662
halibty01,11.33396212263051,0.4800880549183767,0.8336368776383654,8.320225609756099,55.484347560975614,10.52864024390244,28.5624756097561,4.169481707317073,1.9695609756097563,6.149201219512195,0.23046635854957925,1.0704786432832758,2.2504173996194297,1.7065908028201013,0.27439148552766424,4.4088592573042344,2.13106450257862,0.7373823208061618,-1.4756886478585554
davisan02,11.299065255228827,0.5463364998343423,0.7887719476561279,1.433506097560976,65.17601829268293,31.932506097560974,8.593823170731708,3.211378048780488,5.864121951219513,5.740341463414634,0.9872458789031612,0.6773402490122049,-0.4552526816648351,2.2007031905650107,3.201992594798612,0.6463036359996783,1.3254740121817488,4.015947277930891,-1.3006889024976453
doncilu01,11.126588220080452,0.4797100962265997,0.7637115339874008,9.236329268292684,84.33971341463418,23.132524390243905,22.760457317073172,4.094701219512195,1.553189024390244,9.977774390243903,0.2261488021474739,0.45774309833365073,2.6103382960445294,3.1777296926874903,1.998339180782195,3.3156249186974285,2.0681877467014282,0.38686720576570166,-3.1143907210794457
edwaran01,11.011116575792878,0.454549189949409,0.8028088342536148,10.45164024390244,87.6598475609756,19.118237804878053,15.898408536585368,4.740792682926829,2.482268292682927,10.680378048780488,-0.061273168409980504,0.8003414229733798,3.0878124461592327,3.347000756067206,1.4492687492722836,2.0226563374909596,2.611432868683762,1.168995602391606,-3.4151184388355724
lopezbr01,10.665684980907333,0.5090441960738978,0.7654456088170933,6.249506097560976,46.53634146341463,19.033341463414637,5.515658536585367,2.131201219512195,7.768121951219513,4.0933780487804885,0.5612426453403483,0.47293829409927707,1.4368683911319255,1.2503928178888701,1.4376567056750817,0.06630627849776924,0.4172422422136624,5.618794869086693,-0.5957572630262946
sabondo01,10.541625796007176,0.597851177728881,0.7251912184645416,2.1191646341463417,63.29852439024391,43.60829268292683,23.75582317073171,2.91025,1.951506097560976,10.107786585365854,1.5757163445518267,0.12020072397872653,-0.18586959075616422,2.1049825433420706,4.7989959582393915,3.503174849739271,1.0722802263863227,0.7221831517992818,-3.1700384112735507
