player_id,FGA_mean,FTA_mean,FG_pct_used,FT_pct_used,PTS,REB,AST,STL,BLK,FG3M,TOV,FG,FT,sum_raw,risk_penalty,H2H_value,availability_multiplier,rank_H2H
gilgesh01,66.06904471544715,28.726605691056918,0.5224978587050643,0.8769528471144541,1.0,0.7421602787456445,0.9547038327526132,0.9965156794425087,0.89198606271777,0.6968641114982579,-0.9024390243902439,0.9721254355400697,1.0,6.351916376306621,0.17995984216615266,6.171956534140468,1.0,1.0
jokicni01,56.560142276422766,19.55319105691057,0.5859191534861673,0.7884161326691544,0.9895470383275262,0.9930313588850175,0.9965156794425087,0.9930313588850175,0.8153310104529616,0.6167247386759582,-0.9790940766550522,0.9965156794425087,0.9303135888501741,6.351916376306621,0.2693317524650744,6.082584623841546,1.0,2.0
jamesle01,54.42343495934959,15.405548780487807,0.5188308463745638,0.752142135933129,0.9686411149825784,0.8954703832752613,0.9860627177700347,0.7944250871080138,0.6585365853658536,0.8083623693379791,-0.9860627177700348,0.9442508710801394,0.8083623693379791,5.878048780487804,0.22961369832434897,5.648435082163455,1.0,3.0
willija06,47.00770325203253,11.908678861788616,0.5017113428974049,0.7659811481699105,0.8989547038327526,0.6933797909407666,0.8571428571428572,0.9825783972125435,0.7770034843205575,0.6306620209059233,-0.8188153310104529,0.867595818815331,0.8013937282229966,5.689895470383275,0.10703860153666381,5.582856868846611,1.0,4.0
duranke01,49.52585365853659,16.35837398373984,0.5298016758807211,0.8370193627312678,0.9651567944250872,0.7630662020905923,0.7804878048780488,0.49128919860627174,0.9233449477351916,0.8048780487804879,-0.9477351916376306,0.9547038327526132,0.9616724738675959,5.696864111498257,0.1805635364659483,5.516300575032309,1.0,5.0
tatumja01,63.07967479674798,21.2334756097561,0.4609434063468002,0.8073527893261435,0.9860627177700347,0.9407665505226481,0.9198606271777003,0.853658536585366,0.7212543554006969,0.9895470383275262,-0.9547038327526133,0.24390243902439024,0.9686411149825784,5.668989547038329,0.20770462602759687,5.461284921010733,1.0,6.0
siakapa01,50.69522357723577,15.407967479674795,0.5157777537947649,0.7192488295885969,0.9442508710801394,0.8989547038327526,0.8013937282229966,0.7038327526132404,0.6341463414634145,0.613240418118467,-0.735191637630662,0.9337979094076656,0.6759581881533101,5.470383275261324,0.09986973172659,5.3705135435347335,1.0,7.0
vucevni01,45.90378048780488,6.810772357723577,0.5119271710089638,0.750299589312412,0.8606271777003485,0.9825783972125435,0.7317073170731707,0.6167247386759582,0.8362369337979094,0.6411149825783973,-0.7212543554006969,0.8989547038327526,0.6341463414634145,5.480836236933797,0.11247185023482519,5.368364386698972,1.0,8.0
halibty01,41.23028455284553,10.068617886178863,0.4767857911924195,0.8107536592225146,0.8501742160278745,0.3937282229965158,0.9895470383275262,0.9442508710801394,0.7665505226480835,0.9477351916376306,-0.7874564459930313,0.5888501742160279,0.853658536585366,5.547038327526132,0.18272677437354967,5.364311553152582,1.0,9.0
townska01,44.89319105691057,14.832886178861791,0.5168224696241924,0.8261598062798434,0.9198606271777003,0.9581881533101044,0.6864111498257839,0.5365853658536586,0.7421602787456445,0.7421602787456445,-0.9059233449477352,0.9233449477351916,0.9442508710801394,5.547038327526131,0.2107734053848915,5.33626492214124,1.0,10.0
doncilu01,52.70373983739837,20.98065040650407,0.4698136681579767,0.7614319834257847,0.9721254355400697,0.8641114982578397,0.9686411149825784,0.9233449477351916,0.3902439024390243,0.9547038327526132,-0.9581881533101045,0.5017421602787457,0.8989547038327526,5.515679442508711,0.2731551496971137,5.242524292811598,1.0,11.0
jacksja01,47.31302845528455,16.544471544715446,0.4770215962914805,0.7731983015182378,0.9094076655052266,0.7735191637630663,0.37630662020905925,0.8780487804878048,0.9825783972125435,0.7247386759581882,-0.8222996515679443,0.6445993031358885,0.8815331010452963,5.348432055749129,0.12323773191451495,5.2251943238346135,1.0,12.0
adebaba01,44.664979674796754,15.381930894308947,0.5033403719304331,0.7466716617902119,0.8885017421602788,0.9651567944250872,0.7909407665505226,0.9198606271777003,0.8571428571428572,0.1254355400696865,-0.8710801393728222,0.8641114982578397,0.7944250871080138,5.334494773519163,0.14066940482111587,5.193825368698047,1.0,13.0
