player_id,pred_source_file_id,pred_ROLE_mean,pred_PTS_mean,pred_REB_mean,pred_AST_mean,pred_STL_mean,pred_BLK_mean,pred_TOV_mean,pred_FG3M_mean,pred_FGM_mean,pred_FGA_mean,pred_FTM_mean,pred_FTA_mean,pred_FG%_mean,pred_FT%_mean,pred_games_played_mean,pred_ROLE_ci_lo,pred_ROLE_ci_hi,pred_PTS_ci_lo,pred_PTS_ci_hi,pred_REB_ci_lo,pred_REB_ci_hi,pred_AST_ci_lo,pred_AST_ci_hi,pred_STL_ci_lo,pred_STL_ci_hi,pred_BLK_ci_lo,pred_BLK_ci_hi,pred_TOV_ci_lo,pred_TOV_ci_hi,pred_FG3M_ci_lo,pred_FG3M_ci_hi,pred_FGM_ci_lo,pred_FGM_ci_hi,pred_FGA_ci_lo,pred_FGA_ci_hi,pred_FTM_ci_lo,pred_FTM_ci_hi,pred_FTA_ci_lo,pred_FTA_ci_hi,pred_FG%_ci_lo,pred_FG%_ci_hi,pred_FT%_ci_lo,pred_FT%_ci_hi,pred_games_played_ci_lo,pred_games_played_ci_hi,actual_source_file_id,actual_season,actual_games_played_mean,actual_PTS_mean,actual_REB_mean,actual_AST_mean,actual_STL_mean,actual_BLK_mean,actual_TOV_mean,actual_FG3M_mean,actual_FGM_mean,actual_FGA_mean,actual_FTM_mean,actual_FTA_mean,actual_FG%_mean,actual_FT%_mean,PTS_error,PTS_abs_error,REB_error,REB_abs_error,AST_error,AST_abs_error,STL_error,STL_abs_error,BLK_error,BLK_abs_error,TOV_error,TOV_abs_error,FG3M_error,FG3M_abs_error,FG%_error,FG%_abs_error,FT%_error,FT%_abs_error,games_played_error,games_played_abs_error
Precious Achiuwa,achiupr01,38.41412195121952,20.270804878048786,16.02308536585366,3.160585365853659,2.278841463414634,2.3299756097560977,2.667939024390245,0.9784634146341464,8.333670731707318,16.595036585365854,2.672121951219512,4.512353658536585,0.5021564376702873,0.5915293657031478,61.906,32.56707317073171,44.947256097560974,15.878048780487806,25.22560975609756,12.802743902439026,19.508231707317076,2.3902439024390247,3.969512195121952,1.6646341463414636,2.9878048780487805,1.7051829268292686,3.030487804878049,2.048780487804878,3.3719512195121952,0.6807926829268295,1.3658536585365857,6.272256097560976,10.670731707317074,13.314939024390243,20.31707317073171,1.790548780487805,3.5853658536585367,3.4125000000000005,5.55091463414634,0.4211283073485348,0.5804229916425039,0.4615384615384615,0.7161292665214233,55.0,68.0,achiupr01,2026,73,31.414634146341463,21.0,4.310975609756098,2.774390243902439,2.1341463414634148,2.774390243902439,1.152439024390244,13.48780487804878,25.52439024390244,3.2865853658536586,5.932926829268293,0.5284280936454849,0.5539568345323741,-11.143829268292677,11.143829268292677,-4.97691463414634,4.97691463414634,-1.150390243902439,1.150390243902439,-0.49554878048780493,0.49554878048780493,0.195829268292683,0.195829268292683,-0.10645121951219405,0.10645121951219405,-0.1739756097560976,0.1739756097560976,-0.02627165597519765,0.02627165597519765,0.03757253117077375,0.03757253117077375,-11.094000000000001,11.094000000000001
Steven Adams,adamsst01,25.41042682926829,10.958073170731709,14.905304878048783,3.31569512195122,1.2365243902439025,1.6499512195121957,2.71019512195122,0.0,4.4805975609756095,8.04487804878049,2.140548780487805,4.759146341463415,0.5569614282905764,0.4494587759948763,55.924,20.14634146341464,30.81920731707317,8.056402439024392,14.128048780487806,11.050609756097565,18.91067073170732,2.2621951219512195,4.353658536585366,0.8109756097560976,1.707317073170732,1.0670731707317074,2.264329268292681,1.9634146341463417,3.542682926829269,0.0,0.0,3.073170731707317,5.935060975609755,5.975609756097561,10.28658536585366,1.321036585365854,3.0753048780487786,3.4125000000000005,6.189024390243903,0.4430099697546768,0.6601374570446732,0.3162509448223734,0.5748355899419726,50.0,63.0,adamsst01,2026,32,7.981707317073171,11.78048780487805,2.048780487804878,0.9390243902439024,0.853658536585366,1.4939024390243902,0.0,2.9878048780487805,5.932926829268293,2.00609756097561,3.457317073170732,0.5035971223021583,0.5802469135802469,2.976365853658537,2.976365853658537,3.1248170731707337,3.1248170731707337,1.266914634146342,1.266914634146342,0.2975000000000001,0.2975000000000001,0.7962926829268298,0.7962926829268298,1.2162926829268297,1.2162926829268297,0.0,0.0,0.053364305988418126,0.053364305988418126,-0.1307881375853706,0.1307881375853706,23.924,23.924
Bam Adebayo,adebaba01,98.43801219512196,58.63310975609756,30.40509756097561,12.712768292682927,4.157060975609756,2.930097560975609,7.14930487804878,2.454951219512195,22.59454878048781,44.79206097560976,11.437829268292685,15.33819512195122,0.5044363174304095,0.7458459283353045,73.8,89.41646341463415,106.50030487804878,51.59939024390244,65.44146341463414,27.184756097560975,33.90091463414633,10.668597560975613,14.640243902439025,3.329268292682927,5.036585365853659,2.2621951219512195,3.542682926829269,5.975609756097561,8.195121951219512,1.920731707317073,3.0326219512195105,19.76006097560976,25.481707317073173,40.207317073170735,49.175,9.603658536585366,13.404573170731709,13.01829268292683,17.672865853658536,0.4652102080293657,0.5449856776874508,0.6904118404118404,0.8012983776723723,69.0,78.0,adebaba01,2026,73,62.65853658536586,31.243902439024392,9.902439024390244,3.670731707317073,2.091463414634146,5.121951219512195,5.420731707317073,21.59756097560976,48.8719512195122,14.042682926829269,18.054878048780488,0.4419213973799126,0.7777777777777778,-4.025426829268298,4.025426829268298,-0.8388048780487836,0.8388048780487836,2.8103292682926835,2.8103292682926835,0.4863292682926832,0.4863292682926832,0.8386341463414628,0.8386341463414628,2.027353658536585,2.027353658536585,-2.9657804878048784,2.9657804878048784,0.06251492005049691,0.06251492005049691,-0.03193184944247329,0.03193184944247329,0.7999999999999972,0.7999999999999972
Ochai Agbaji,agbajoc01,43.23140243902439,28.07623170731708,10.303573170731708,4.467792682926829,2.537073170731708,1.802756097560976,2.9548536585365857,4.509878048780488,10.911463414634149,23.25417073170732,2.124841463414634,3.3348170731707323,0.469120449796129,0.6376905213543101,66.946,37.4734756097561,49.0,22.920731707317078,33.510365853658534,8.363719512195123,12.121951219512196,3.5853658536585367,5.337499999999999,1.9634146341463417,3.158536585365854,1.3658536585365857,2.304878048780488,2.2621951219512195,3.628048780487805,3.542682926829269,5.548780487804878,8.792682926829269,13.2765243902439,19.420731707317078,27.36189024390244,1.451219512195122,2.817073170731708,2.475609756097561,4.182926829268293,0.4068596170657275,0.526451676607823,0.5160801564027371,0.7656999143835616,61.0,72.0,agbajoc01,2026,62,13.402439024390246,6.0182926829268295,2.00609756097561,1.024390243902439,0.7256097560975611,1.3231707317073171,1.451219512195122,5.207317073170732,11.951219512195122,1.5365853658536586,1.8353658536585369,0.4357142857142857,0.8372093023255814,14.673792682926836,14.673792682926836,4.2852804878048785,4.2852804878048785,2.461695121951219,2.461695121951219,1.5126829268292687,1.5126829268292687,1.0771463414634148,1.0771463414634148,1.6316829268292685,1.6316829268292685,3.058658536585366,3.058658536585366,0.03340616408184327,0.03340616408184327,-0.1995187809712713,0.1995187809712713,4.945999999999998,4.945999999999998
Santi Aldama,aldamsa01,54.88478048780488,33.33604878048781,17.304682926829273,7.464304878048781,2.413890243902439,2.0924024390243905,3.2672926829268296,5.281414634146342,12.569951219512197,26.732743902439022,3.1859390243902443,5.062195121951221,0.4700547021888083,0.6289376796226852,66.07,47.62987804878049,62.19329268292683,27.743902439024392,39.22774390243902,14.426829268292684,20.404573170731705,6.060975609756098,8.880182926829267,1.91859756097561,2.9878048780487805,1.619817073170732,2.603658536585366,2.518292682926829,4.054878048780488,4.2682926829268295,6.359756097560976,9.902439024390244,15.197256097560974,22.66036585365854,31.03048780487805,2.302743902439025,4.097560975609756,4.010060975609757,6.191158536585364,0.4152086142682848,0.5260598559057353,0.5196441836279899,0.7339449541284404,59.0,72.0,aldamsa01,2026,43,25.695121951219512,12.25,5.378048780487806,1.579268292682927,1.3231707317073171,2.347560975609756,2.9878048780487805,9.731707317073171,20.31707317073171,3.2439024390243905,4.865853658536586,0.4789915966386555,0.6666666666666666,7.640926829268295,7.640926829268295,5.054682926829273,5.054682926829273,2.086256097560975,2.086256097560975,0.8346219512195121,0.8346219512195121,0.7692317073170734,0.7692317073170734,0.9197317073170734,0.9197317073170734,2.293609756097562,2.293609756097562,-0.008936894449847188,0.008936894449847188,-0.03772898704398142,0.03772898704398142,23.069999999999993,23.069999999999993
Nickeil Alexander-Walker,alexani01,48.39680487804879,29.245146341463418,9.223865853658538,8.63048780487805,2.6279878048780487,1.8025853658536584,3.9717317073170735,5.564402439024391,10.137621951219511,23.01958536585366,3.245268292682927,4.748817073170732,0.4404071405743605,0.683279405187604,75.918,43.15243902439025,53.697256097560974,24.4125,34.0609756097561,7.597560975609756,10.843597560975608,7.213414634146342,10.160670731707317,2.048780487804878,3.2439024390243905,1.3658536585365857,2.304878048780488,3.2012195121951224,4.7804878048780495,4.607621951219513,6.658536585365854,8.276219512195123,12.424999999999995,19.715243902439028,26.463414634146343,2.4307926829268296,4.225609756097561,3.670731707317073,5.8048780487804885,0.3789365671641791,0.5027135652331747,0.5788461538461539,0.7768626827717736,72.0,79.0,alexani01,2026,78,69.31707317073172,11.439024390243905,12.207317073170731,4.353658536585366,1.7926829268292683,6.914634146341464,10.713414634146345,23.390243902439025,51.00609756097561,11.823170731707318,13.103658536585368,0.4585774058577406,0.9022801302931596,-40.0719268292683,40.0719268292683,-2.215158536585367,2.215158536585367,-3.5768292682926823,3.5768292682926823,-1.725670731707317,1.725670731707317,0.00990243902439003,0.00990243902439003,-2.9429024390243903,2.9429024390243903,-5.149012195121953,5.149012195121953,-0.018170265283380116,0.018170265283380116,-0.21900072510555557,0.21900072510555557,-2.0819999999999936,2.0819999999999936
Grayson Allen,allengr01,45.441353658536585,31.731085365853662,9.416621951219511,7.141536585365853,2.667939024390244,1.328719512195122,3.4872804878048784,7.020914634146342,10.425731707317077,22.425439024390247,4.536512195121951,5.8555,0.4647769190315396,0.7749552846692249,67.838,40.03018292682927,51.05518292682927,26.503963414634143,37.39024390243903,7.896341463414634,11.05487804878049,5.802743902439025,8.455487804878045,2.048780487804878,3.329268292682927,0.9390243902439024,1.707317073170732,2.689024390243903,4.2682926829268295,5.67469512195122,8.451219512195122,8.152439024390244,12.634146341463415,18.989634146341466,26.29695121951219,3.414634146341464,5.676829268292683,4.564939024390244,7.087499999999999,0.4022282894045993,0.5302777777777777,0.6778138982102908,0.8571869488536155,62.0,73.0,allengr01,2026,51,35.89634146341464,6.615853658536586,8.323170731707318,2.9451219512195124,0.5548780487804879,3.542682926829269,6.786585365853659,11.481707317073171,28.469512195121958,6.146341463414634,7.170731707317073,0.4032983508245877,0.8571428571428571,-4.165256097560981,4.165256097560981,2.8007682926829256,2.8007682926829256,-1.181634146341465,1.181634146341465,-0.27718292682926826,0.27718292682926826,0.7738414634146342,0.7738414634146342,-0.05540243902439057,0.05540243902439057,0.23432926829268297,0.23432926829268297,0.06147856820695191,0.06147856820695191,-0.08218757247363218,0.08218757247363218,16.837999999999994,16.837999999999994
Jarrett Allen,allenja01,69.51469512195122,45.02971951219512,31.10825609756098,6.897048780487805,3.0476463414634143,3.462439024390244,4.363646341463415,0.0,18.24626829268293,27.39339024390244,8.322573170731706,11.846475609756098,0.6659493903532935,0.7026945008365465,76.118,63.41615853658537,75.64481707317073,38.87987804878049,50.8375,27.14420731707317,35.08963414634146,5.76219512195122,7.981707317073171,2.432926829268293,3.75609756097561,2.774390243902439,4.097560975609756,3.670731707317073,5.164634146341464,0.0,0.0,15.365853658536588,21.00213414634146,23.857621951219517,31.12225609756097,6.829268292682928,9.947256097560974,9.945121951219512,13.871951219512196,0.6119752883116081,0.7161794831741498,0.633567562149158,0.7722997299729973,72.0,80.0,allenja01,2026,56,36.707317073170735,20.31707317073171,4.2682926829268295,2.347560975609756,2.00609756097561,3.2012195121951224,0.0426829268292682,14.384146341463415,22.53658536585366,7.896341463414634,11.140243902439025,0.6382575757575758,0.7088122605363985,8.322402439024387,8.322402439024387,10.791182926829268,10.791182926829268,2.6287560975609754,2.6287560975609754,0.7000853658536581,0.7000853658536581,1.4563414634146339,1.4563414634146339,1.1624268292682927,1.1624268292682927,-0.0426829268292682,0.0426829268292682,0.02769181459571768,0.02769181459571768,-0.0061177596998519546,0.0061177596998519546,20.117999999999995,20.117999999999995
Jose Alvarado,alvarjo01,48.78846341463415,26.030865853658536,6.933926829268294,10.01819512195122,3.563170731707318,0.888658536585366,3.7384268292682927,5.01840243902439,9.148573170731709,22.8504756097561,2.745878048780488,3.9542317073170734,0.400243159157111,0.6940817851625821,57.722,41.10152439024391,56.72560975609756,20.9125,31.297256097560968,5.589329268292683,8.53871951219512,8.02439024390244,12.03871951219512,2.774390243902439,4.396341463414634,0.5975609756097562,1.2378048780487805,2.817073170731708,4.654573170731705,3.92469512195122,6.105792682926828,6.871951219512195,11.227743902439023,18.9469512195122,27.31707317073171,1.878048780487805,3.670731707317073,2.9878048780487805,5.0387195121951205,0.3340335691940429,0.4609972286083204,0.5714285714285714,0.8077332242225859,51.0,64.0,alvarjo01,2026,69,21.76829268292683,7.298780487804878,9.98780487804878,2.817073170731708,0.3414634146341463,3.2865853658536586,4.310975609756098,7.981707317073171,19.164634146341463,1.4939024390243902,1.9634146341463417,0.4164810690423162,0.7608695652173914,4.262573170731706,4.262573170731706,-0.36485365853658447,0.36485365853658447,0.03039024390244016,0.03039024390244016,0.7460975609756098,0.7460975609756098,0.5471951219512197,0.5471951219512197,0.45184146341463416,0.45184146341463416,0.7074268292682921,0.7074268292682921,-0.016237909885205182,0.016237909885205182,-0.06678778005480923,0.06678778005480923,-11.277999999999999,11.277999999999999
Kyle Anderson,anderky01,40.91610975609756,18.87439024390244,10.866817073170733,9.25860975609756,2.61569512195122,2.077804878048781,2.757060975609756,1.4188658536585368,7.413341463414635,15.531719512195124,3.04619512195122,4.623158536585367,0.477161951186024,0.6590783087598984,67.084,35.12804878048781,46.22560975609756,14.894207317073173,22.58353658536585,8.536585365853659,13.103658536585368,7.382012195121952,11.396341463414634,1.9634146341463417,3.2865853658536586,1.579268292682927,2.6463414634146343,2.091463414634146,3.3719512195121952,0.9817073170731708,1.878048780487805,5.67469512195122,9.26219512195122,12.676829268292684,18.31310975609756,2.2195121951219514,4.057012195121949,3.542682926829269,5.8048780487804885,0.4042130077369439,0.5518731325133764,0.540474297827239,0.7593915343915343,62.0,73.0,anderky01,2026,43,11.353658536585366,6.402439024390245,5.378048780487806,1.920731707317073,1.1097560975609757,1.6646341463414636,0.1707317073170731,4.567073170731708,8.621951219512196,2.048780487804878,2.9024390243902443,0.5297029702970297,0.7058823529411765,7.520731707317074,7.520731707317074,4.464378048780488,4.464378048780488,3.880560975609754,3.880560975609754,0.6949634146341468,0.6949634146341468,0.9680487804878051,0.9680487804878051,1.0924268292682926,1.0924268292682926,1.2481341463414637,1.2481341463414637,-0.05254101911100573,0.05254101911100573,-0.04680404418127815,0.04680404418127815,24.084000000000003,24.084000000000003
