player_id,source_file_id,durability,durability_std,ROLE_mean,career_games,trajectory_stage,trajectory_factor,ROLE_mean_before_trajectory,ROLE_std,PTS_mean,PTS_std,REB_mean,REB_std,AST_mean,AST_std,STL_mean,STL_std,BLK_mean,BLK_std,TOV_mean,TOV_std,FG3M_mean,FG3M_std,PTS_per_role,REB_per_role,AST_per_role,STL_per_role,BLK_per_role,TOV_per_role,FG3M_per_role,FGA_per_role,FTA_per_role,FGA_mean,FGA_std,FGP_mean,FGP_std,FTA_mean,FTA_std,FTP_mean,FTP_std,source,train_seasons
Precious Achiuwa,achiupr01,62,8.0,14.244921067000014,320.0,prime_stable,1.0,14.244921067000014,9.57128601568551,7.177911922737772,6.378448796098418,5.7773478907723215,4.2513383643819465,1.026338450633902,1.3758851690240892,0.7146629477073075,1.0832722085532909,0.7391632235749703,1.1166312381917243,0.9041066069507877,1.0738194182418606,0.27269199268190325,0.6294239952873346,0.4985882659281669,0.4015307877643809,0.07128665660167428,0.04986764102498601,0.051397456957392104,0.06272138525081535,0.018834714098526564,0.41909444323706424,0.0990952842352262,6.030543315774282,4.398330842067679,0.49814778751663913,0.25461965062285297,1.4287309362482208,2.0977570056264723,0.6279431781791477,0.5079050994718868,nba_history,"2023,2024,2025"
Steven Adams,adamsst01,56,8.0,9.97986800555766,764.0,prime_stable,1.0,9.97986800555766,9.68270894807499,4.179705532216997,4.712623279073471,5.938291287152735,5.369031297329833,1.195497260223882,1.6778208709046951,0.41109453857128425,0.7882442205800836,0.5238357987682456,1.0738740654100338,0.9768849862826814,1.3987964245778224,0.0,0.0,0.3849786277553061,0.5493602187935345,0.11065243410996059,0.03782196068336347,0.04818354414147301,0.09044080318285604,0.0,0.2844756303341709,0.1539545757422092,3.0852931860112225,3.34787802729344,0.5654604752290727,0.35398294076561987,1.6581763291675156,2.5130188765153783,0.42659252755828697,0.4831488099020834,nba_history,"2023,2024,2025"
Bam Adebayo,adebaba01,74,8.0,31.25497299065046,567.0,prime_stable,1.0,31.25497299065046,9.024794701640698,18.67481802660058,7.646982322629692,9.68693023983612,3.9074129475349175,3.9994549574033638,2.6717391306249887,1.203920726329798,1.3302743263880001,0.7657110533983517,1.1950052571677008,2.1824484790489684,1.7531787835208863,0.623290163321624,1.042577493894562,0.595937351905578,0.3091079641075591,0.12766326855940663,0.03842962974142296,0.024422707064032254,0.06964029480778527,0.019938058870970242,0.45631833750823675,0.1502714624088211,14.298085886473704,4.765882323101751,0.5046304728640228,0.1676237485182129,4.710791402164652,3.6832376469499604,0.7694913499323185,0.24349934505406565,nba_history,"2023,2024,2025"
Ochai Agbaji,agbajoc01,67,8.0,15.074332602887031,201.0,young_growth,1.0196,14.784555318641655,8.152011551718356,9.273317777353451,7.063081770798822,3.413017498609925,2.4439671516061563,1.4268979632384542,1.411428507094568,0.7509167375034681,1.0381301010728468,0.49793052468361315,0.86107235788282,0.8801630503288068,1.1711171291601237,1.4109139367308583,1.5571196525055435,0.6306334428589092,0.23213513480683792,0.09725469703537312,0.05080557297646406,0.03412471505176034,0.06031219102282775,0.09600138062948022,0.5293468732646769,0.06172294367557862,7.766036062597655,4.685439123316418,0.4690575164747597,0.2296722037998758,0.8946061636367005,1.5264831349946482,0.7214409580089608,0.5638017193161248,nba_history,"2023,2024,2025"
Santi Aldama,aldamsa01,66,8.0,19.41069928240066,235.0,young_growth,1.006,19.29492970417561,8.452543582569575,11.565757397133344,7.0939121047082825,6.0453881933498534,3.476258713600654,2.4468629680001164,2.3587726129046818,0.7474368568963955,0.9794594446713062,0.6149150717198094,0.9447367372857306,1.0635500846523092,1.147270533853575,1.7293356641569329,1.6717075644199093,0.5991452316586543,0.31329835578242116,0.12609393980325553,0.03872235375292792,0.03206013697107842,0.05507091421750574,0.0894790500087463,0.4847505250145281,0.081523776421562,9.364946504230549,4.666746605209811,0.46803326061262424,0.2054633843037051,1.5610880494877517,1.9519593052966255,0.6849968724545423,0.4678708824150676,nba_history,"2023,2024,2025"
Nickeil Alexander-Walker,alexani01,76,8.571593913749194,14.87423246520601,381.0,prime_stable,1.0,14.87423246520601,7.736833990474281,8.651029275353931,6.365327204263914,2.67818926833329,2.278111692194576,2.560739386579649,1.9895731997172696,0.6666305577628111,1.047711311562641,0.44521299699578665,0.784874068160091,1.1102217091714905,1.2026350557760273,1.6003612110412986,1.5403803811154906,0.5864997503096475,0.18097094316522258,0.1737083492150011,0.04541365153601162,0.030313954943647553,0.07540905358730436,0.10842824531555739,0.4727678129996621,0.08221386285477897,6.97122133464169,3.6734444673193147,0.43910747914985204,0.23496789346498836,1.2127494421453915,1.8031324920994691,0.7673217130993193,0.4829729690225252,nba_history,"2023,2024,2025"
Grayson Allen,allengr01,68,8.0,15.636004166666662,403.0,prime_stable,1.0,15.636004166666662,7.230409626836505,10.935996321261925,7.216408440748024,3.1919173455587875,2.2549803839727525,2.303995875216273,2.3208108338569917,0.8370617959764695,1.0501555252194574,0.34299273047416257,0.7389482511275945,1.1270803295653575,1.1494240938812168,2.298337645422371,2.130662687855477,0.6868454651015349,0.20048489898464364,0.14452069890888866,0.052691081028389396,0.021360165121221367,0.07091803413053539,0.14446056025281137,0.48748001995785495,0.11076433002540399,7.75358856959277,4.250574655436062,0.4624563821996295,0.22578509223394091,1.7600464013900141,2.2773851741844324,0.8484214530239634,0.3410095221793133,nba_history,"2023,2024,2025"
Jarrett Allen,allenja01,76,8.0,21.33441034654808,568.0,prime_stable,1.0,21.33441034654808,8.78425797895944,13.918933960451106,7.255225973586963,9.64058100397095,4.473984490290002,2.0224044721499306,1.8281580748381199,0.8253408331235506,1.0838622901473949,0.9579864664531839,1.1410884550801645,1.2718722827938458,1.2790209973670414,0.0023533865742407043,0.05728127854861964,0.6420896543893401,0.4453715962924493,0.09313627780577634,0.03828634245153458,0.04420661460220861,0.05861644325067758,0.00010834893558005687,0.39101433777766315,0.15809370207311801,8.486912995613471,4.16665602913917,0.6710975069108135,0.20618267939670767,3.4263201091711135,3.352508663090234,0.7281781935738604,0.3007261287337613,nba_history,"2023,2024,2025"
Jose Alvarado,alvarjo01,58,8.0,19.756389249804837,227.0,young_growth,1.0092,19.576287405672648,9.492815061326977,9.975996436039692,6.778347740516621,2.612593128546874,2.0767863759183536,3.87105534608426,2.8249772726610107,1.3201822173448612,1.273383883883019,0.2672177322666772,0.5889164595011561,1.3525097402316355,1.5194167368788492,1.8558527414638673,1.718519232633472,0.5214362790610844,0.13751654419745046,0.20056121869737048,0.06921655703152318,0.014102701030108033,0.0701863436148227,0.09699512295846274,0.4636228184169833,0.06871097965644533,8.876466773385498,4.687329131578981,0.3988978338714179,0.20582202655303558,1.3134294199905596,1.9295167893087728,0.7817705534658786,0.4572347358527029,nba_history,"2023,2024,2025"
Kyle Anderson,anderky01,67,8.0,14.04733905043743,714.0,prime_stable,1.0,14.04733905043743,9.095454523442179,6.335442351242365,5.001183479252127,3.58560820983912,3.1214769511846314,3.105186877126699,2.7051526755773145,0.7654627135977046,1.1806694738385037,0.5922509911387479,0.9834943740316296,0.8454942324644779,1.1466841902822114,0.36179274309839593,0.7988890841457316,0.4431379846144856,0.2510007991764358,0.21530282759352198,0.053366166292505846,0.04137609491803926,0.058350867519017774,0.025497857682910664,0.3706871803355997,0.09244136941489162,5.288333512162618,3.461292927651779,0.4749559176495025,0.2722510850165082,1.3296498019058745,2.116628360003863,0.727264700593997,0.48308636547508976,nba_history,"2023,2024,2025"
