player_id,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,FG3M_mean,FGM_mean,FGA_mean,FTM_mean,FTA_mean,FG%_mean,FT%_mean,games_played_mean,PTS_ci_lo,PTS_ci_hi,REB_ci_lo,REB_ci_hi,AST_ci_lo,AST_ci_hi,STL_ci_lo,STL_ci_hi,BLK_ci_lo,BLK_ci_hi,TOV_ci_lo,TOV_ci_hi,FG3M_ci_lo,FG3M_ci_hi,FGM_ci_lo,FGM_ci_hi,FGA_ci_lo,FGA_ci_hi,FTM_ci_lo,FTM_ci_hi,FTA_ci_lo,FTA_ci_hi,FG%_ci_lo,FG%_ci_hi,FT%_ci_lo,FT%_ci_hi,games_played_ci_lo,games_played_ci_hi
achiupr01,21.237829268292685,16.342012195121953,3.177018292682927,2.0741341463414638,2.250329268292683,2.8396951219512196,1.159439024390244,8.55809756097561,17.21483536585366,3.050634146341464,4.945969512195123,0.4970903643779041,0.6168965630937694,61.942,17.628048780487806,25.099695121951218,13.829268292682928,18.654573170731705,2.5182926829268295,3.8841463414634148,1.579268292682927,2.5609756097560976,1.7500000000000002,2.731707317073171,2.304878048780488,3.457317073170732,0.853658536585366,1.4939024390243902,6.957317073170732,10.329268292682928,14.467378048780489,19.975609756097562,2.2621951219512195,3.8841463414634148,3.8841463414634148,5.975609756097561,0.4376510814249364,0.5586809723889555,0.5105871522094926,0.7190748003922118,56.0,68.0
adamsst01,12.962506097560976,17.644993902439026,3.7407743902439026,1.406018292682927,1.8432621951219514,3.0663414634146346,0.0,5.44894512195122,9.468182926829268,2.161591463414634,5.240737804878048,0.5751590963235158,0.41267295431550904,50.109,10.158536585365855,15.750000000000002,14.083231707317074,21.172865853658536,2.9024390243902443,4.609756097560976,1.024390243902439,1.7926829268292683,1.3231707317073171,2.3902439024390247,2.347560975609756,3.798780487804878,0.0,0.0,4.097560975609756,6.829268292682928,7.510060975609757,11.441158536585364,1.4085365853658538,2.9451219512195124,4.054878048780488,6.5304878048780495,0.4944170220922989,0.6555141579731744,0.30432030820033024,0.5210084033613446,43.0,57.0
adebaba01,61.5269268292683,31.037445121951222,12.299085365853658,4.037378048780488,2.9340243902439025,7.425079268292684,1.776207317073171,23.981103658536586,46.403725609756094,12.443353658536587,16.2505,0.5168490622556328,0.7656434647911082,74.965,56.083231707317076,66.71341463414635,28.25609756097561,33.63414634146341,10.841463414634147,13.78871951219512,3.3719512195121952,4.695121951219512,2.3902439024390247,3.5000000000000004,6.445121951219512,8.408536585365853,1.3637195121951222,2.176829268292683,21.63810975609756,26.54878048780488,42.85365853658537,49.93902439024391,10.497865853658537,14.341463414634147,14.042682926829269,18.353658536585368,0.4807871739483632,0.5525492479014478,0.7117407750501776,0.8167145200984414,70.0,79.0
agbajoc01,23.462847560975614,8.493347560975609,3.7972439024390243,2.037170731707317,1.5700060975609758,2.561957317073171,3.800786585365854,8.835024390243904,19.57703658536585,2.0572317073170736,3.0756463414634148,0.451276335685112,0.668933182825474,66.952,19.804878048780488,27.402439024390247,7.170731707317073,9.817073170731708,3.1158536585365857,4.524390243902439,1.579268292682927,2.5182926829268295,1.1951219512195124,1.9634146341463417,2.048780487804878,3.1158536585365857,3.1158536585365857,4.524390243902439,7.16859756097561,10.585365853658537,16.772256097560977,22.58140243902439,1.4939024390243902,2.603658536585366,2.347560975609756,3.75609756097561,0.39366527196652723,0.5090172741548888,0.5582972582972583,0.7794411764705882,61.0,72.0
aldamsa01,31.16698780487805,16.295701219512196,6.367695121951219,2.2266402439024398,2.127060975609756,3.0618597560975607,4.789024390243903,11.54479268292683,24.905189024390246,3.383859756097561,5.132792682926829,0.46355929923797695,0.6595109369362984,67.856,26.890243902439025,35.55701219512195,14.21128048780488,18.439024390243905,5.2926829268292686,7.426829268292684,1.7500000000000002,2.689024390243903,1.6646341463414636,2.603658536585366,2.475609756097561,3.6707317073170733,4.010060975609757,5.591463414634147,9.77439024390244,13.402439024390246,21.89420731707317,27.87408536585366,2.603658536585366,4.225609756097561,4.140243902439025,6.189024390243903,0.41690766649221156,0.5136732127568493,0.5613636363636363,0.7521367521367521,62.0,73.0
alexani01,25.889329268292684,7.826298780487805,7.771664634146342,2.4313475609756097,1.643420731707317,3.5124207317073175,4.959542682926829,9.058768292682927,20.614231707317074,2.7830548780487807,4.053810975609757,0.4393897179950179,0.6867335683900361,74.0,22.491768292682927,29.408536585365855,6.658536585365854,9.00609756097561,6.701219512195123,8.837499999999999,1.9634146341463417,2.9024390243902443,1.2378048780487805,2.048780487804878,2.9024390243902443,4.140243902439025,4.182926829268293,5.76219512195122,7.595426829268293,10.630182926829267,18.353658536585368,22.878048780487806,2.1341463414634148,3.457317073170732,3.2439024390243905,4.865853658536586,0.39014204481350273,0.49329215768272583,0.5832875457875458,0.7865168539325843,69.0,78.0
allengr01,35.120365853658534,10.419286585365855,7.755914634146342,2.838329268292683,1.366237804878049,3.6134512195121955,7.376506097560976,11.435353658536586,24.539993902439026,4.956341463414634,6.027256097560976,0.4660401622449159,0.8224468772292349,70.169,30.77439024390244,39.43902439024391,9.091463414634147,11.78048780487805,6.615853658536586,8.920731707317074,2.304878048780488,3.414634146341464,1.024390243902439,1.7500000000000002,3.030487804878049,4.225609756097561,6.189024390243903,8.536585365853659,9.689024390243903,13.189024390243903,21.8109756097561,27.35975609756098,4.01219512195122,5.935060975609755,4.951219512195122,7.213414634146342,0.4162502801308771,0.5131613756613757,0.7552183665391212,0.8843537414965986,65.0,75.0
allenja01,47.79617073170731,32.51124390243903,7.088054878048781,2.9016280487804877,3.6303109756097567,4.6242682926829275,0.0,19.682335365853657,29.88078048780488,8.671719512195123,12.096170731707318,0.6586705017616387,0.7168052339630764,75.962,43.23567073170732,52.28658536585366,29.707317073170735,35.172865853658536,6.101524390243903,8.067073170731708,2.347560975609756,3.414634146341464,3.030487804878049,4.225609756097561,3.967378048780488,5.335365853658537,0.0,0.0,17.45731707317073,22.02439024390244,27.058841463414634,32.78048780487805,7.253963414634147,10.117987804878048,10.371951219512196,13.74390243902439,0.6129981231373788,0.7012225479651667,0.6525636905144523,0.7781582376667702,72.0,80.0
alvarjo01,22.157219512195123,5.9637012195121955,8.244506097560976,3.0409451219512196,0.7408048780487805,3.220640243902439,4.127268292682927,7.8656097560975615,19.525134146341465,2.513768292682927,3.517286585365854,0.4027724405545706,0.7149556759637903,58.115,17.882012195121952,26.038719512195122,4.906402439024391,7.085365853658537,6.7439024390243905,9.733841463414633,2.432926829268293,3.713414634146342,0.5100609756097563,1.024390243902439,2.475609756097561,3.9268292682926833,3.2844512195121953,4.9939024390243905,6.359756097560976,9.51829268292683,16.603658536585368,22.664634146341466,1.8353658536585367,3.203353658536584,2.731707317073171,4.396341463414634,0.35169607056936647,0.45926613388330323,0.6021590909090909,0.8205128205128205,51.0,65.0
anderky01,21.81678048780488,12.31825,11.740707317073172,2.9796524390243904,2.334457317073171,3.5672682926829276,1.454036585365854,8.514817073170732,17.689853658536588,3.686951219512195,5.388975609756098,0.48133993113705736,0.684051634940219,69.861,18.865853658536587,24.79878048780488,10.457317073170733,14.130182926829267,10.156402439024392,13.359756097560977,2.3902439024390247,3.5853658536585367,1.8353658536585367,2.8597560975609757,2.9451219512195124,4.225609756097561,1.0670731707317074,1.8353658536585367,7.040548780487805,10.03048780487805,15.577134146341464,19.847560975609756,2.8597560975609757,4.5265243902439005,4.396341463414634,6.359756097560976,0.419641640716232,0.5440766833686429,0.5984219697947593,0.7752272119754077,64.0,75.0
