file,player,season,status
data\gamelogs\2024\baglema01.csv,Marvin Bagley III,2024,ok
data\gamelogs\2024\baldwpa01.csv,Patrick Baldwin Jr.,2024,ok
data\gamelogs\2024\ballla01.csv,LaMelo Ball,2024,ok
data\gamelogs\2024\balllo01.csv,,2024,empty_csv
data\gamelogs\2024\bambamo01.csv,Mo Bamba,2024,ok
data\gamelogs\2024\banchpa01.csv,Paolo Banchero,2024,ok
data\gamelogs\2024\banede01.csv,Desmond Bane,2024,ok
data\gamelogs\2024\bantoda01.csv,Dalano Banton,2024,ok
data\gamelogs\2024\barlodo01.csv,Dominick Barlow,2024,ok
data\gamelogs\2024\barneha01.csv,Harrison Barnes,2024,ok
data\gamelogs\2024\barnesc01.csv,Scottie Barnes,2024,ok
data\gamelogs\2024\barrerj01.csv,RJ Barrett,2024,ok
data\gamelogs\2024\bassech01.csv,Charles Bassey,2024,ok
data\gamelogs\2024\batesem01.csv,Emoni Bates,2024,ok
data\gamelogs\2024\batumni01.csv,Nicolas Batum,2024,ok
data\gamelogs\2024\bealbr01.csv,Bradley Beal,2024,ok
data\gamelogs\2024\beaslma01.csv,Malik Beasley,2024,ok
data\gamelogs\2024\beaucma01.csv,MarJon Beauchamp,2024,ok
data\gamelogs\2024\beysa01.csv,Saddiq Bey,2024,ok
data\gamelogs\2024\bitadgo01.csv,Goga Bitadze,2024,ok
data\gamelogs\2024\biyombi01.csv,Bismack Biyombo,2024,ok
data\gamelogs\2024\blackan01.csv,Anthony Black,2024,ok
data\gamelogs\2024\blackle01.csv,Leaky Black,2024,ok
data\gamelogs\2024\boehebu01.csv,Buddy Boeheim,2024,ok
data\gamelogs\2024\bogdabo01.csv,Bogdan Bogdanović,2024,ok
data\gamelogs\2024\bolbo01.csv,Bol Bol,2024,ok
data\gamelogs\2024\bookede01.csv,Devin Booker,2024,ok
data\gamelogs\2024\bostobr01.csv,Brandon Boston Jr.,2024,ok
data\gamelogs\2024\bouchch01.csv,Chris Boucher,2024,ok
data\gamelogs\2024\bouyeja01.csv,Jamaree Bouyea,2024,ok
data\gamelogs\2024\branhma01.csv,Malaki Branham,2024,ok
data\gamelogs\2024\braunch01.csv,Christian Braun,2024,ok
data\gamelogs\2024\bridgmi01.csv,Mikal Bridges,2024,ok
data\gamelogs\2024\brissos01.csv,Oshae Brissett,2024,ok
data\gamelogs\2024\brogdma01.csv,Malcolm Brogdon,2024,ok
data\gamelogs\2024\brookdi01.csv,Dillon Brooks,2024,ok
data\gamelogs\2024\brownbr01.csv,Bruce Brown,2024,ok
data\gamelogs\2024\brownja01.csv,Jaylen Brown,2024,ok
data\gamelogs\2024\brownko01.csv,Kobe Brown,2024,ok
data\gamelogs\2024\brownmo01.csv,Moses Brown,2024,ok
data\gamelogs\2024\brunsja01.csv,Jalen Brunson,2024,ok
data\gamelogs\2024\bryanth01.csv,Thomas Bryant,2024,ok
data\gamelogs\2024\bufkiko01.csv,Kobe Bufkin,2024,ok
data\gamelogs\2024\burksal01.csv,Alec Burks,2024,ok
data\gamelogs\2024\butleja02.csv,Jared Butler,2024,ok
data\gamelogs\2024\butleji01.csv,Jimmy Butler,2024,ok
data\gamelogs\2024\cainja01.csv,Jamal Cain,2024,ok
data\gamelogs\2024\caldwke01.csv,Kentavious Caldwell-Pope,2024,ok
data\gamelogs\2024\camarto01.csv,Toumani Camara,2024,ok
data\gamelogs\2024\cancavl01.csv,,2024,empty_csv
data\gamelogs\2024\capelca01.csv,Clint Capela,2024,ok
data\gamelogs\2024\carteje01.csv,Jevon Carter,2024,ok
data\gamelogs\2024\cartewe01.csv,Wendell Carter Jr.,2024,ok
data\gamelogs\2024\cartodj01.csv,D.J. Carton,2024,ok
data\gamelogs\2024\carusal01.csv,Alex Caruso,2024,ok
data\gamelogs\2024\castlco01.csv,Colin Castleton,2024,ok
data\gamelogs\2024\champju01.csv,Justin Champagnie,2024,ok
data\gamelogs\2024\chrisjo01.csv,,2024,empty_csv
data\gamelogs\2024\chrisma01.csv,Max Christie,2024,ok
data\gamelogs\2024\cissosi01.csv,Sidy Cissoko,2024,ok
data\gamelogs\2024\clarkbr01.csv,Brandon Clarke,2024,ok
data\gamelogs\2024\clarkjo01.csv,Jordan Clarkson,2024,ok
data\gamelogs\2024\claxtni01.csv,Nic Claxton,2024,ok
data\gamelogs\2024\clownno01.csv,Noah Clowney,2024,ok
data\gamelogs\2024\coffeam01.csv,Amir Coffey,2024,ok
data\gamelogs\2024\collijo01.csv,John Collins,2024,ok
data\gamelogs\2024\colliza01.csv,Zach Collins,2024,ok
data\gamelogs\2024\conlemi01.csv,Mike Conley,2024,ok
data\gamelogs\2024\connapa01.csv,Pat Connaughton,2024,ok
data\gamelogs\2024\coopesh01.csv,,2024,empty_csv
data\gamelogs\2024\coulibi01.csv,Bilal Coulibaly,2024,ok
data\gamelogs\2024\councri01.csv,Ricky Council IV,2024,ok
data\gamelogs\2024\craigto01.csv,Torrey Craig,2024,ok
data\gamelogs\2024\crowdja01.csv,Jae Crowder,2024,ok
data\gamelogs\2024\cunnica01.csv,Cade Cunningham,2024,ok
data\gamelogs\2024\curryse01.csv,Seth Curry,2024,ok
data\gamelogs\2024\curryst01.csv,Stephen Curry,2024,ok
data\gamelogs\2024\daniedy01.csv,Dyson Daniels,2024,ok
data\gamelogs\2024\davisan02.csv,Anthony Davis,2024,ok
data\gamelogs\2024\davisjd01.csv,JD Davison,2024,ok
data\gamelogs\2024\davisjo06.csv,Johnny Davis,2024,ok
data\gamelogs\2024\derozde01.csv,DeMar DeRozan,2024,ok
data\gamelogs\2024\diabamo01.csv,Moussa Diabaté,2024,ok
data\gamelogs\2024\dickgr01.csv,Gradey Dick,2024,ok
data\gamelogs\2024\diengou01.csv,Ousmane Dieng,2024,ok
data\gamelogs\2024\dinwisp01.csv,Spencer Dinwiddie,2024,ok
data\gamelogs\2024\divindo01.csv,Donte DiVincenzo,2024,ok
data\gamelogs\2024\doncilu01.csv,Luka Dončić,2024,ok
data\gamelogs\2024\dortlu01.csv,Luguentz Dort,2024,ok
data\gamelogs\2024\dosunay01.csv,Ayo Dosunmu,2024,ok
data\gamelogs\2024\dowtije01.csv,Jeff Dowtin Jr.,2024,ok
data\gamelogs\2024\drumman01.csv,Andre Drummond,2024,ok
data\gamelogs\2024\duartch01.csv,Chris Duarte,2024,ok
data\gamelogs\2024\dukeda01.csv,David Duke Jr.,2024,ok
data\gamelogs\2024\dunnkr01.csv,Kris Dunn,2024,ok
data\gamelogs\2024\duranke01.csv,Kevin Durant,2024,ok
data\gamelogs\2024\durenja01.csv,Jalen Duren,2024,ok
data\gamelogs\2024\easonta01.csv,Tari Eason,2024,ok
data\gamelogs\2024\edwaran01.csv,Anthony Edwards,2024,ok
data\gamelogs\2024\edwarke02.csv,Kessler Edwards,2024,ok
data\gamelogs\2024\elliske01.csv,Keon Ellis,2024,ok
data\gamelogs\2024\embiijo01.csv,Joel Embiid,2024,ok
data\gamelogs\2024\eubandr01.csv,Drew Eubanks,2024,ok
data\gamelogs\2024\evbuoto01.csv,Tosan Evbuomwan,2024,ok
data\gamelogs\2024\exumda01.csv,Dante Exum,2024,ok
data\gamelogs\2024\fernabr01.csv,Bruno Fernando,2024,ok
data\gamelogs\2024\finnedo01.csv,Dorian Finney-Smith,2024,ok
data\gamelogs\2024\flaglad01.csv,Adam Flagler,2024,ok
data\gamelogs\2024\flynnma01.csv,Malachi Flynn,2024,ok
data\gamelogs\2024\fontesi01.csv,Simone Fontecchio,2024,ok
data\gamelogs\2024\foxde01.csv,De'Aaron Fox,2024,ok
data\gamelogs\2024\fultzma01.csv,Markelle Fultz,2024,ok
data\gamelogs\2024\gaffoda01.csv,Daniel Gafford,2024,ok
data\gamelogs\2024\garlada01.csv,Darius Garland,2024,ok
data\gamelogs\2024\garzalu01.csv,Luka Garza,2024,ok
data\gamelogs\2024\georgke01.csv,Keyonte George,2024,ok
data\gamelogs\2024\georgpa01.csv,Paul George,2024,ok
data\gamelogs\2024\gibsota01.csv,Taj Gibson,2024,ok
data\gamelogs\2024\giddejo01.csv,Josh Giddey,2024,ok
data\gamelogs\2024\gilgesh01.csv,Shai Gilgeous-Alexander,2024,ok
data\gamelogs\2024\gillan01.csv,Anthony Gill,2024,ok
data\gamelogs\2024\gilleco01.csv,Collin Gillespie,2024,ok
data\gamelogs\2024\goberru01.csv,Rudy Gobert,2024,ok
data\gamelogs\2024\goodwjo01.csv,Jordan Goodwin,2024,ok
data\gamelogs\2024\gordoaa01.csv,Aaron Gordon,2024,ok
data\gamelogs\2024\gordoer01.csv,Eric Gordon,2024,ok
data\gamelogs\2024\grantje01.csv,Jerami Grant,2024,ok
data\gamelogs\2024\greenaj01.csv,A.J. Green,2024,ok
data\gamelogs\2024\greendr01.csv,Draymond Green,2024,ok
data\gamelogs\2024\greenja01.csv,Javonte Green,2024,ok
data\gamelogs\2024\greenje01.csv,Jeff Green,2024,ok
data\gamelogs\2024\greenjo01.csv,Josh Green,2024,ok
data\gamelogs\2024\grimequ01.csv,Quentin Grimes,2024,ok
data\gamelogs\2024\gueyemo01.csv,Mouhamed Gueye,2024,ok
data\gamelogs\2024\hachiru01.csv,Rui Hachimura,2024,ok
data\gamelogs\2024\halibty01.csv,Tyrese Haliburton,2024,ok
data\gamelogs\2024\hardati01.csv,Tim Hardaway Jr.,2024,ok
data\gamelogs\2024\hardeja01.csv,James Harden,2024,ok
data\gamelogs\2024\hardyja01.csv,Jaden Hardy,2024,ok
data\gamelogs\2024\harpero01.csv,Ron Harper Jr.,2024,ok
data\gamelogs\2024\harriga01.csv,Gary Harris,2024,ok
data\gamelogs\2024\harrito01.csv,Tobias Harris,2024,ok
data\gamelogs\2024\harteis01.csv,Isaiah Hartenstein,2024,ok
data\gamelogs\2024\hartjo01.csv,Josh Hart,2024,ok
data\gamelogs\2024\hausesa01.csv,Sam Hauser,2024,ok
data\gamelogs\2024\hawkijo01.csv,Jordan Hawkins,2024,ok
data\gamelogs\2024\hayesja01.csv,Jaxson Hayes,2024,ok
data\gamelogs\2024\hayeski01.csv,Killian Hayes,2024,ok
data\gamelogs\2024\hendesc01.csv,Scoot Henderson,2024,ok
data\gamelogs\2024\hendrta01.csv,Taylor Hendricks,2024,ok
data\gamelogs\2024\herroty01.csv,Tyler Herro,2024,ok
data\gamelogs\2024\hieldbu01.csv,Buddy Hield,2024,ok
data\gamelogs\2024\highsha01.csv,Haywood Highsmith,2024,ok
data\gamelogs\2024\holidaa01.csv,Aaron Holiday,2024,ok
data\gamelogs\2024\holidjr01.csv,Jrue Holiday,2024,ok
data\gamelogs\2024\holmeri01.csv,Richaun Holmes,2024,ok
data\gamelogs\2024\holmgch01.csv,Chet Holmgren,2024,ok
data\gamelogs\2024\hoodsja01.csv,Jalen Hood-Schifino,2024,ok
data\gamelogs\2024\horfoal01.csv,Al Horford,2024,ok
data\gamelogs\2024\hortota01.csv,Talen Horton-Tucker,2024,ok
data\gamelogs\2024\houstca01.csv,Caleb Houstan,2024,ok
data\gamelogs\2024\howarje01.csv,Jett Howard,2024,ok
data\gamelogs\2024\huertke01.csv,Kevin Huerter,2024,ok
data\gamelogs\2024\huffja01.csv,Jay Huff,2024,ok
data\gamelogs\2024\huntede01.csv,De'Andre Hunter,2024,ok
data\gamelogs\2024\hylanbo01.csv,Bones Hyland,2024,ok
data\gamelogs\2024\inglejo01.csv,Joe Ingles,2024,ok
data\gamelogs\2024\ingrabr01.csv,Brandon Ingram,2024,ok
data\gamelogs\2024\irvinky01.csv,Kyrie Irving,2024,ok
data\gamelogs\2024\isaacjo01.csv,Jonathan Isaac,2024,ok
data\gamelogs\2024\iveyja01.csv,Jaden Ivey,2024,ok
data\gamelogs\2024\jacksan01.csv,Andre Jackson Jr.,2024,ok
data\gamelogs\2024\jacksgg01.csv,GG Jackson II,2024,ok
data\gamelogs\2024\jacksis01.csv,Isaiah Jackson,2024,ok
data\gamelogs\2024\jacksja01.csv,Jaren Jackson Jr.,2024,ok
data\gamelogs\2024\jacksqu01.csv,Quenton Jackson,2024,ok
data\gamelogs\2024\jacksre01.csv,Reggie Jackson,2024,ok
data\gamelogs\2024\jackstr01.csv,Trayce Jackson-Davis,2024,ok
data\gamelogs\2024\jamesle01.csv,LeBron James,2024,ok
data\gamelogs\2024\jaqueja01.csv,Jaime Jaquez Jr.,2024,ok
data\gamelogs\2024\jarrede01.csv,DeJon Jarreau,2024,ok
data\gamelogs\2024\jeffrda01.csv,DaQuan Jeffries,2024,ok
data\gamelogs\2024\jemistr01.csv,Trey Jemison,2024,ok
data\gamelogs\2024\jeromty01.csv,Ty Jerome,2024,ok
data\gamelogs\2024\joeis01.csv,Isaiah Joe,2024,ok
data\gamelogs\2024\johnsca01.csv,Cameron Johnson,2024,ok
data\gamelogs\2024\johnsja01.csv,James Johnson,2024,ok
data\gamelogs\2024\johnske01.csv,Keldon Johnson,2024,ok
data\gamelogs\2024\johnske04.csv,Keon Johnson,2024,ok
data\gamelogs\2024\jokicni01.csv,Nikola Jokić,2024,ok
data\gamelogs\2024\jonesco01.csv,Colby Jones,2024,ok
data\gamelogs\2024\jonesde01.csv,Derrick Jones Jr.,2024,ok
data\gamelogs\2024\joneshe01.csv,Herbert Jones,2024,ok
data\gamelogs\2024\joneska01.csv,,2024,empty_csv
data\gamelogs\2024\jonesma05.csv,Mason Jones,2024,ok
data\gamelogs\2024\jonestr01.csv,Tre Jones,2024,ok
data\gamelogs\2024\jonesty01.csv,Tyus Jones,2024,ok
data\gamelogs\2024\jordade01.csv,DeAndre Jordan,2024,ok
data\gamelogs\2024\josepco01.csv,Cory Joseph,2024,ok
data\gamelogs\2024\jovicni01.csv,Nikola Jović,2024,ok
data\gamelogs\2024\juzanjo01.csv,Johnny Juzang,2024,ok
data\gamelogs\2024\kennalu01.csv,Luke Kennard,2024,ok
data\gamelogs\2024\kesslwa01.csv,Walker Kessler,2024,ok
data\gamelogs\2024\keybr01.csv,Braxton Key,2024,ok
data\gamelogs\2024\kispeco01.csv,Corey Kispert,2024,ok
data\gamelogs\2024\klebima01.csv,Maxi Kleber,2024,ok
data\gamelogs\2024\knoxke01.csv,Kevin Knox,2024,ok
data\gamelogs\2024\kolokch01.csv,,2024,empty_csv
data\gamelogs\2024\konchjo01.csv,John Konchar,2024,ok
data\gamelogs\2024\kornelu01.csv,Luke Kornet,2024,ok
data\gamelogs\2024\krejcvi01.csv,Vit Krejci,2024,ok
data\gamelogs\2024\kuminjo01.csv,Jonathan Kuminga,2024,ok
data\gamelogs\2024\kuzmaky01.csv,Kyle Kuzma,2024,ok
data\gamelogs\2024\landajo01.csv,Jock Landale,2024,ok
data\gamelogs\2024\laravja01.csv,Jake LaRavia,2024,ok
data\gamelogs\2024\lavinza01.csv,Zach LaVine,2024,ok
data\gamelogs\2024\lawsoaj01.csv,A.J. Lawson,2024,ok
data\gamelogs\2024\leeda03.csv,,2024,empty_csv
data\gamelogs\2024\lenal01.csv,Alex Len,2024,ok
data\gamelogs\2024\leonaka01.csv,Kawhi Leonard,2024,ok
data\gamelogs\2024\leverca01.csv,Caris LeVert,2024,ok
data\gamelogs\2024\lewisma05.csv,Maxwell Lewis,2024,ok
data\gamelogs\2024\liddeej01.csv,E.J. Liddell,2024,ok
data\gamelogs\2024\lillada01.csv,Damian Lillard,2024,ok
data\gamelogs\2024\livelde01.csv,Dereck Lively II,2024,ok
data\gamelogs\2024\liveris01.csv,Isaiah Livers,2024,ok
data\gamelogs\2024\livinch01.csv,Chris Livingston,2024,ok
data\gamelogs\2024\looneke01.csv,Kevon Looney,2024,ok
data\gamelogs\2024\lopezbr01.csv,Brook Lopez,2024,ok
data\gamelogs\2024\loveke01.csv,Kevin Love,2024,ok
data\gamelogs\2024\lowryky01.csv,Kyle Lowry,2024,ok
data\gamelogs\2024\lylestr01.csv,Trey Lyles,2024,ok
data\gamelogs\2024\mamuksa01.csv,Sandro Mamukelashvili,2024,ok
data\gamelogs\2024\mannte01.csv,Terance Mann,2024,ok
data\gamelogs\2024\manntr01.csv,Tre Mann,2024,ok
data\gamelogs\2024\markkla01.csv,Lauri Markkanen,2024,ok
data\gamelogs\2024\marshna01.csv,Naji Marshall,2024,ok
data\gamelogs\2024\martica01.csv,Caleb Martin,2024,ok
data\gamelogs\2024\martico01.csv,Cody Martin,2024,ok
data\gamelogs\2024\martike04.csv,KJ Martin,2024,ok
data\gamelogs\2024\mathega01.csv,Garrison Mathews,2024,ok
data\gamelogs\2024\mathube01.csv,Bennedict Mathurin,2024,ok
data\gamelogs\2024\maxeyty01.csv,Tyrese Maxey,2024,ok
data\gamelogs\2024\mcbrimi01.csv,Miles McBride,2024,ok
data\gamelogs\2024\mccolcj01.csv,CJ McCollum,2024,ok
data\gamelogs\2024\mccontj01.csv,T.J. McConnell,2024,ok
data\gamelogs\2024\mcdanja01.csv,Jaden McDaniels,2024,ok
data\gamelogs\2024\mcderdo01.csv,Doug McDermott,2024,ok
data\gamelogs\2024\mcgowbr01.csv,Bryce McGowens,2024,ok
data\gamelogs\2024\mclaujo01.csv,Jordan McLaughlin,2024,ok
data\gamelogs\2024\meltode01.csv,De'Anthony Melton,2024,ok
data\gamelogs\2024\merrisa01.csv,Sam Merrill,2024,ok
data\gamelogs\2024\micicva01.csv,Vasilije Micić,2024,ok
data\gamelogs\2024\middlkh01.csv,Khris Middleton,2024,ok
data\gamelogs\2024\millebr02.csv,Brandon Miller,2024,ok
data\gamelogs\2024\millejo01.csv,Jordan Miller,2024,ok
data\gamelogs\2024\millele01.csv,Leonard Miller,2024,ok
data\gamelogs\2024\millspa02.csv,Patty Mills,2024,ok
data\gamelogs\2024\miltosh01.csv,Shake Milton,2024,ok
data\gamelogs\2024\minayju01.csv,Justin Minaya,2024,ok
data\gamelogs\2024\minotjo01.csv,Josh Minott,2024,ok
data\gamelogs\2024\mitchda01.csv,Davion Mitchell,2024,ok
data\gamelogs\2024\mitchdo01.csv,Donovan Mitchell,2024,ok
data\gamelogs\2024\mobleev01.csv,Evan Mobley,2024,ok
data\gamelogs\2024\mobleis01.csv,Isaiah Mobley,2024,ok
data\gamelogs\2024\monkma01.csv,Malik Monk,2024,ok
data\gamelogs\2024\moodymo01.csv,Moses Moody,2024,ok
data\gamelogs\2024\mooreta02.csv,Taze Moore,2024,ok
data\gamelogs\2024\moorewe01.csv,Wendell Moore Jr.,2024,ok
data\gamelogs\2024\moranja01.csv,Ja Morant,2024,ok
data\gamelogs\2024\morrima02.csv,Markieff Morris,2024,ok
data\gamelogs\2024\morrimo01.csv,Monte Morris,2024,ok
data\gamelogs\2024\murphtr01.csv,Trey Murphy III,2024,ok
data\gamelogs\2024\murrade01.csv,Dejounte Murray,2024,ok
data\gamelogs\2024\murraja01.csv,Jamal Murray,2024,ok
data\gamelogs\2024\murrake01.csv,Keegan Murray,2024,ok
data\gamelogs\2024\murrakr01.csv,Kris Murray,2024,ok
data\gamelogs\2024\mykhasv01.csv,Svi Mykhailiuk,2024,ok
data\gamelogs\2024\nancela01.csv,Larry Nance Jr.,2024,ok
data\gamelogs\2024\nancepe01.csv,Pete Nance,2024,ok
data\gamelogs\2024\nembhan01.csv,Andrew Nembhard,2024,ok
data\gamelogs\2024\nesmiaa01.csv,Aaron Nesmith,2024,ok
data\gamelogs\2024\niangge01.csv,Georges Niang,2024,ok
data\gamelogs\2024\nixda01.csv,Daishen Nix,2024,ok
data\gamelogs\2024\nnajize01.csv,Zeke Nnaji,2024,ok
data\gamelogs\2024\nowelja01.csv,Jaylen Nowell,2024,ok
data\gamelogs\2024\nurkiju01.csv,Jusuf Nurkić,2024,ok
data\gamelogs\2024\okekech01.csv,Chuma Okeke,2024,ok
data\gamelogs\2024\okogijo01.csv,Josh Okogie,2024,ok
data\gamelogs\2024\okongon01.csv,Onyeka Okongwu,2024,ok
data\gamelogs\2024\okorois01.csv,Isaac Okoro,2024,ok
data\gamelogs\2024\olynyke01.csv,Kelly Olynyk,2024,ok
data\gamelogs\2024\onealro01.csv,Royce O'Neale,2024,ok
data\gamelogs\2024\oubreke01.csv,Kelly Oubre Jr.,2024,ok
data\gamelogs\2024\paulch01.csv,Chris Paul,2024,ok
data\gamelogs\2024\payneca01.csv,Cameron Payne,2024,ok
data\gamelogs\2024\paytoga01.csv,Gary Payton II,2024,ok
data\gamelogs\2024\peterdr01.csv,Drew Peterson,2024,ok
data\gamelogs\2024\phillju01.csv,Julian Phillips,2024,ok
data\gamelogs\2024\pickeja01.csv,Jalen Pickett,2024,ok
data\gamelogs\2024\pippesc01.csv,Scotty Pippen Jr.,2024,ok
data\gamelogs\2024\plumlma01.csv,Mason Plumlee,2024,ok
data\gamelogs\2024\podzibr01.csv,Brandin Podziemski,2024,ok
data\gamelogs\2024\poeltja01.csv,Jakob Poeltl,2024,ok
data\gamelogs\2024\poolejo01.csv,Jordan Poole,2024,ok
data\gamelogs\2024\portecr01.csv,Craig Porter Jr.,2024,ok
data\gamelogs\2024\portemi01.csv,Michael Porter Jr.,2024,ok
data\gamelogs\2024\portibo01.csv,Bobby Portis,2024,ok
data\gamelogs\2024\porzikr01.csv,Kristaps Porziņģis,2024,ok
data\gamelogs\2024\pottemi01.csv,Micah Potter,2024,ok
data\gamelogs\2024\poweldw01.csv,Dwight Powell,2024,ok
data\gamelogs\2024\powelno01.csv,Norman Powell,2024,ok
data\gamelogs\2024\princta01.csv,Taurean Prince,2024,ok
data\gamelogs\2024\pritcpa01.csv,Payton Pritchard,2024,ok
data\gamelogs\2024\prospol01.csv,Olivier-Maxence Prosper,2024,ok
data\gamelogs\2024\queentr01.csv,Trevelin Queen,2024,ok
data\gamelogs\2024\quetane01.csv,Neemias Queta,2024,ok
data\gamelogs\2024\quickim01.csv,Immanuel Quickley,2024,ok
data\gamelogs\2024\quinole01.csv,Lester Quiñones,2024,ok
data\gamelogs\2024\randlju01.csv,Julius Randle,2024,ok
data\gamelogs\2024\reathdu01.csv,Duop Reath,2024,ok
data\gamelogs\2024\reaveau01.csv,Austin Reaves,2024,ok
data\gamelogs\2024\reddica01.csv,Cam Reddish,2024,ok
data\gamelogs\2024\reedpa01.csv,Paul Reed,2024,ok
data\gamelogs\2024\reidna01.csv,Naz Reid,2024,ok
data\gamelogs\2024\rhodeja01.csv,Jared Rhoden,2024,ok
data\gamelogs\2024\richajo01.csv,Josh Richardson,2024,ok
data\gamelogs\2024\richani01.csv,Nick Richards,2024,ok
data\gamelogs\2024\robindu01.csv,Duncan Robinson,2024,ok
data\gamelogs\2024\robinje01.csv,Jeremiah Robinson-Earl,2024,ok
data\gamelogs\2024\robinmi01.csv,Mitchell Robinson,2024,ok
data\gamelogs\2024\robinor01.csv,Orlando Robinson,2024,ok
data\gamelogs\2024\roddyda01.csv,David Roddy,2024,ok
data\gamelogs\2024\rolliry01.csv,Ryan Rollins,2024,ok
data\gamelogs\2024\roziete01.csv,Terry Rozier,2024,ok
data\gamelogs\2024\ruperra01.csv,Rayan Rupert,2024,ok
data\gamelogs\2024\russeda01.csv,D'Angelo Russell,2024,ok
data\gamelogs\2024\ryanma01.csv,Matt Ryan,2024,ok
data\gamelogs\2024\sabondo01.csv,Domantas Sabonis,2024,ok
data\gamelogs\2024\sanogad01.csv,Adama Sanogo,2024,ok
data\gamelogs\2024\santogu01.csv,Gui Santos,2024,ok
data\gamelogs\2024\saricda01.csv,Dario Šarić,2024,ok
data\gamelogs\2024\sarrol01.csv,Olivier Sarr,2024,ok
data\gamelogs\2024\sassema01.csv,Marcus Sasser,2024,ok
data\gamelogs\2024\schrode01.csv,Dennis Schröder,2024,ok
data\gamelogs\2024\sengual01.csv,Alperen Şengün,2024,ok
data\gamelogs\2024\sensabr01.csv,Brice Sensabaugh,2024,ok
data\gamelogs\2024\sextoco01.csv,Collin Sexton,2024,ok
data\gamelogs\2024\shamela01.csv,Landry Shamet,2024,ok
data\gamelogs\2024\sharpda01.csv,Day'Ron Sharpe,2024,ok
data\gamelogs\2024\sharpsh01.csv,Shaedon Sharpe,2024,ok
data\gamelogs\2024\sheppbe01.csv,Ben Sheppard,2024,ok
data\gamelogs\2024\siakapa01.csv,Pascal Siakam,2024,ok
data\gamelogs\2024\simmobe01.csv,Ben Simmons,2024,ok
data\gamelogs\2024\simonan01.csv,Anfernee Simons,2024,ok
data\gamelogs\2024\simsje01.csv,Jericho Sims,2024,ok
data\gamelogs\2024\slawsja01.csv,Jalen Slawson,2024,ok
data\gamelogs\2024\smartma01.csv,Marcus Smart,2024,ok
data\gamelogs\2024\smithdr01.csv,Dru Smith,2024,ok
data\gamelogs\2024\smithja01.csv,Jalen Smith,2024,ok
data\gamelogs\2024\smithja04.csv,Jabari Smith Jr.,2024,ok
data\gamelogs\2024\smithni01.csv,Nick Smith Jr.,2024,ok
data\gamelogs\2024\sochaje01.csv,Jeremy Sochan,2024,ok
data\gamelogs\2024\spencpa01.csv,Pat Spencer,2024,ok
data\gamelogs\2024\sprinja01.csv,Jaden Springer,2024,ok
data\gamelogs\2024\stevela01.csv,Lamar Stevens,2024,ok
data\gamelogs\2024\stewais01.csv,Isaiah Stewart,2024,ok
data\gamelogs\2024\strawju01.csv,Julian Strawther,2024,ok
data\gamelogs\2024\strusma01.csv,Max Strus,2024,ok
data\gamelogs\2024\suggsja01.csv,Jalen Suggs,2024,ok
data\gamelogs\2024\swideco01.csv,Cole Swider,2024,ok
data\gamelogs\2024\tateja01.csv,Jae'Sean Tate,2024,ok
data\gamelogs\2024\tatumja01.csv,Jayson Tatum,2024,ok
data\gamelogs\2024\taylote01.csv,Terry Taylor,2024,ok
data\gamelogs\2024\templga01.csv,Garrett Temple,2024,ok
data\gamelogs\2024\terryda01.csv,Dalen Terry,2024,ok
data\gamelogs\2024\theisda01.csv,Daniel Theis,2024,ok
data\gamelogs\2024\thomaca01.csv,Cam Thomas,2024,ok
data\gamelogs\2024\thompam01.csv,Amen Thompson,2024,ok
data\gamelogs\2024\thompau01.csv,Ausar Thompson,2024,ok
data\gamelogs\2024\thompkl01.csv,Klay Thompson,2024,ok
data\gamelogs\2024\thomptr01.csv,Tristan Thompson,2024,ok
data\gamelogs\2024\thorjt01.csv,JT Thor,2024,ok
data\gamelogs\2024\thybuma01.csv,Matisse Thybulle,2024,ok
data\gamelogs\2024\tillmxa01.csv,Xavier Tillman Sr.,2024,ok
data\gamelogs\2024\toppija01.csv,Jacob Toppin,2024,ok
data\gamelogs\2024\toppiob01.csv,Obi Toppin,2024,ok
data\gamelogs\2024\townska01.csv,Karl-Anthony Towns,2024,ok
data\gamelogs\2024\trentga01.csv,Gary Trent Jr.,2024,ok
data\gamelogs\2024\tshieos01.csv,Oscar Tshiebwe,2024,ok
data\gamelogs\2024\tuckepj01.csv,P.J. Tucker,2024,ok
data\gamelogs\2024\turnemy01.csv,Myles Turner,2024,ok
data\gamelogs\2024\tysonhu01.csv,Hunter Tyson,2024,ok
data\gamelogs\2024\umudest01.csv,Stanley Umude,2024,ok
data\gamelogs\2024\valanjo01.csv,Jonas Valančiūnas,2024,ok
data\gamelogs\2024\vandeja01.csv,Jarred Vanderbilt,2024,ok
data\gamelogs\2024\vanvlfr01.csv,Fred VanVleet,2024,ok
data\gamelogs\2024\vassede01.csv,Devin Vassell,2024,ok
data\gamelogs\2024\vincega01.csv,Gabe Vincent,2024,ok
data\gamelogs\2024\vucevni01.csv,Nikola Vučević,2024,ok
data\gamelogs\2024\vukcetr01.csv,Tristan Vukcevic,2024,ok
data\gamelogs\2024\wadede01.csv,Dean Wade,2024,ok
data\gamelogs\2024\wagnefr01.csv,Franz Wagner,2024,ok
data\gamelogs\2024\wagnemo01.csv,Moritz Wagner,2024,ok
data\gamelogs\2024\walkeja01.csv,Jarace Walker,2024,ok
data\gamelogs\2024\walkelo01.csv,Lonnie Walker IV,2024,ok
