player,season,old_url,new_url
Jahmir Young,2025,https://www.basketball-reference.com/players/y/youngja01/gamelog/2025,https://www.basketball-reference.com/players/y/youngja05/gamelog/2025
Cameron Johnson,2025,https://www.basketball-reference.com/players/j/johnsca01/gamelog/2025,https://www.basketball-reference.com/players/j/johnsca02/gamelog/2025
Cam Thomas,2026,https://www.basketball-reference.com/players/t/thomaca01/gamelog/2026,https://www.basketball-reference.com/players/t/thomaca02/gamelog/2026
Larry Nance Jr.,2025,https://www.basketball-reference.com/players/n/nancela01/gamelog/2025,https://www.basketball-reference.com/players/n/nancela02/gamelog/2025
Tolu Smith,2025,https://www.basketball-reference.com/players/s/smithto01/gamelog/2025,https://www.basketball-reference.com/players/s/smithto05/gamelog/2025
Derrick Jones Jr.,2025,https://www.basketball-reference.com/players/j/jonesde01/gamelog/2025,https://www.basketball-reference.com/players/j/jonesde02/gamelog/2025
TyTy Washington Jr.,2026,https://www.basketball-reference.com/players/w/washity01/gamelog/2026,https://www.basketball-reference.com/players/w/washity02/gamelog/2026
Maxi Kleber,2024,https://www.basketball-reference.com/players/k/klebema01/gamelog/2024,https://www.basketball-reference.com/players/k/klebima01/gamelog/2024
Trey Murphy III,2026,https://www.basketball-reference.com/players/m/murphtr01/gamelog/2026,https://www.basketball-reference.com/players/m/murphtr02/gamelog/2026
Mark Williams,2024,https://www.basketball-reference.com/players/w/willima01/gamelog/2024,https://www.basketball-reference.com/players/w/willima07/gamelog/2024
Bub Carrington,2026,https://www.basketball-reference.com/players/c/carribu01/gamelog/2026,https://www.basketball-reference.com/players/c/carrica01/gamelog/2026
Jalen Williams,2023,https://www.basketball-reference.com/players/w/willija01/gamelog/2023,https://www.basketball-reference.com/players/w/willija06/gamelog/2023
Keegan Murray,2026,https://www.basketball-reference.com/players/m/murrake01/gamelog/2026,https://www.basketball-reference.com/players/m/murrake02/gamelog/2026
Jaren Jackson Jr.,2024,https://www.basketball-reference.com/players/j/jacksja01/gamelog/2024,https://www.basketball-reference.com/players/j/jacksja02/gamelog/2024
Clint Capela,2024,https://www.basketball-reference.com/players/c/capelcl01/gamelog/2024,https://www.basketball-reference.com/players/c/capelca01/gamelog/2024
Alondes Williams,2025,https://www.basketball-reference.com/players/w/willial01/gamelog/2025,https://www.basketball-reference.com/players/w/willial06/gamelog/2025
Dennis Schröder,2024,https://www.basketball-reference.com/players/s/schrdde01/gamelog/2024,https://www.basketball-reference.com/players/s/schrode01/gamelog/2024
Dennis Schröder,2023,https://www.basketball-reference.com/players/s/schrdde01/gamelog/2023,https://www.basketball-reference.com/players/s/schrode01/gamelog/2023
Dario Šarić,2026,https://www.basketball-reference.com/players/a/arida01/gamelog/2026,https://www.basketball-reference.com/players/s/saricda01/gamelog/2026
Jabari Smith Jr.,2025,https://www.basketball-reference.com/players/s/smithja01/gamelog/2025,https://www.basketball-reference.com/players/s/smithja04/gamelog/2025
Tobias Harris,2025,https://www.basketball-reference.com/players/h/harrito01/gamelog/2025,https://www.basketball-reference.com/players/h/harrito02/gamelog/2025
Cameron Johnson,2023,https://www.basketball-reference.com/players/j/johnsca01/gamelog/2023,https://www.basketball-reference.com/players/j/johnsca02/gamelog/2023
Jaxson Hayes,2024,https://www.basketball-reference.com/players/h/hayesja01/gamelog/2024,https://www.basketball-reference.com/players/h/hayesja02/gamelog/2024
Jeff Green,2023,https://www.basketball-reference.com/players/g/greenje01/gamelog/2023,https://www.basketball-reference.com/players/g/greenje02/gamelog/2023
TyTy Washington Jr.,2025,https://www.basketball-reference.com/players/w/washity01/gamelog/2025,https://www.basketball-reference.com/players/w/washity02/gamelog/2025
Kevin Porter Jr.,2026,https://www.basketball-reference.com/players/p/porteke01/gamelog/2026,https://www.basketball-reference.com/players/p/porteke02/gamelog/2026
Jalen Smith,2026,https://www.basketball-reference.com/players/s/smithja01/gamelog/2026,https://www.basketball-reference.com/players/s/smithja04/gamelog/2026
Jaden Hardy,2025,https://www.basketball-reference.com/players/h/hardyja01/gamelog/2025,https://www.basketball-reference.com/players/h/hardyja02/gamelog/2025
Luka Dončić,2023,https://www.basketball-reference.com/players/d/donilu01/gamelog/2023,https://www.basketball-reference.com/players/d/doncilu01/gamelog/2023
Max Christie,2024,https://www.basketball-reference.com/players/c/chrisma01/gamelog/2024,https://www.basketball-reference.com/players/c/chrisma02/gamelog/2024
Jaxson Hayes,2026,https://www.basketball-reference.com/players/h/hayesja01/gamelog/2026,https://www.basketball-reference.com/players/h/hayesja02/gamelog/2026
Bronny James,2026,https://www.basketball-reference.com/players/j/jamesbr01/gamelog/2026,https://www.basketball-reference.com/players/j/jamesbr02/gamelog/2026
Brandon Miller,2024,https://www.basketball-reference.com/players/m/millebr01/gamelog/2024,https://www.basketball-reference.com/players/m/millebr02/gamelog/2024
Maxi Kleber,2025,https://www.basketball-reference.com/players/k/klebema01/gamelog/2025,https://www.basketball-reference.com/players/k/klebima01/gamelog/2025
Jaylen Clark,2025,https://www.basketball-reference.com/players/c/clarkja01/gamelog/2025,https://www.basketball-reference.com/players/c/clarkja02/gamelog/2025
Colby Jones,2024,https://www.basketball-reference.com/players/j/jonesco01/gamelog/2024,https://www.basketball-reference.com/players/j/jonesco02/gamelog/2024
Dennis Schröder,2025,https://www.basketball-reference.com/players/s/schrdde01/gamelog/2025,https://www.basketball-reference.com/players/s/schrode01/gamelog/2025
Jabari Smith Jr.,2024,https://www.basketball-reference.com/players/s/smithja01/gamelog/2024,https://www.basketball-reference.com/players/s/smithja04/gamelog/2024
Jeremiah Robinson-Earl,2025,https://www.basketball-reference.com/players/r/robinje01/gamelog/2025,https://www.basketball-reference.com/players/r/robinje02/gamelog/2025
Jaxson Hayes,2025,https://www.basketball-reference.com/players/h/hayesja01/gamelog/2025,https://www.basketball-reference.com/players/h/hayesja02/gamelog/2025
Jordan Miller,2025,https://www.basketball-reference.com/players/m/millejo01/gamelog/2025,https://www.basketball-reference.com/players/m/millejo02/gamelog/2025
Bub Carrington,2025,https://www.basketball-reference.com/players/c/carribu01/gamelog/2025,https://www.basketball-reference.com/players/c/carrica01/gamelog/2025
Dario Šarić,2025,https://www.basketball-reference.com/players/a/arida01/gamelog/2025,https://www.basketball-reference.com/players/s/saricda01/gamelog/2025
Jalen Smith,2024,https://www.basketball-reference.com/players/s/smithja01/gamelog/2024,https://www.basketball-reference.com/players/s/smithja04/gamelog/2024
Scotty Pippen Jr.,2024,https://www.basketball-reference.com/players/p/pippesc01/gamelog/2024,https://www.basketball-reference.com/players/p/pippesc02/gamelog/2024
Taurean Prince,2024,https://www.basketball-reference.com/players/p/princta01/gamelog/2024,https://www.basketball-reference.com/players/p/princta02/gamelog/2024
