player_id,ROLE_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,FG3M_mean,FGM_mean,FGA_mean,FTM_mean,FTA_mean,FG%_mean,FT%_mean,games_played_mean,ROLE_ci_lo,ROLE_ci_hi,PTS_ci_lo,PTS_ci_hi,REB_ci_lo,REB_ci_hi,AST_ci_lo,AST_ci_hi,STL_ci_lo,STL_ci_hi,BLK_ci_lo,BLK_ci_hi,TOV_ci_lo,TOV_ci_hi,FG3M_ci_lo,FG3M_ci_hi,FGM_ci_lo,FGM_ci_hi,FGA_ci_lo,FGA_ci_hi,FTM_ci_lo,FTM_ci_hi,FTA_ci_lo,FTA_ci_hi,FG%_ci_lo,FG%_ci_hi,FT%_ci_lo,FT%_ci_hi,games_played_ci_lo,games_played_ci_hi
beaslma01,64.88786585365854,51.26432926829269,11.639776422764228,6.051727642276424,3.363983739837398,0.3872764227642277,3.717825203252033,12.491443089430897,17.884430894308945,41.75172764227643,3.150426829268293,5.052520325203253,0.4283454473563735,0.6236673678843863,79.11333333333333,60.60762195121952,69.36189024390244,45.613109756097565,57.49603658536586,10.158536585365855,13.146341463414634,5.036585365853659,6.957317073170732,2.772256097560976,3.9268292682926833,0.2134146341463415,0.5975609756097562,3.030487804878049,4.398475609756098,10.879878048780489,14.213414634146345,15.577134146341464,20.48780487804878,37.987804878048784,45.50640243902439,2.3902439024390247,3.928963414634147,3.969512195121952,6.146341463414634,0.3877682569090628,0.4707546479160018,0.519984251968504,0.7265345765345765,76.0,82.0
bolbo01,22.70987804878049,16.23288617886179,8.229837398373984,1.5034349593495937,0.7920528455284553,1.9638414634146344,1.7307926829268292,1.936382113821138,6.405284552845529,11.776219512195125,1.4109552845528457,2.087052845528455,0.5444144969698498,0.6766286842733488,46.45333333333333,17.158536585365855,28.59969512195122,11.257621951219514,21.59969512195122,5.719512195121951,10.926829268292684,0.9390243902439024,2.1362804878048784,0.4695121951219512,1.1097560975609757,1.2804878048780488,2.731707317073171,1.152439024390244,2.3902439024390247,1.3231707317073171,2.5631097560975613,4.223475609756098,8.792682926829269,8.235670731707318,15.709451219512196,0.8515243902439026,2.00609756097561,1.3658536585365857,2.9024390243902443,0.4483388961340377,0.6531340831543031,0.5183990442054958,0.8378814298169137,39.0,54.0
bostobr01,28.28711382113821,17.950447154471547,5.1994918699187,3.149857723577236,1.8532926829268288,0.5171747967479676,2.310142276422764,1.8678048780487808,6.737073170731708,15.63831300813008,2.773678861788618,3.8945325203252046,0.4305117484360607,0.7122664152472424,39.906666666666666,20.445121951219512,35.00213414634146,12.459146341463416,23.82774390243903,3.66859756097561,6.918902439024391,2.17469512195122,4.310975609756098,1.2804878048780488,2.520426829268293,0.2966463414634147,0.7682926829268293,1.579268292682927,3.160670731707317,1.2804878048780488,2.518292682926829,4.522256097560976,9.048780487804878,11.217073170731709,20.11006097560976,1.8353658536585369,3.884146341463415,2.68689024390244,5.207317073170732,0.3468332160450387,0.5077182634571444,0.588156862745098,0.8392967372134039,33.0,47.0
brissos01,19.36837398373984,11.99418699186992,6.299715447154472,1.4789634146341466,1.083577235772358,0.7520731707317073,1.8288211382113824,1.4241869918699186,4.141239837398373,8.893841463414635,2.348130081300813,4.110650406504065,0.4662161072293488,0.5708025861601099,34.82666666666667,14.042682926829269,24.47012195121952,7.853658536585367,16.057317073170736,4.182926829268293,8.540853658536587,0.9795731707317076,2.048780487804878,0.5975609756097562,1.5365853658536586,0.426829268292683,1.0670731707317074,1.1097560975609757,2.603658536585366,0.9817073170731708,1.9634146341463417,2.5161585365853663,5.8048780487804885,6.060975609756098,11.782621951219513,1.363719512195122,3.459451219512196,2.729573170731708,5.634146341463415,0.3577248798352025,0.5721143018018019,0.4071519795657726,0.7132883738601825,27.0,42.0
brogdma01,34.64871951219512,22.25829268292683,6.321483739837398,7.140853658536586,1.13010162601626,0.4330894308943089,2.6067886178861785,2.2741463414634144,7.675528455284554,17.349756097560977,4.869552845528456,5.921829268292684,0.4424206322209409,0.8222955500684045,38.76,26.928658536585367,42.13231707317074,16.639939024390245,28.343597560975613,4.603353658536586,7.981707317073171,5.335365853658537,9.095731707317077,0.7256097560975611,1.5365853658536586,0.2134146341463415,0.6829268292682927,1.7926829268292683,3.374085365853659,1.5771341463414634,2.9878048780487805,5.420731707317073,9.98780487804878,13.146341463414634,21.72987804878049,3.2844512195121958,6.532621951219514,4.052743902439024,7.896341463414634,0.3704828241537579,0.5167810821974391,0.7380699088145897,0.895,32.0,46.0
brownmo01,9.91680894308943,6.959451219512195,5.069166666666667,0.3788821138211383,0.5710975609756097,0.5183130081300814,1.0064634146341462,0.0,2.859613821138212,4.597662601626017,1.017276422764228,2.0176219512195126,0.6224784177858583,0.5023345164932095,25.88,6.259451219512195,13.78658536585366,3.877743902439025,10.418902439024391,3.1137195121951224,7.770426829268294,0.1707317073170731,0.6402439024390244,0.2560975609756097,0.9390243902439024,0.2539634146341464,0.8131097560975615,0.5121951219512195,1.4960365853658542,0.0,0.0,1.4064024390243903,4.441158536585367,2.5161585365853663,6.871951219512195,0.4246951219512196,1.7948170731707322,1.1076219512195122,3.1179878048780494,0.44,0.7829089408178818,0.279768115942029,0.7222222222222222,18.950000000000003,32.05000000000001
burksal01,28.39481707317073,21.894634146341467,6.393902439024391,3.4181910569105693,1.552378048780488,0.4865853658536586,1.9316869918699189,4.715182926829269,6.62339430894309,16.265752032520325,3.673292682926829,4.915365853658538,0.4071629752335047,0.7468473430462634,56.13,23.558841463414637,33.3844512195122,17.152134146341464,26.97560975609756,4.993902439024391,8.152439024390244,2.5588414634146344,4.357926829268293,1.1097560975609757,2.048780487804878,0.2560975609756097,0.7256097560975611,1.4085365853658538,2.475609756097561,3.414634146341464,5.975609756097561,4.607621951219513,8.839634146341465,12.503963414634148,20.152743902439028,2.432926829268293,4.910670731707318,3.542682926829269,6.36189024390244,0.3318343740584736,0.49073890495204,0.6306208382295339,0.8622490993309315,49.0,63.0
butleja02,32.55583333333333,19.42869918699187,3.948455284552845,7.736849593495935,1.9841869918699184,0.5444918699186992,3.231951219512196,2.5838821138211383,7.385853658536586,16.07424796747968,2.035406504065041,2.9449796747967483,0.4579863072403109,0.6919587534867214,48.68,25.9469512195122,39.3109756097561,14.085365853658535,24.7219512195122,2.8576219512195125,5.124085365853659,5.8048780487804885,9.817073170731708,1.451219512195122,2.603658536585366,0.339329268292683,0.853658536585366,2.304878048780488,4.142378048780489,1.7926829268292683,3.457317073170732,4.993902439024391,10.120121951219517,12.03658536585366,20.66067073170732,1.3658536585365857,2.774390243902439,2.176829268292683,3.672865853658537,0.3797671868625051,0.5382962144069032,0.5522388059701493,0.8235810113519092,42.0,56.0
cancavl01,8.564756097560975,4.145934959349594,3.965813008130082,1.3708333333333331,0.5053658536585366,0.3258130081300813,1.288313008130081,0.6926016260162602,1.59520325203252,3.656930894308944,0.2484146341463415,0.3963821138211382,0.4355492636182878,0.6225225089667814,28.94333333333333,5.452743902439025,11.827439024390246,2.2195121951219514,6.231707317073171,2.176829268292683,5.932926829268293,0.6402439024390244,2.1362804878048784,0.2134146341463415,0.853658536585366,0.1280487804878048,0.5548780487804879,0.6829268292682927,2.00609756097561,0.3414634146341463,1.1118902439024396,0.7682926829268293,2.603658536585366,2.091463414634146,5.465548780487806,0.0853658536585365,0.4695121951219512,0.1707317073170731,0.6829268292682927,0.2774603174603174,0.5934373708143861,0.2857142857142857,1.0,21.0,36.0
chrisjo01,10.069044715447156,5.977601626016261,1.4936178861788618,1.4570528455284553,1.0447357723577235,0.555589430894309,1.042174796747967,0.3838617886178861,2.3785772357723585,5.717662601626017,0.7266056910569106,1.1646747967479674,0.4177345926404469,0.6259646959065794,31.40333333333333,6.272256097560976,14.175000000000002,3.327134146341464,9.396646341463416,0.8088414634146343,2.304878048780488,0.8109756097560976,2.2195121951219514,0.5548780487804879,1.6219512195121952,0.2560975609756097,0.8963414634146342,0.5548780487804879,1.6219512195121952,0.1707317073170731,0.6402439024390244,1.0222560975609756,4.059146341463415,3.1137195121951224,8.664634146341465,0.3841463414634146,1.152439024390244,0.6402439024390244,1.7500000000000002,0.2433352651405389,0.5747844112769486,0.4285714285714285,0.8401052631578947,24.0,39.0
