player_id,pred_ROLE_mean,pred_PTS_mean,pred_REB_mean,pred_AST_mean,pred_STL_mean,pred_BLK_mean,pred_TOV_mean,pred_FG3M_mean,pred_FGM_mean,pred_FGA_mean,pred_FTM_mean,pred_FTA_mean,pred_FG%_mean,pred_FT%_mean,pred_games_played_mean,pred_ROLE_ci_lo,pred_ROLE_ci_hi,pred_PTS_ci_lo,pred_PTS_ci_hi,pred_REB_ci_lo,pred_REB_ci_hi,pred_AST_ci_lo,pred_AST_ci_hi,pred_STL_ci_lo,pred_STL_ci_hi,pred_BLK_ci_lo,pred_BLK_ci_hi,pred_TOV_ci_lo,pred_TOV_ci_hi,pred_FG3M_ci_lo,pred_FG3M_ci_hi,pred_FGM_ci_lo,pred_FGM_ci_hi,pred_FGA_ci_lo,pred_FGA_ci_hi,pred_FTM_ci_lo,pred_FTM_ci_hi,pred_FTA_ci_lo,pred_FTA_ci_hi,pred_FG%_ci_lo,pred_FG%_ci_hi,pred_FT%_ci_lo,pred_FT%_ci_hi,pred_games_played_ci_lo,pred_games_played_ci_hi,actual_season,actual_games_played_mean,actual_PTS_mean,actual_REB_mean,actual_AST_mean,actual_STL_mean,actual_BLK_mean,actual_TOV_mean,actual_FG3M_mean,actual_FGM_mean,actual_FGA_mean,actual_FTM_mean,actual_FTA_mean,actual_FG%_mean,actual_FT%_mean,PTS_error,PTS_abs_error,REB_error,REB_abs_error,AST_error,AST_abs_error,STL_error,STL_abs_error,BLK_error,BLK_abs_error,TOV_error,TOV_abs_error,FG3M_error,FG3M_abs_error,FG%_error,FG%_abs_error,FT%_error,FT%_abs_error,games_played_error,games_played_abs_error
achiupr01,38.64512195121952,20.352215447154475,16.098434959349593,3.195955284552846,2.3088617886178864,2.3492682926829267,2.6988414634146345,0.972317073170732,8.370548780487805,16.74237804878049,2.672520325203252,4.497357723577236,0.4997365129315462,0.5938987452252553,61.96666666666667,32.81676829268293,45.672865853658536,15.963414634146345,25.368597560975616,12.632012195121952,19.54878048780488,2.428658536585366,4.01219512195122,1.6646341463414636,2.989939024390244,1.7051829268292684,3.073170731707317,2.046646341463415,3.457317073170732,0.6402439024390244,1.3658536585365857,6.184756097560976,10.758231707317076,13.317073170731708,20.5859756097561,1.7926829268292683,3.54908536585366,3.3719512195121952,5.508231707317075,0.4233033633033632,0.5739560856709024,0.4620322993284298,0.732095518619819,55.0,69.0,2026,73,31.414634146341463,21.0,4.310975609756098,2.774390243902439,2.1341463414634148,2.774390243902439,1.152439024390244,13.48780487804878,25.52439024390244,3.2865853658536586,5.932926829268293,0.5284280936454849,0.5539568345323741,-11.062418699186988,11.062418699186988,-4.901565040650407,4.901565040650407,-1.1150203252032522,1.1150203252032522,-0.46552845528455267,0.46552845528455267,0.21512195121951194,0.21512195121951194,-0.07554878048780456,0.07554878048780456,-0.18012195121951202,0.18012195121951202,-0.028691580713938736,0.028691580713938736,0.03994191069288122,0.03994191069288122,-11.033333333333331,11.033333333333331
adamsst01,30.8684349593496,12.649512195121952,17.482926829268298,3.748556910569106,1.401138211382114,1.8390650406504063,3.104471544715448,0.0,5.243455284552845,9.40390243902439,2.4252439024390244,5.401524390243902,0.5575433840985885,0.4485622322406327,56.00333333333333,25.266158536585365,37.01463414634146,9.467073170731709,15.965548780487806,13.317073170731708,21.59969512195122,2.772256097560976,4.737804878048781,0.9390243902439024,1.8375000000000008,1.2804878048780488,2.518292682926829,2.345426829268293,3.928963414634147,0.0,0.0,3.8393292682926834,6.957317073170732,7.253963414634147,11.739939024390244,1.534451219512195,3.459451219512196,4.1381097560975615,6.916768292682928,0.4598101551226551,0.657701012507445,0.320368932038835,0.5773424971363115,50.0,63.0,2026,32,7.981707317073171,11.78048780487805,2.048780487804878,0.9390243902439024,0.853658536585366,1.4939024390243902,0.0,2.9878048780487805,5.932926829268293,2.00609756097561,3.457317073170732,0.5035971223021583,0.5802469135802469,4.667804878048781,4.667804878048781,5.702439024390248,5.702439024390248,1.699776422764228,1.699776422764228,0.46211382113821164,0.46211382113821164,0.9854065040650404,0.9854065040650404,1.6105691056910578,1.6105691056910578,0.0,0.0,0.05394626179643025,0.05394626179643025,-0.13168468133961425,0.13168468133961425,24.00333333333333,24.00333333333333
adebaba01,98.4713617886179,58.652601626016256,30.464939024390247,12.750813008130084,4.156178861788618,2.940853658536585,7.14270325203252,2.442317073170732,22.48678861788618,44.664979674796754,11.4859756097561,15.381930894308947,0.5033403719304331,0.7466716617902119,73.79666666666667,89.5018292682927,106.54298780487808,51.4734756097561,65.44146341463416,27.01829268292683,33.80487804878049,10.625914634146342,14.56128048780488,3.329268292682927,4.951219512195122,2.2600609756097563,3.5853658536585367,5.93079268292683,8.195121951219512,1.878048780487805,3.030487804878049,19.41859756097561,25.445426829268296,39.98536585365854,49.34573170731708,9.603658536585366,13.489939024390244,13.0609756097561,17.75609756097561,0.4620445369722613,0.5403524913477769,0.692275641025641,0.805108286252354,69.0,78.0,2026,73,62.65853658536586,31.243902439024392,9.902439024390244,3.670731707317073,2.091463414634146,5.121951219512195,5.420731707317073,21.59756097560976,48.8719512195122,14.042682926829269,18.054878048780488,0.4419213973799126,0.7777777777777778,-4.005934959349602,4.005934959349602,-0.7789634146341449,0.7789634146341449,2.8483739837398403,2.8483739837398403,0.4854471544715451,0.4854471544715451,0.8493902439024388,0.8493902439024388,2.020752032520325,2.020752032520325,-2.978414634146341,2.978414634146341,0.06141897455052053,0.06141897455052053,-0.031106115987565852,0.031106115987565852,0.7966666666666669,0.7966666666666669
agbajoc01,42.430243902439024,27.66465447154472,10.143739837398376,4.39349593495935,2.513313008130081,1.7963821138211384,2.9418495934959354,4.407581300813008,10.674146341463416,22.80235772357724,2.063292682926829,3.269654471544716,0.4677029064040912,0.6303192274413205,66.97333333333333,36.57713414634146,48.23384146341464,22.745731707317077,33.10060975609756,8.067073170731708,11.951219512195122,3.542682926829269,5.2926829268292686,1.920731707317073,3.2012195121951224,1.3658536585365857,2.264329268292683,2.302743902439025,3.5853658536585367,3.414634146341464,5.378048780487806,8.19298780487805,13.103658536585368,18.727134146341463,26.685365853658546,1.363719512195122,2.6911585365853665,2.4734756097560977,4.140243902439025,0.40639974698749,0.5347721463918648,0.524388052997979,0.7554103343465046,61.0,72.05000000000001,2026,62,13.402439024390246,6.0182926829268295,2.00609756097561,1.024390243902439,0.7256097560975611,1.3231707317073171,1.451219512195122,5.207317073170732,11.951219512195122,1.5365853658536586,1.8353658536585369,0.4357142857142857,0.8372093023255814,14.262215447154473,14.262215447154473,4.125447154471547,4.125447154471547,2.3873983739837397,2.3873983739837397,1.4889227642276421,1.4889227642276421,1.0707723577235773,1.0707723577235773,1.6186788617886183,1.6186788617886183,2.956361788617886,2.956361788617886,0.03198862068980546,0.03198862068980546,-0.20689007488426092,0.20689007488426092,4.973333333333329,4.973333333333329
aldamsa01,54.76646341463415,33.26778455284553,17.235934959349596,7.440060975609756,2.3963617886178863,2.0928861788617885,3.260833333333334,5.283292682926829,12.606829268292683,26.69162601626016,3.156971544715448,5.007418699186992,0.4725513729712853,0.6296196410020388,66.10666666666667,47.58932926829269,61.9329268292683,27.44298780487805,38.9780487804878,14.426829268292684,20.020426829268292,6.101524390243903,8.965548780487806,1.878048780487805,2.9878048780487805,1.5365853658536586,2.603658536585366,2.603658536585366,4.054878048780488,4.2682926829268295,6.402439024390245,10.158536585365855,14.896341463414634,22.745731707317077,30.94725609756098,2.2621951219512195,4.140243902439025,3.884146341463415,6.189024390243903,0.4163822650997024,0.5300850096038162,0.5225909090909091,0.7414532019704434,60.0,72.0,2026,43,25.695121951219512,12.25,5.378048780487806,1.579268292682927,1.3231707317073171,2.347560975609756,2.9878048780487805,9.731707317073171,20.31707317073171,3.2439024390243905,4.865853658536586,0.4789915966386555,0.6666666666666666,7.572662601626014,7.572662601626014,4.985934959349596,4.985934959349596,2.0620121951219508,2.0620121951219508,0.8170934959349594,0.8170934959349594,0.7697154471544714,0.7697154471544714,0.913272357723578,0.913272357723578,2.2954878048780487,2.2954878048780487,-0.006440223667370182,0.006440223667370182,-0.03704702566462781,0.03704702566462781,23.10666666666667,23.10666666666667
alexani01,49.167174796747965,29.695223577235776,9.336321138211382,8.772764227642279,2.690447154471545,1.8534349593495936,3.99910569105691,5.693333333333334,10.282032520325204,23.36506097560976,3.252865853658537,4.772947154471545,0.4399933520284044,0.680862143885567,77.04333333333334,43.363719512195125,53.998170731707326,24.837195121951225,35.044817073170734,7.682926829268293,10.841463414634148,7.382012195121952,10.28658536585366,2.1320121951219515,3.329268292682927,1.4085365853658538,2.304878048780488,3.2865853658536586,4.782621951219514,4.650304878048781,6.746036585365855,8.40640243902439,12.506097560975611,19.96920731707317,26.725914634146346,2.3902439024390247,4.225609756097561,3.75609756097561,5.807012195121953,0.3828751696172173,0.5070543246556399,0.5780422794117647,0.7790121980387468,73.0,80.0,2026,78,69.31707317073172,11.439024390243905,12.207317073170731,4.353658536585366,1.7926829268292683,6.914634146341464,10.713414634146345,23.390243902439025,51.00609756097561,11.823170731707318,13.103658536585368,0.4585774058577406,0.9022801302931596,-39.62184959349594,39.62184959349594,-2.102703252032523,2.102703252032523,-3.4345528455284526,3.4345528455284526,-1.6632113821138206,1.6632113821138206,0.06075203252032524,0.06075203252032524,-2.9155284552845537,2.9155284552845537,-5.02008130081301,5.02008130081301,-0.0185840538293362,0.0185840538293362,-0.22141798640759258,0.22141798640759258,-0.9566666666666634,0.9566666666666634
allengr01,45.3584349593496,31.67628048780488,9.417276422764228,7.148536585365855,2.671666666666667,1.34109756097561,3.4675609756097567,7.02589430894309,10.392012195121952,22.428028455284554,4.523109756097561,5.834756097560976,0.463253404993716,0.7749777570689779,67.54,40.207317073170735,50.925,26.589329268292683,37.236585365853664,7.979573170731708,11.01646341463415,5.802743902439025,8.453353658536585,2.048780487804878,3.2887195121951223,0.9368902439024392,1.7500000000000002,2.6463414634146343,4.310975609756098,5.589329268292683,8.49390243902439,8.28048780487805,12.634146341463415,18.816768292682926,26.124085365853663,3.4551829268292686,5.638414634146343,4.524390243902439,7.087500000000001,0.4055882352941176,0.5283937287716219,0.694203262934406,0.85134435261708,62.0,73.0,2026,51,35.89634146341464,6.615853658536586,8.323170731707318,2.9451219512195124,0.5548780487804879,3.542682926829269,6.786585365853659,11.481707317073171,28.469512195121958,6.146341463414634,7.170731707317073,0.4032983508245877,0.8571428571428571,-4.220060975609762,4.220060975609762,2.8014227642276426,2.8014227642276426,-1.1746341463414627,1.1746341463414627,-0.2734552845528455,0.2734552845528455,0.7862195121951221,0.7862195121951221,-0.07512195121951226,0.07512195121951226,0.23930894308943085,0.23930894308943085,0.059955054169128275,0.059955054169128275,-0.08216510007387923,0.08216510007387923,16.540000000000006,16.540000000000006
allenja01,69.67930894308942,45.31888211382114,31.09536585365854,6.957317073170732,3.047134146341464,3.4580284552845533,4.379410569105691,0.0,18.29788617886179,27.53191056910569,8.39459349593496,11.99959349593496,0.664510344774474,0.6995975379439183,76.09,63.80884146341464,75.77073170731708,38.9609756097561,51.09359756097561,27.016158536585365,34.79725609756098,5.845426829268293,8.02439024390244,2.4307926829268296,3.7582317073170737,2.8554878048780488,4.097560975609756,3.75609756097561,5.164634146341464,0.0,0.0,15.44908536585366,20.876219512195124,24.115853658536587,31.250304878048784,6.871951219512195,9.989939024390244,10.03048780487805,14.002134146341463,0.6189481610653139,0.712727663507745,0.6294761281883584,0.7664824714711627,72.0,80.0,2026,56,36.707317073170735,20.31707317073171,4.2682926829268295,2.347560975609756,2.00609756097561,3.2012195121951224,0.0426829268292682,14.384146341463415,22.53658536585366,7.896341463414634,11.140243902439025,0.6382575757575758,0.7088122605363985,8.611565040650405,8.611565040650405,10.778292682926828,10.778292682926828,2.689024390243903,2.689024390243903,0.6995731707317079,0.6995731707317079,1.4519308943089433,1.4519308943089433,1.1781910569105682,1.1781910569105682,-0.0426829268292682,0.0426829268292682,0.026252769016898214,0.026252769016898214,-0.009214722592480129,0.009214722592480129,20.090000000000003,20.090000000000003
alvarjo01,48.26130081300813,25.89743902439025,6.898699186991872,9.868008130081302,3.553638211382113,0.8927845528455284,3.692073170731707,4.992479674796747,8.998414634146341,22.57286585365853,2.7038211382113824,3.892113821138212,0.3981930684857223,0.6951803574608023,57.86666666666667,40.0344512195122,55.90182926829269,20.615853658536587,30.81920731707317,5.463414634146342,8.538719512195122,7.810975609756098,12.079268292682928,2.774390243902439,4.353658536585366,0.5548780487804879,1.2378048780487805,2.774390243902439,4.614024390243904,3.879878048780488,6.103658536585367,6.613719512195122,11.274695121951222,18.692987804878047,27.66067073170732,1.920731707317073,3.670731707317073,2.985670731707317,5.036585365853659,0.3324712823162664,0.4625298916244552,0.5839991530208921,0.8082576573803294,50.95,64.0,2026,69,21.76829268292683,7.298780487804878,9.98780487804878,2.817073170731708,0.3414634146341463,3.2865853658536586,4.310975609756098,7.981707317073171,19.164634146341463,1.4939024390243902,1.9634146341463417,0.4164810690423162,0.7608695652173914,4.129146341463418,4.129146341463418,-0.40008130081300575,0.40008130081300575,-0.1197967479674773,0.1197967479674773,0.736565040650405,0.736565040650405,0.5513211382113821,0.5513211382113821,0.4054878048780486,0.4054878048780486,0.6815040650406488,0.6815040650406488,-0.01828800055659391,0.01828800055659391,-0.06568920775658904,0.06568920775658904,-11.133333333333333,11.133333333333333
anderky01,40.50638211382114,18.57987804878049,10.70260162601626,9.199166666666668,2.597967479674797,2.0642886178861786,2.7163414634146346,1.3785162601626018,7.308739837398375,15.3475,3.0257926829268293,4.590406504065041,0.4760525067195059,0.6592190743466037,66.88666666666667,35.03841463414634,46.01646341463415,14.979573170731708,22.07134146341464,8.449085365853659,12.975609756097562,7.339329268292683,11.353658536585366,1.920731707317073,3.2865853658536586,1.579268292682927,2.6463414634146343,2.0893292682926834,3.331402439024391,0.9817073170731708,1.8353658536585369,5.420731707317073,9.178963414634149,12.589329268292683,18.313109756097564,2.217378048780488,3.9268292682926833,3.5832317073170734,5.68109756097561,0.4034803921568627,0.5457656819101578,0.5508280205255792,0.7712634822804315,61.0,72.0,2026,43,11.353658536585366,6.402439024390245,5.378048780487806,1.920731707317073,1.1097560975609757,1.6646341463414636,0.1707317073170731,4.567073170731708,8.621951219512196,2.048780487804878,2.9024390243902443,0.5297029702970297,0.7058823529411765,7.226219512195124,7.226219512195124,4.300162601626016,4.300162601626016,3.821117886178863,3.821117886178863,0.6772357723577238,0.6772357723577238,0.9545325203252029,0.9545325203252029,1.051707317073171,1.051707317073171,1.2077845528455287,1.2077845528455287,-0.053650463577523844,0.053650463577523844,-0.046663278594572866,0.046663278594572866,23.88666666666667,23.88666666666667
