player,player_id,season,Rk,Gcar,Gtm,date,Team,Unnamed: 5,opponent,Result,GS,minutes,fgm,fga,FG%,fg3m,fg3a,3P%,2P,2PA,2P%,eFG%,ftm,fta,orb,drb,trb,ast,stl,blk,tov,PF,pts,GmSc,plus_minus
TyTy Washington Jr.,washity02,2024,1,32.0,2.0,2023-10-29,,,ATL,"L, 110-127",,,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,10.0
TyTy Washington Jr.,washity02,2024,2,33.0,11.0,2023-11-15,,,TOR,"W, 128-112",,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4,-7.0
TyTy Washington Jr.,washity02,2024,3,34.0,53.0,2024-02-09,,,CHO,"W, 120-84",,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4.0
TyTy Washington Jr.,washity02,2024,4,35.0,54.0,2024-02-12,,,DEN,"W, 112-95",,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-5.0
TyTy Washington Jr.,washity02,2024,5,36.0,55.0,2024-02-13,,,MIA,"L, 97-123",,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,3.0
TyTy Washington Jr.,washity02,2024,6,37.0,76.0,2024-04-03,,,MEM,"L, 101-111",,,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.6,3.0
TyTy Washington Jr.,washity02,2024,7,38.0,78.0,2024-04-07,,,NYK,"L, 109-122",,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3.0
TyTy Washington Jr.,washity02,2024,8,39.0,79.0,2024-04-09,,,BOS,"W, 104-91",,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
TyTy Washington Jr.,washity02,2024,9,40.0,80.0,2024-04-10,,,ORL,"W, 117-99",,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-7.0
TyTy Washington Jr.,washity02,2024,10,41.0,81.0,2024-04-12,,,OKC,"L, 107-125",,,1.0,5.0,0.2,0.0,2.0,0.0,1.0,3.0,0.333,0.2,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.6,-1.0
TyTy Washington Jr.,washity02,2024,11,42.0,82.0,2024-04-14,,,ORL,"L, 88-113",,,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,5.8,0.0
